N	2gram	Tiupa_Lite_1	Myshleni
1	то что	10	26
2	что он	5	25
3	в этом	12	25
4	потому что	3	21
5	таким образом	3	19
6	в том	16	18
7	не может	5	18
8	точки зрения	6	18
9	что в	3	16
10	и в	8	16
11	того что	6	16
12	не только	24	16
13	том что	14	15
14	в сущности	2	13
15	отношению к	2	12
16	по отношению	3	12
17	и не	12	12
18	в области	3	12
19	в его	7	11
20	из того	2	11
21	но не	4	10
22	было бы	2	10
23	а не	16	10
24	в силу	4	10
25	только в	8	10
26	может быть	13	9
27	с точки	2	9
28	о том	2	8
29	как это	8	8
30	в основе	3	8
31	как и	6	8
32	то же	5	8
33	тем самым	5	8
34	и есть	3	7
35	в нем	2	7
36	того же	2	7
37	так и	4	7
38	представляет собой	4	7
39	приводит к	3	7
40	не в	8	6
41	в этой	4	6
42	но и	17	6
43	как он	2	6
44	но в	3	6
45	у него	3	6
46	состоит в	11	6
47	к тому	2	6
48	в другом	2	6
49	должна быть	2	5
50	никогда не	4	5
51	в своем	11	5
52	для него	2	5
53	как бы	7	5
54	в сфере	3	5
55	не является	2	5
56	хотя бы	2	5
57	этом отношении	2	5
58	в то	5	5
59	как в	5	5
60	можно было	2	5
61	тем что	2	5
62	казалось бы	5	4
63	все эти	2	4
64	с другой	3	4
65	это не	4	4
66	с этой	5	4
67	а только	2	4
68	в пределах	3	4
69	при этом	19	4
70	в самом	3	4
71	в целом	8	4
72	мышления и	2	4
73	тем более	2	4
74	в качестве	17	4
75	с их	3	4
76	еще не	4	4
77	за пределы	2	4
78	не есть	2	4
79	той же	3	4
80	тому как	2	4
81	и то	2	4
82	могут быть	2	4
83	подобно тому	2	4
84	этой точки	3	4
85	не менее	7	3
86	в частности	15	3
87	прежде всего	11	3
88	самом деле	2	3
89	одной стороны	2	3
90	и является	2	3
91	и тем	4	3
92	в их	3	3
93	еще и	3	3
94	с одной	2	3
95	сознания в	12	3
96	а в	3	3
97	по своей	3	3
98	между тем	2	3
99	все же	4	3
100	и того	2	3
101	еще в	4	3
102	а потому	2	3
103	не на	2	3
104	на этом	2	3
105	в себя	2	3
106	и его	4	3
107	отношения между	2	3
108	связи с	6	3
109	я не	7	2
110	столь же	4	2
111	по поводу	2	2
112	как совокупность	3	2
113	одним из	5	2
114	в виду	3	2
115	в своей	4	2
116	исходит из	3	2
117	из них	4	2
118	в отличие	5	2
119	которая в	2	2
120	то и	2	2
121	и даже	3	2
122	что для	2	2
123	в своих	4	2
124	оказывается не	2	2
125	в жизни	6	2
126	но при	2	2
127	в случае	4	2
128	его в	3	2
129	то это	2	2
130	же в	5	2
131	отличие от	5	2
132	что я	2	2
133	жизни и	3	2
134	общего с	2	2
135	только на	2	2
136	тому же	2	2
137	во всяком	3	2
138	ту же	2	2
139	как будто	2	2
