N	2gram	Voloshinov_1	Analitik
1	может быть	14	29
2	в том	6	27
3	не может	16	22
4	и не	10	21
5	и в	12	18
6	а не	5	17
7	но и	3	17
8	отнюдь не	5	15
9	не только	4	15
10	не в	4	14
11	как и	5	13
12	в его	2	13
13	в этом	4	13
14	том что	5	12
15	при этом	6	12
16	в себе	3	11
17	но не	2	10
18	то же	5	9
19	в то	2	9
20	не есть	2	8
21	нуждается в	3	8
22	но в	5	8
23	это не	2	6
24	прежде всего	8	6
25	в самом	4	6
26	то что	5	6
27	в своей	3	6
28	в себя	2	6
29	по отношению	11	6
30	точки зрения	14	6
31	только в	6	6
32	мы имеем	2	6
33	художественного произведения	7	5
34	что в	2	5
35	имеет место	2	5
36	как бы	13	5
37	внутренней речи	3	5
38	отношению к	11	5
39	художественное произведение	3	5
40	и его	13	5
41	между тем	3	5
42	и на	4	5
43	о том	3	5
44	того что	3	4
45	и более	3	4
46	истории литературы	2	4
47	могут быть	2	4
48	себя и	2	4
49	с другой	4	4
50	по себе	3	4
51	в литературе	4	4
52	ни в	3	4
53	тому же	2	4
54	все же	4	4
55	вместе с	2	4
56	так и	4	4
57	дело с	2	4
58	уже не	4	4
59	ни было	4	4
60	с точки	2	4
61	с другими	2	4
62	с ним	3	4
63	место в	2	3
64	с его	2	3
65	в нашем	11	3
66	то ни	3	3
67	хотя бы	5	3
68	и все	2	3
69	в нем	6	3
70	и к	4	3
71	еще не	3	3
72	одной стороны	2	3
73	что не	4	3
74	он не	2	3
75	в котором	3	3
76	что и	2	3
77	бы то	3	3
78	смысл и	2	3
79	таким образом	12	3
80	с одной	2	3
81	по природе	2	3
82	к нему	4	3
83	автора и	2	3
84	более того	2	3
85	что мы	5	3
86	в художественном	3	3
87	если бы	9	3
88	и то	2	2
89	в психике	2	2
90	на все	2	2
91	никогда не	5	2
92	все эти	3	2
93	между собой	2	2
94	в какой	2	2
95	тогда когда	2	2
96	была бы	2	2
97	как уже	2	2
98	его к	2	2
99	можно сказать	5	2
100	и потому	2	2
101	такой же	2	2
102	это как	3	2
103	отношение к	4	2
104	для него	3	2
105	в пределах	3	2
106	или не	3	2
107	и та	2	2
108	за пределы	4	2
109	совпадает с	2	2
110	и является	4	2
111	к предмету	5	2
112	не к	3	2
113	в процессе	6	2
114	данном случае	2	2
115	не остается	2	2
116	о ком	2	2
117	другой стороны	2	2
118	на примере	2	2
119	здесь не	3	2
120	как к	3	2
121	бы не	2	2
122	на самом	4	2
123	самом деле	3	2
124	художественного творчества	3	2
125	едва ли	2	2
126	и по	3	2
127	сколько бы	3	2
128	в данном	2	2
129	же самое	2	2
130	нет ничего	2	2
131	так как	9	2
132	и с	3	2
