N	2gram	Vinokur_Ku_2	Narrotol
1	не только	20	26
2	а не	10	17
3	но и	7	15
4	в том	19	14
5	при этом	2	14
6	в качестве	8	14
7	и не	16	14
8	том что	11	13
9	и в	23	13
10	в этом	18	13
11	состоит в	2	12
12	в частности	2	11
13	только в	5	11
14	может быть	15	10
15	в данном	4	10
16	своего рода	4	9
17	к тому	4	9
18	так и	4	9
19	сводится к	3	9
20	а в	3	9
21	то что	9	8
22	не может	9	8
23	не в	8	8
24	никогда не	2	6
25	в своем	2	6
26	прежде всего	8	6
27	можно сказать	4	6
28	того что	3	6
29	в его	5	6
30	данном случае	2	6
31	со стороны	4	6
32	все же	7	6
33	у него	3	6
34	как бы	4	6
35	а также	3	6
36	всего лишь	3	6
37	ничего не	4	6
38	но в	11	6
39	точки зрения	14	5
40	тем не	6	5
41	что он	5	5
42	хотя и	4	5
43	он не	3	5
44	я не	5	5
45	и тем	5	5
46	в нем	4	5
47	как в	3	5
48	в форме	3	5
49	в отличие	2	5
50	таким образом	5	5
51	с одной	2	5
52	в той	2	5
53	тем самым	2	5
54	с другой	8	5
55	отличие от	2	5
56	в то	4	5
57	ответ на	2	5
58	перед нами	4	4
59	что это	7	4
60	не менее	7	4
61	если бы	12	4
62	отнюдь не	4	4
63	в глазах	2	4
64	в конце	4	4
65	об этом	5	4
66	же в	3	4
67	как и	2	4
68	как у	2	4
69	что в	10	4
70	в своей	2	4
71	то же	6	4
72	уже не	8	4
73	и у	2	4
74	в силу	7	4
75	в другом	2	4
76	в этой	6	4
77	и все	2	4
78	как это	5	4
79	конечном счете	2	3
80	мы имеем	5	3
81	это не	6	3
82	представить себе	2	3
83	или иного	2	3
84	да и	6	3
85	в соответствии	3	3
86	соответствии с	2	3
87	что я	4	3
88	что они	2	3
89	о котором	2	3
90	но не	6	3
91	же время	3	3
92	того или	2	3
93	как раз	3	3
94	в конечном	2	3
95	один из	5	3
96	на том	2	3
97	то и	3	3
98	все эти	12	3
99	самом деле	9	3
100	того чтобы	11	3
101	и даже	2	3
102	и по	3	3
103	и для	2	3
104	и его	3	3
105	с ними	2	3
106	характер и	2	3
107	с этой	2	3
108	этом отношении	3	3
109	не следует	5	3
110	никак не	3	3
111	сказать что	4	3
112	между тем	6	3
113	же как	2	2
114	по словам	2	2
115	в нашем	7	2
116	что у	2	2
117	превращается в	2	2
118	хотя бы	9	2
119	точно так	3	2
120	но также	4	2
121	на фоне	3	2
122	вовсе не	9	2
123	и здесь	5	2
124	в свою	2	2
125	на то	4	2
126	для нас	4	2
127	и т	39	2
128	и более	2	2
129	должна быть	5	2
130	еще не	5	2
131	было бы	15	2
132	по поводу	2	2
133	в самом	12	2
134	несмотря на	5	2
135	может служить	2	2
136	но для	3	2
137	что она	3	2
138	однако не	4	2
139	оно не	2	2
140	не все	3	2
141	но зато	2	2
142	что и	3	2
143	в современной	2	2
144	в процессе	3	2
145	именно в	3	2
146	у нас	12	2
147	те же	3	2
148	достоевского и	2	2
149	на самом	2	2
150	и что	8	2
151	с точки	8	2
152	не имеет	4	2
153	бы на	2	2
154	так же	4	2
155	своей собственной	3	2
156	той же	2	2
157	роль в	2	2
158	можно было	9	2
159	или иначе	3	2
160	но это	3	2
161	в результате	4	2
162	в ней	3	2
163	в своих	2	2
164	т п	24	2
165	говорить о	4	2
166	могли бы	2	2
167	здесь не	3	2
168	потому что	25	2
169	в области	11	2
