N	2gram	Bakhtin_Fr_4	Myshleni
1	с помощью	4	42
2	и в	29	25
3	в том	7	23
4	том что	3	20
5	так же	7	17
6	таким образом	20	17
7	в основе	2	16
8	как и	12	15
9	то что	4	15
10	в его	8	15
11	в этом	11	14
12	может быть	2	13
13	так как	7	12
14	в качестве	3	12
15	по своему	4	11
16	перед нами	4	10
17	что они	2	10
18	как бы	8	10
19	и не	16	10
20	того что	3	10
21	только в	2	10
22	связи с	2	9
23	как в	2	9
24	ни в	2	9
25	того чтобы	3	8
26	тем что	4	8
27	как мы	10	8
28	уже в	2	7
29	все эти	9	7
30	по своей	3	7
31	для того	3	7
32	мы можем	3	7
33	самого начала	3	6
34	с другой	4	6
35	с самого	3	6
36	и у	2	6
37	один из	4	6
38	мы видели	7	6
39	не может	2	6
40	и на	11	6
41	что он	4	6
42	но не	2	6
43	того же	5	6
44	не только	10	6
45	все же	3	6
46	точки зрения	4	6
47	все это	4	6
48	так и	11	5
49	именно в	2	5
50	что это	5	5
51	и как	3	5
52	но это	4	5
53	одной стороны	2	5
54	при этом	3	5
55	уже говорили	5	5
56	на этой	2	5
57	с одной	2	5
58	и по	5	5
59	с ее	3	5
60	слов и	3	5
61	мы уже	10	5
62	и к	2	5
63	о том	2	5
64	в этой	13	5
65	в основу	2	4
66	в частности	3	4
67	никогда не	2	4
68	в своем	3	4
69	прежде всего	8	4
70	к тому	2	4
71	не мог	2	4
72	в ряде	2	4
73	из них	6	4
74	но и	9	4
75	не столько	2	4
76	друг друга	2	4
77	сказать что	5	4
78	в то	10	4
79	с ним	2	4
80	и все	13	4
81	то время	2	4
82	еще не	4	4
83	мы увидим	2	4
84	он не	3	4
85	той же	3	4
86	и это	2	4
87	там где	3	4
88	их с	2	3
89	в себя	2	3
90	связаны с	2	3
91	на этом	2	3
92	и сам	3	3
93	в котором	2	3
94	если в	2	3
95	связи и	2	3
96	и их	3	3
97	этот процесс	6	3
98	другой стороны	3	3
99	но только	2	3
100	с ними	3	3
101	в результате	4	3
102	их в	2	3
103	его в	9	3
104	как он	2	3
105	к которому	2	3
106	в жизни	2	3
107	к этому	2	3
108	но как	3	3
109	его к	2	3
110	мы видим	3	3
111	то в	3	3
112	или менее	3	3
113	им в	2	3
114	между ними	2	3
115	как известно	2	3
116	место в	2	2
117	то же	10	2
118	все время	3	2
119	в этих	2	2
120	все они	5	2
121	и одновременно	4	2
122	в один	2	2
123	хотя и	2	2
124	в нем	5	2
125	где они	2	2
126	поэтому в	2	2
127	и других	3	2
128	все остальные	3	2
129	как на	2	2
130	от всех	2	2
131	в своих	2	2
132	на его	2	2
133	и здесь	3	2
134	в плане	4	2
135	но они	4	2
136	с его	4	2
137	всех этих	3	2
138	в них	7	2
139	на котором	2	2
140	связанные с	4	2
141	на первый	2	2
142	которых он	2	2
143	есть и	4	2
144	тот же	3	2
145	животных и	3	2
146	а также	2	2
147	в своей	5	2
148	уже не	2	2
149	и эта	2	2
150	и для	2	2
151	и его	8	2
152	или в	2	2
153	тому как	3	2
154	и то	2	2
155	связан с	4	2
156	в себе	3	2
157	в чем	3	2
158	в эту	3	2
159	а как	2	2
