N	2gram	Bakhtin_Pr_1	Russkaja
1	не может	11	22
2	и не	34	19
3	в том	11	17
4	в этом	25	17
5	и в	23	14
6	с другом	3	14
7	друг с	3	14
8	то что	18	13
9	таким образом	11	11
10	то же	10	11
11	точки зрения	21	11
12	же время	7	10
13	но и	11	10
14	в то	10	10
15	том что	9	9
16	не только	13	9
17	в себе	5	9
18	с точки	15	9
19	может быть	21	9
20	во всяком	4	9
21	прежде всего	7	8
22	того чтобы	4	8
23	как на	2	8
24	самом деле	5	7
25	в данном	2	7
26	мы должны	2	7
27	о том	2	7
28	и с	4	7
29	если бы	10	6
30	на самом	4	6
31	что он	10	6
32	и к	4	6
33	для него	15	6
34	для того	2	6
35	всяком случае	3	6
36	все это	7	6
37	в своем	8	6
38	и для	3	6
39	в своих	2	6
40	себя и	2	5
41	хотя бы	2	5
42	вопрос о	4	5
43	и на	10	5
44	при этом	3	5
45	до сих	2	5
46	было бы	6	5
47	в своей	11	5
48	он не	4	5
49	никогда не	5	5
50	в нем	20	5
51	сих пор	2	5
52	во всех	5	5
53	по существу	4	5
54	а потому	2	5
55	из которых	2	5
56	а в	7	5
57	потому что	12	5
58	только в	8	5
59	между тем	5	5
60	но не	8	4
61	не могут	6	4
62	что в	8	4
63	то ни	3	4
64	в мире	7	4
65	как и	8	4
66	все что	3	4
67	как бы	28	4
68	себе и	3	4
69	все же	5	4
70	себя в	3	4
71	бы то	3	4
72	жизни и	6	4
73	вместе с	2	4
74	со стороны	2	4
75	от того	2	4
76	в их	3	4
77	приводит к	3	4
78	в совершенно	2	4
79	точку зрения	4	4
80	не в	6	4
81	можно было	3	4
82	в этой	4	4
83	в его	24	4
84	его в	4	4
85	так как	7	4
86	он сам	3	3
87	именно в	6	3
88	в большинстве	2	3
89	из этих	2	3
90	в конце	5	3
91	что все	3	3
92	что может	2	3
93	таким же	2	3
94	всех этих	3	3
95	да и	2	3
96	и как	8	3
97	лишь в	3	3
98	лучшем случае	2	3
99	еще не	5	3
100	несмотря на	6	3
101	в самом	8	3
102	и потому	3	3
103	точке зрения	2	3
104	что и	5	3
105	из них	2	3
106	данном случае	2	3
107	не было	3	3
108	во что	2	3
109	того что	2	3
110	и по	2	3
111	друг друга	3	3
112	что для	2	3
113	в лучшем	2	3
114	тем что	3	3
115	и во	2	3
116	говорить о	2	3
117	конце концов	4	3
118	одна из	2	3
119	в сознании	2	3
120	в мировоззрении	3	2
121	нисколько не	2	2
122	должна быть	2	2
123	и есть	5	2
124	у него	6	2
125	по этому	2	2
126	друг другу	2	2
127	были бы	4	2
128	к той	2	2
129	точно так	2	2
130	этот вопрос	2	2
131	к себе	2	2
132	это в	2	2
133	по себе	7	2
134	ни в	3	2
135	уже не	8	2
136	следовательно и	2	2
137	но это	5	2
138	ее он	2	2
139	является не	3	2
140	именно на	2	2
141	отличается от	2	2
142	она не	5	2
143	и о	3	2
144	но для	2	2
145	в котором	2	2
146	отношении к	2	2
147	если же	2	2
148	для себя	2	2
149	и тем	2	2
150	благодаря этому	2	2
151	для нас	3	2
152	тому что	2	2
153	по отношению	11	2
154	отношения к	2	2
155	все эти	8	2
156	и вот	2	2
157	а не	20	2
158	и наконец	5	2
159	и даже	3	2
160	к нему	3	2
161	так же	6	2
162	в результате	4	2
163	их в	2	2
164	остается в	2	2
165	на себя	3	2
166	мы уже	2	2
167	как будто	3	2
168	в этих	2	2
169	большинстве случаев	2	2
170	только с	2	2
171	с ним	6	2
172	в области	3	2
173	себя как	5	2
174	но в	4	2
