N	2gram	Losev_Vlad_1	KulturaY
1	и т	2	33
2	в том	11	30
3	и в	31	24
4	потому что	11	23
5	том что	14	21
6	что в	14	17
7	того чтобы	2	17
8	для того	2	16
9	было бы	2	15
10	т д	2	14
11	в этом	14	14
12	точки зрения	2	14
13	может быть	6	13
14	все же	3	12
15	таким образом	3	12
16	в его	12	12
17	и не	17	12
18	не в	5	11
19	только в	9	11
20	вовсе не	5	10
21	в самом	2	10
22	у нас	6	10
23	не только	24	10
24	хотя бы	2	10
25	то что	18	9
26	того что	2	9
27	о том	11	9
28	так как	8	9
29	том чтобы	2	8
30	то же	6	8
31	то обстоятельство	2	8
32	уже не	3	8
33	как раз	7	8
34	тем что	2	8
35	обстоятельство что	2	8
36	не менее	2	7
37	в них	2	7
38	с другой	3	7
39	в качестве	6	7
40	вместе с	3	7
41	не может	6	7
42	так и	6	7
43	что он	12	6
44	при этом	2	6
45	что такое	2	6
46	но и	19	6
47	что же	5	6
48	все это	5	6
49	другой стороны	3	6
50	все эти	3	6
51	в которой	4	6
52	еще и	7	5
53	с тем	2	5
54	к тому	3	5
55	но не	3	5
56	еще не	2	5
57	всяком случае	2	5
58	и что	6	5
59	а в	9	5
60	и его	7	5
61	в результате	2	5
62	во всяком	2	5
63	с ним	5	5
64	и с	14	5
65	учение о	2	4
66	с его	11	4
67	в частности	2	4
68	же касается	4	4
69	к себе	2	4
70	и потому	6	4
71	на то	5	4
72	в нем	4	4
73	в тех	2	4
74	указать на	2	4
75	по существу	2	4
76	что они	3	4
77	того же	6	4
78	из них	2	4
79	это и	2	4
80	один из	4	4
81	что и	5	4
82	тем не	2	4
83	в целом	3	4
84	со стороны	2	4
85	как в	3	4
86	тем самым	2	4
87	в науке	3	4
88	так что	10	4
89	с ними	2	4
90	и на	3	4
91	из этих	2	4
92	под влиянием	3	3
93	уже в	7	3
94	нисколько не	2	3
95	как на	2	3
96	если не	3	3
97	уже и	2	3
98	ясно что	2	3
99	на себя	3	3
100	этом смысле	4	3
101	его к	2	3
102	можно сказать	6	3
103	в этой	4	3
104	мы увидим	3	3
105	в общем	3	3
106	и если	5	3
107	а а	4	3
108	в котором	6	3
109	в истории	4	3
110	даже в	2	3
111	на его	3	3
112	когда он	5	3
113	что она	2	3
114	или менее	3	3
115	в своем	4	3
116	в связи	3	3
117	в особенности	4	3
118	а с	5	3
119	не было	5	3
120	более или	3	3
121	и даже	15	3
122	и он	3	3
123	несмотря на	4	3
124	той же	2	3
125	несколько слов	2	3
126	и здесь	3	3
127	и то	10	3
128	то мы	3	3
129	хотя и	4	3
130	даже и	9	3
131	в себе	4	3
132	здесь не	3	3
133	а это	2	3
134	как это	7	3
135	я не	4	2
136	больше всего	2	2
137	только к	3	2
138	никогда не	9	2
139	именно так	2	2
140	и все	4	2
141	что касается	3	2
142	что все	2	2
143	не раз	4	2
144	к своему	3	2
145	в то	8	2
146	для нас	4	2
147	что его	4	2
148	как и	4	2
149	и как	4	2
150	в москве	8	2
151	же время	4	2
152	что с	2	2
153	тот же	3	2
154	в это	2	2
155	и мы	2	2
156	ними и	2	2
157	конечно не	2	2
158	между прочим	11	2
159	в своей	4	2
160	обратить внимание	2	2
161	свое время	6	2
162	одним из	2	2
163	никак не	4	2
164	в свое	5	2
165	о нем	7	2
166	к жизни	2	2
167	тем более	2	2
168	ни в	2	2
169	дело не	2	2
170	был в	3	2
171	и а	2	2
172	а именно	2	2
173	так например	2	2
174	то и	2	2
175	он не	10	2
176	свидетельствуют о	3	2
177	и для	2	2
178	не мог	3	2
179	лишь в	2	2
180	свидетельствует о	3	2
181	на этот	6	2
182	по своим	3	2
183	не столько	2	2
184	также и	10	2
185	в каком	2	2
186	и еще	2	2
187	что я	2	2
188	о котором	2	2
189	видно что	5	2
190	е в	7	2
191	иной раз	6	2
192	ничего не	3	2
193	но в	12	2
194	своего времени	2	2
195	это было	6	2
