N	2gram	Berdyaev_M_1	Istorich
1	и в	28	25
2	что он	10	22
3	вместе с	6	22
4	может быть	30	17
5	т е	2	16
6	не только	29	13
7	но и	25	13
8	в его	9	12
9	и не	11	11
10	уже не	4	11
11	так как	3	11
12	все же	2	10
13	в этом	20	10
14	тем что	4	10
15	его в	3	9
16	и его	9	9
17	с тем	9	8
18	что в	10	8
19	том что	3	8
20	мы видим	2	8
21	все эти	2	8
22	и что	2	8
23	и на	6	8
24	как и	5	7
25	то что	5	7
26	в нем	13	7
27	в иной	3	7
28	потому что	16	7
29	только в	6	7
30	о том	2	7
31	в этих	4	6
32	это не	5	6
33	прежде всего	10	6
34	иной мир	4	6
35	что и	4	6
36	себя в	3	6
37	как в	2	6
38	не может	28	6
39	и он	12	6
40	не в	16	6
41	могут быть	2	6
42	в том	6	6
43	него и	2	5
44	с этим	3	5
45	для нас	3	5
46	живет в	2	5
47	но не	8	5
48	мы увидим	3	5
49	связано с	2	5
50	в ней	15	5
51	в него	3	5
52	в иное	2	5
53	входит в	2	5
54	не как	4	4
55	в ее	3	4
56	все это	6	4
57	в истории	2	4
58	от этого	2	4
59	он не	24	4
60	и это	12	4
61	же можно	2	4
62	в которой	6	4
63	с ним	2	4
64	этот случай	2	3
65	никогда не	14	3
66	и как	2	3
67	в более	2	3
68	и все	10	3
69	в свою	2	3
70	в этой	6	3
71	в то	2	3
72	того чтобы	2	3
73	он живет	2	3
74	на том	3	3
75	в ином	2	3
76	о нем	2	3
77	только один	2	3
78	в свете	3	3
79	на этом	3	3
80	и она	2	3
81	для того	2	3
82	к нему	7	3
83	его не	3	3
84	а в	4	3
85	в которых	4	3
86	и с	3	3
87	никто не	2	3
88	человека в	13	3
89	уже в	4	2
90	у него	17	2
91	не знал	4	2
92	когда человек	3	2
93	человека и	14	2
94	к этому	2	2
95	а как	2	2
96	вопрос о	2	2
97	и вместе	4	2
98	прийти к	2	2
99	с этой	4	2
100	во власти	2	2
101	это значит	3	2
102	до сих	2	2
103	она не	4	2
104	жизни и	2	2
105	и мы	2	2
106	если бы	2	2
107	одним из	2	2
108	свою противоположность	2	2
109	как бы	2	2
110	и потому	10	2
111	еще в	2	2
112	один из	4	2
113	должен быть	2	2
114	сих пор	2	2
115	в своей	15	2
116	отношению к	2	2
117	когда он	3	2
118	с ней	2	2
119	в наше	2	2
120	по отношению	2	2
121	и для	2	2
122	оказывается что	2	2
123	а не	25	2
124	того что	7	2
125	потому ли	2	2
126	и по	4	2
127	сказать что	2	2
128	но он	9	2
129	точки зрения	4	2
130	особенно в	3	2
131	ничего не	3	2
132	о чем	2	2
133	все его	3	2
134	значит что	4	2
135	у которых	2	2
