N	2gram	Losev_Vlad_3	Istorich
1	и в	40	26
2	так как	7	18
3	мы имеем	3	14
4	никогда не	11	13
5	потому что	11	13
6	что в	17	12
7	таким образом	11	12
8	в том	18	12
9	и на	6	12
10	в этом	16	12
11	мы видели	3	11
12	может быть	8	11
13	с другой	5	10
14	том что	18	10
15	и не	25	10
16	не только	25	10
17	что он	5	9
18	еще не	4	9
19	но и	18	9
20	а именно	12	9
21	в нем	3	8
22	все же	4	8
23	вместе с	7	8
24	другой стороны	2	8
25	все эти	5	8
26	и это	6	8
27	уже не	9	7
28	с одной	3	7
29	одной стороны	3	7
30	и его	10	7
31	у него	24	7
32	о том	11	7
33	но в	4	7
34	то что	28	6
35	мы уже	5	6
36	ее в	3	6
37	не может	14	6
38	в виде	13	6
39	и с	9	6
40	мы не	2	6
41	у нас	5	5
42	как и	7	5
43	в ней	5	5
44	в его	14	5
45	то это	10	5
46	не будет	6	5
47	так и	6	5
48	то же	4	5
49	и что	8	5
50	как это	4	5
51	тем что	5	5
52	в то	7	5
53	только в	13	5
54	его в	2	5
55	есть и	4	4
56	с тем	7	4
57	это не	3	4
58	из этих	3	4
59	прежде всего	10	4
60	с его	2	4
61	но это	6	4
62	здесь же	2	4
63	в это	2	4
64	в книге	2	4
65	как бы	3	4
66	и тем	3	4
67	что и	7	4
68	как мы	8	4
69	и по	2	4
70	а также	8	4
71	себе в	2	4
72	но как	2	4
73	при помощи	4	3
74	независимо от	3	3
75	если бы	3	3
76	и от	6	3
77	в одном	5	3
78	должна быть	2	3
79	к этому	2	3
80	вопрос о	4	3
81	на первый	2	3
82	так что	14	3
83	не в	3	3
84	такой же	4	3
85	же как	3	3
86	больше и	2	3
87	в качестве	3	3
88	то время	4	3
89	кроме того	6	3
90	она не	2	3
91	наряду с	2	3
92	и эта	3	3
93	от того	4	3
94	эти три	5	3
95	еще в	5	3
96	что здесь	3	3
97	в своей	9	3
98	из этого	2	3
99	данном случае	2	3
100	что она	2	3
101	со стороны	2	3
102	а в	7	3
103	при этом	3	3
104	там же	7	3
105	к своему	2	3
106	и наконец	2	3
107	как на	3	3
108	время как	2	3
109	в своих	7	3
110	в данном	5	3
111	и то	9	3
112	если они	2	3
113	сказать что	12	3
114	и только	3	3
115	на более	2	3
116	в себе	9	3
117	не было	5	3
118	далеко не	3	3
119	от этого	2	3
120	с этой	2	2
121	перед нами	3	2
122	и как	7	2
123	в этих	2	2
124	в своем	8	2
125	того же	2	2
126	отличается от	3	2
127	здесь и	2	2
128	с этим	2	2
129	первый план	2	2
130	вовсе не	13	2
131	стороны и	2	2
132	на то	4	2
133	к тому	7	2
134	сводится к	3	2
135	мы знаем	3	2
136	для нас	5	2
137	он был	2	2
138	которых он	2	2
139	но все	3	2
140	но не	4	2
141	так же	8	2
142	только то	2	2
143	что мы	2	2
144	было бы	4	2
145	под названием	9	2
146	не так	3	2
147	него в	4	2
148	но для	3	2
149	всяком случае	3	2
150	на эти	2	2
151	даже в	4	2
152	здесь нет	2	2
153	но мы	2	2
154	не есть	10	2
155	не имеет	4	2
156	ни в	10	2
157	на него	2	2
158	что же	9	2
159	то и	2	2
160	точно так	4	2
161	он не	8	2
162	только что	2	2
163	а с	4	2
164	могло быть	2	2
165	мы находим	2	2
166	и сейчас	2	2
167	в одно	2	2
168	тем самым	2	2
169	а не	8	2
170	того что	7	2
171	можно было	5	2
172	что этот	3	2
173	во всяком	3	2
174	знаем что	2	2
175	что касается	2	2
176	самого себя	2	2
177	мы должны	4	2
178	в этой	8	2
179	но вот	3	2
180	интересно что	2	2
181	что это	9	2
182	здесь не	3	2
183	то он	4	2
184	не вполне	2	2
185	ничего не	5	2
186	нет ни	2	2
187	стоит на	2	2
188	или как	4	2
189	значит что	6	2
190	же не	2	2
