N	2gram	Losev_Dial_3	Myshleni
1	в том	5	28
2	и в	24	28
3	то что	14	28
4	в этом	8	27
5	того что	12	24
6	потому что	7	22
7	не может	19	19
8	том что	8	19
9	таким образом	13	18
10	что он	13	18
11	только в	5	18
12	что в	7	17
13	в силу	3	17
14	не только	23	16
15	так же	4	15
16	может быть	13	13
17	сказать что	4	13
18	точки зрения	25	13
19	тому что	4	11
20	и не	27	11
21	как бы	3	11
22	что мы	8	11
23	к тому	4	10
24	как мы	2	10
25	но и	9	10
26	от того	4	10
27	понятия и	2	10
28	так как	6	10
29	но не	2	10
30	с точки	14	10
31	было бы	5	9
32	никогда не	7	8
33	в самом	7	8
34	еще не	2	8
35	тем самым	3	8
36	для того	3	8
37	тем что	3	8
38	показывает что	2	7
39	если бы	6	7
40	в нем	3	7
41	в сущности	10	7
42	в своем	3	7
43	что оно	7	7
44	он не	5	7
45	то же	6	7
46	и к	5	6
47	же как	2	6
48	так что	8	6
49	и как	8	6
50	и что	15	6
51	для него	4	6
52	не имеет	11	6
53	в то	5	6
54	когда мы	2	6
55	тогда когда	5	6
56	как и	7	6
57	то время	4	6
58	так и	5	6
59	как раз	7	6
60	мы не	5	6
61	вообще не	2	6
62	в чем	4	6
63	не могут	4	5
64	это не	4	5
65	вопрос о	5	5
66	и тем	2	5
67	содержится в	2	5
68	время как	4	5
69	и на	3	5
70	и все	6	5
71	но в	2	5
72	что все	14	5
73	в зависимости	2	5
74	то в	2	5
75	зависимости от	3	5
76	из того	2	5
77	могут быть	2	5
78	я не	6	4
79	именно в	2	4
80	в частности	2	4
81	на то	3	4
82	мы знаем	3	4
83	не в	3	4
84	мы и	4	4
85	на этом	2	4
86	но что	7	4
87	например в	2	4
88	нас к	2	4
89	но если	6	4
90	целый ряд	2	4
91	с этим	3	4
92	они не	2	4
93	друг друга	3	4
94	в мысли	2	4
95	в одной	3	4
96	и следовательно	2	4
97	в первом	2	4
98	он должен	3	4
99	в понятии	2	4
100	ясно что	7	4
101	только тогда	3	4
102	оно не	6	4
103	что и	6	4
104	если я	2	4
105	той же	3	4
106	и то	4	4
107	в себе	2	4
108	что их	2	3
109	зависит от	2	3
110	из этих	2	3
111	все время	3	3
112	как это	5	3
113	это есть	8	3
114	есть в	3	3
115	отличается от	8	3
116	при этом	2	3
117	хотя и	5	3
118	в их	2	3
119	как на	5	3
120	и только	6	3
121	и по	2	3
122	в сферу	3	3
123	в своих	2	3
124	в основе	3	3
125	и здесь	2	3
126	но как	2	3
127	бы в	2	3
128	возможно только	6	3
129	с его	2	3
130	только не	10	3
131	в них	5	3
132	по себе	20	3
133	это и	7	3
134	в его	2	3
135	только к	2	3
136	а не	26	3
137	что такое	21	3
138	и его	5	3
139	не знает	3	3
140	чего не	4	3
141	не менее	11	2
142	но на	2	2
143	для этого	2	2
144	с другой	4	2
145	с этой	5	2
146	была бы	3	2
147	прежде всего	8	2
148	гласит что	2	2
149	что именно	3	2
150	для нас	2	2
151	но это	5	2
152	самом деле	6	2
153	а из	2	2
154	несмотря на	2	2
155	и от	3	2
156	и является	2	2
157	но совершенно	2	2
158	исходит из	2	2
159	в возможности	4	2
160	из них	3	2
161	все это	6	2
162	другой стороны	2	2
163	мы говорим	2	2
164	все эти	3	2
165	можно только	4	2
166	но только	4	2
167	может существовать	2	2
168	что у	2	2
169	у него	2	2
170	на котором	2	2
171	раз и	3	2
172	у нас	4	2
173	по существу	2	2
174	она не	3	2
175	мы уже	3	2
176	как таковое	3	2
177	во внимание	2	2
178	из этого	2	2
179	что если	2	2
180	все же	3	2
181	ее в	2	2
182	только на	7	2
183	не на	6	2
184	а в	2	2
185	только что	4	2
186	своего собственного	2	2
187	нас в	2	2
188	в данном	2	2
189	как с	2	2
190	и вообще	2	2
191	этом вопросе	2	2
