N	2gram	Losev_Dial_3	Komedia
1	и в	24	26
2	и не	27	14
3	к тому	4	12
4	так и	5	12
5	и его	5	12
6	в том	5	11
7	тому же	2	11
8	может быть	13	11
9	но и	9	10
10	в этом	8	10
11	что в	7	9
12	том что	8	9
13	если бы	6	9
14	ясно что	7	8
15	было бы	5	8
16	и на	3	7
17	из них	3	7
18	не только	23	7
19	что и	6	7
20	на себя	3	7
21	в своем	3	6
22	то что	14	6
23	еще не	2	6
24	в нем	3	6
25	потому что	7	6
26	и здесь	2	6
27	в то	5	6
28	о том	6	6
29	таким образом	13	6
30	с его	2	5
31	что он	13	5
32	ни в	9	5
33	в истории	4	5
34	на основании	2	5
35	с этим	3	5
36	для того	3	5
37	так что	8	5
38	и с	6	5
39	не менее	11	4
40	в частности	2	4
41	у него	2	4
42	тому что	4	4
43	в них	5	4
44	что у	2	4
45	и от	3	4
46	прежде всего	8	4
47	из этих	2	4
48	как мы	2	4
49	же в	2	4
50	как и	7	4
51	хотя и	5	4
52	в его	2	4
53	все же	3	4
54	в самом	7	4
55	и для	2	4
56	что для	5	4
57	точки зрения	25	4
58	только в	5	4
59	что это	12	4
60	так как	6	4
61	как это	5	4
62	это было	3	4
63	так или	2	3
64	с этой	5	3
65	вопрос о	5	3
66	то время	4	3
67	но если	6	3
68	мы знаем	3	3
69	жизни и	5	3
70	что его	5	3
71	но не	2	3
72	же время	3	3
73	для нас	2	3
74	никто не	2	3
75	из которых	3	3
76	например в	2	3
77	в ней	2	3
78	не имеет	11	3
79	себя в	2	3
80	тех пор	2	3
81	даже не	6	3
82	в их	2	3
83	все это	6	3
84	при всем	4	3
85	той же	3	3
86	то же	6	3
87	не было	3	3
88	к нему	3	3
89	друг друга	3	3
90	а в	2	3
91	или в	2	3
92	или иначе	2	3
93	тем что	3	3
94	не может	19	3
95	но в	2	3
96	что их	2	2
97	все время	3	2
98	из самых	3	2
99	и есть	16	2
100	как видим	2	2
101	отнюдь не	10	2
102	с другой	4	2
103	это не	4	2
104	нового времени	2	2
105	в одной	3	2
106	силу этого	2	2
107	вовсе не	13	2
108	и я	3	2
109	что именно	3	2
110	нет и	4	2
111	то это	9	2
112	и к	5	2
113	об этом	6	2
114	не в	3	2
115	в силу	3	2
116	одна из	3	2
117	на этом	2	2
118	бы то	2	2
119	а из	2	2
120	только потому	2	2
121	одной стороны	3	2
122	и если	2	2
123	как не	2	2
124	от того	4	2
125	он не	5	2
126	как бы	3	2
127	же можно	2	2
128	не вполне	2	2
129	всяком случае	2	2
130	время как	4	2
131	говоря уже	2	2
132	хотя бы	4	2
133	и т	24	2
134	и это	4	2
135	не говоря	2	2
136	со стороны	2	2
137	что она	9	2
138	уже о	2	2
139	целый ряд	2	2
140	так в	2	2
141	же от	2	2
142	если не	3	2
143	с одной	3	2
144	и что	15	2
145	и у	2	2
146	мы не	5	2
147	меньше чем	2	2
148	во всяком	2	2
149	и во	2	2
150	одно из	5	2
151	и ее	3	2
152	на что	2	2
153	говорить о	4	2
154	и все	6	2
155	в первом	2	2
156	из этого	2	2
157	бы в	2	2
158	в виду	7	2
