N	2gram	Medvedev_V_1	Psycholo
1	то что	6	44
2	и в	26	33
3	в этом	26	28
4	как бы	5	25
5	для того	3	23
6	может быть	22	22
7	том что	8	22
8	того чтобы	3	22
9	что в	10	21
10	в том	15	21
11	о том	10	20
12	что он	4	20
13	только что	4	15
14	как это	12	14
15	таким образом	31	13
16	и не	19	13
17	так же	3	13
18	сказать что	5	13
19	все это	10	13
20	к тому	4	12
21	в самом	4	12
22	было бы	7	12
23	что все	3	11
24	он не	2	11
25	что она	2	10
26	не может	17	10
27	в его	14	10
28	если бы	3	10
29	в этой	4	9
30	по себе	2	9
31	как раз	3	9
32	то же	10	9
33	в конце	3	8
34	вместе с	7	8
35	в своем	8	7
36	в нем	6	7
37	не только	25	7
38	когда он	3	7
39	перед нами	4	6
40	тому что	6	6
41	это не	7	6
42	что они	3	6
43	в ней	2	6
44	и т	23	6
45	после этого	2	6
46	все эти	6	6
47	точки зрения	3	6
48	что мы	2	6
49	же самое	2	6
50	во время	3	6
51	как на	3	6
52	у него	6	6
53	а не	7	6
54	в себе	6	6
55	никогда не	4	5
56	и как	3	5
57	в целом	4	5
58	что для	3	5
59	вовсе не	3	5
60	как он	2	5
61	с этим	3	5
62	это и	6	5
63	как и	7	5
64	и может	2	5
65	и его	6	5
66	все же	5	5
67	заключается в	2	5
68	и есть	5	4
69	в частности	11	4
70	что у	2	4
71	так например	2	4
72	том чтобы	2	4
73	из них	9	4
74	жизни и	3	4
75	а в	3	4
76	того что	3	4
77	знаем что	2	4
78	при помощи	3	4
79	в порядке	5	4
80	с тем	3	4
81	в жизни	2	4
82	к этому	9	4
83	об этом	9	4
84	у нас	2	4
85	одна из	4	4
86	утверждает что	3	4
87	что действие	2	4
88	говорит о	7	4
89	в своей	4	4
90	ее в	4	4
91	что не	3	4
92	можно было	2	4
93	по поводу	2	4
94	этот вопрос	3	4
95	только в	7	4
96	в которой	2	4
97	же как	2	3
98	с одной	2	3
99	что оно	3	3
100	в самых	2	3
101	что его	2	3
102	должно быть	2	3
103	в пределах	5	3
104	одной стороны	2	3
105	например в	3	3
106	вслед за	2	3
107	то это	2	3
108	но и	10	3
109	не было	7	3
110	в своих	2	3
111	в которых	3	3
112	их в	6	3
113	в то	6	3
114	его в	3	3
115	могло бы	2	3
116	нет ни	2	3
117	том как	3	3
118	вот как	4	3
119	всех этих	2	3
120	в одном	4	3
121	говорить о	2	3
122	но не	2	3
123	ли это	2	3
124	она не	3	3
125	он говорит	5	3
126	конце концов	2	3
127	и этот	2	3
128	что и	3	3
129	в дневнике	2	3
130	так и	5	3
131	во всей	2	3
132	из которых	2	3
133	и он	2	3
134	и для	2	3
135	т п	9	3
136	далеко не	2	3
137	это делает	3	2
138	бы и	6	2
139	с другой	11	2
140	и от	3	2
141	из этих	7	2
142	прежде всего	13	2
143	оно является	2	2
144	мы знаем	3	2
145	толстого в	3	2
146	из его	3	2
147	такое понимание	2	2
148	же время	5	2
149	в нашей	4	2
150	себе и	2	2
151	некоторые из	3	2
152	в виду	4	2
153	в котором	3	2
154	не является	5	2
155	один из	5	2
156	все они	2	2
157	в их	5	2
158	другой стороны	8	2
159	т д	14	2
160	свидетельствуют о	2	2
161	именно в	2	2
162	образом в	3	2
163	и наконец	2	2
164	его не	3	2
165	и формы	2	2
166	в результате	5	2
167	также и	2	2
168	не в	6	2
169	в художественном	10	2
170	и потому	2	2
171	бы не	2	2
172	мы имеем	3	2
173	но в	2	2
174	что ни	2	2
175	а как	2	2
176	с его	3	2
177	только не	2	2
178	по словам	8	2
179	он может	2	2
180	в них	4	2
181	и к	3	2
182	в ее	4	2
183	в искусстве	6	2
184	по существу	3	2
185	сюжета и	2	2
186	что при	2	2
187	можно сказать	4	2
188	вот например	6	2
189	во всех	6	2
190	не по	2	2
191	точном смысле	2	2
192	даже в	5	2
193	как говорит	5	2
194	даже не	2	2
195	сводится к	3	2
196	ни одного	2	2
197	хотя бы	19	2
198	тому как	2	2
199	и ее	4	2
200	связи с	4	2
201	только с	2	2
202	что говорит	3	2
203	что нет	2	2
