N	2gram	Trubetskoy_1	Istorich
1	и в	14	28
2	может быть	9	25
3	и т	3	25
4	не может	22	15
5	а не	2	15
6	никогда не	5	14
7	для нас	2	13
8	мы должны	7	13
9	что в	4	12
10	то же	11	12
11	не только	9	12
12	только в	5	11
13	что он	6	10
14	все же	4	10
15	прежде всего	8	10
16	но и	10	10
17	и что	2	10
18	в том	17	9
19	о том	7	9
20	то что	13	9
21	и не	19	9
22	не в	4	9
23	что это	3	8
24	если бы	6	8
25	таким образом	11	8
26	в этом	17	8
27	но в	2	8
28	в этих	2	7
29	том что	9	7
30	еще не	3	7
31	было бы	5	7
32	в ней	2	7
33	а в	5	7
34	этот вопрос	2	7
35	так же	2	7
36	к тому	7	6
37	что и	3	6
38	в этой	4	6
39	его в	4	6
40	так как	4	6
41	вместе с	4	6
42	должна быть	2	5
43	вопрос о	5	5
44	не должен	2	5
45	по существу	5	5
46	в силу	2	5
47	что они	3	5
48	более или	4	5
49	но не	4	5
50	до сих	5	5
51	в качестве	3	5
52	ее в	2	5
53	сих пор	5	5
54	или менее	4	5
55	в своем	6	5
56	можно было	4	5
57	или в	3	5
58	их в	2	5
59	в его	4	5
60	все это	6	4
61	с тем	6	4
62	связи с	3	4
63	между собой	5	4
64	на то	5	4
65	так что	2	4
66	но это	2	4
67	в большинстве	3	4
68	друг с	14	4
69	с этим	2	4
70	как и	4	4
71	того что	3	4
72	и даже	2	4
73	хотя бы	5	4
74	и для	6	4
75	и с	7	4
76	и на	5	4
77	потому что	5	4
78	как будто	2	4
79	все эти	2	4
80	большинстве случаев	2	4
81	точку зрения	4	3
82	во время	2	3
83	точно так	2	3
84	по себе	2	3
85	именно в	3	3
86	в начале	2	3
87	для этого	3	3
88	при этом	5	3
89	не можем	2	3
90	там и	2	3
91	в котором	2	3
92	и по	3	3
93	то это	3	3
94	из них	3	3
95	в их	4	3
96	и тогда	2	3
97	что же	4	3
98	уже не	2	3
99	не просто	2	3
100	из которых	5	3
101	к чему	2	3
102	по отношению	2	3
103	тем что	3	3
104	в другом	3	3
105	во всем	4	3
106	в то	10	3
107	с другом	14	3
108	на эту	2	3
109	и должно	2	3
110	только для	2	2
111	а с	2	2
112	не могут	4	2
113	зависит от	2	2
114	всех этих	3	2
115	в частности	2	2
116	нисколько не	2	2
117	были бы	2	2
118	его и	2	2
119	он должен	5	2
120	и от	2	2
121	их не	2	2
122	так часто	2	2
123	и потому	3	2
124	ясно что	2	2
125	но мы	3	2
126	том чтобы	3	2
127	то ни	4	2
128	и как	3	2
129	из всех	2	2
130	так чтобы	3	2
131	одна из	3	2
132	для него	6	2
133	и тот	2	2
134	и если	7	2
135	одной из	3	2
136	что такое	2	2
137	за то	2	2
138	с ним	2	2
139	но если	3	2
140	как бы	4	2
141	по этому	2	2
142	в таких	2	2
143	и тем	2	2
144	в нем	5	2
145	не есть	3	2
146	себя в	4	2
147	бы то	4	2
148	во всех	5	2
149	в некоторых	2	2
150	конечно не	5	2
151	указывает на	2	2
152	сделать это	2	2
153	со стороны	4	2
154	даже не	2	2
155	и только	5	2
156	отношения к	2	2
157	он не	5	2
158	в виде	3	2
159	и вот	2	2
160	приводит к	4	2
161	именно на	2	2
162	для всех	6	2
163	не так	2	2
164	должно быть	3	2
165	во многих	2	2
166	отказаться от	4	2
167	ни к	7	2
168	между тем	5	2
169	в себе	9	2
170	на это	2	2
171	из этого	3	2
172	только с	2	2
173	в области	2	2
174	тогда когда	4	2
