N	2gram	Bakhtin_Pr_4	Dialekti
1	и не	27	30
2	по себе	7	25
3	и в	46	18
4	ничего не	2	17
5	может быть	23	17
6	точки зрения	11	17
7	в нем	17	16
8	ни в	6	15
9	так что	2	15
10	а не	11	14
11	потому что	4	14
12	что в	4	13
13	то что	4	13
14	не только	14	13
15	и даже	3	13
16	если бы	3	12
17	было бы	3	12
18	и что	3	12
19	с точки	9	12
20	в этом	16	12
21	не может	19	12
22	что он	6	11
23	как бы	19	11
24	все это	6	11
25	в себе	7	11
26	так как	5	11
27	прежде всего	9	10
28	то же	6	10
29	что такое	2	10
30	сказать что	2	10
31	никогда не	6	9
32	это не	5	9
33	в том	9	9
34	так и	4	9
35	том что	4	9
36	сама по	2	8
37	но это	6	8
38	совершенно не	4	8
39	к нему	5	8
40	вовсе не	9	7
41	и как	2	7
42	но и	12	7
43	мы находим	5	7
44	также и	3	7
45	той или	2	7
46	с другой	3	6
47	можно сказать	4	6
48	да и	4	6
49	хотя бы	2	6
50	она не	3	6
51	никак не	3	6
52	не было	2	6
53	не в	10	6
54	в то	5	6
55	с ним	2	6
56	но в	6	6
57	сам по	3	6
58	он сам	2	5
59	в этих	4	5
60	в своем	3	5
61	на то	3	5
62	есть и	2	5
63	и пр	2	5
64	но если	3	5
65	все же	4	5
66	отношение к	3	5
67	в отношении	3	5
68	и он	6	5
69	а в	2	5
70	можно было	2	5
71	и с	7	5
72	в виду	4	5
73	у пушкина	2	4
74	в конце	3	4
75	к тому	2	4
76	во всяком	2	4
77	об этом	2	4
78	но не	4	4
79	же время	5	4
80	хотя и	6	4
81	в котором	5	4
82	то это	3	4
83	так же	3	4
84	другой стороны	3	4
85	как раз	7	4
86	только и	2	4
87	как мы	12	4
88	почти всегда	3	4
89	мы можем	4	4
90	к ней	2	4
91	он есть	2	4
92	о том	5	4
93	как он	3	4
94	сознания и	2	3
95	все равно	2	3
96	этом смысле	2	3
97	должна быть	2	3
98	стороны и	2	3
99	или иной	2	3
100	что и	3	3
101	точек зрения	4	3
102	что я	6	3
103	более или	3	3
104	конечно не	8	3
105	отношении к	2	3
106	и о	3	3
107	он не	4	3
108	в его	9	3
109	если в	2	3
110	жизни и	5	3
111	но она	2	3
112	отношения к	2	3
113	указывает на	2	3
114	или менее	3	3
115	что же	3	3
116	мысли и	2	3
117	в их	4	3
118	только на	3	3
119	в самом	9	3
120	еще и	4	3
121	еще более	3	3
122	но все	2	3
123	но с	2	3
124	самом деле	4	3
125	должно быть	4	3
126	жизнь и	3	3
127	в данном	2	3
128	могут быть	2	3
129	только в	6	3
130	и все	9	3
131	бы в	3	3
132	от этого	2	3
133	на этом	3	2
134	не менее	2	2
135	поэтому и	2	2
136	находим в	2	2
137	же как	2	2
138	бы и	2	2
139	по мере	4	2
140	не знает	4	2
141	как в	4	2
142	и говорить	2	2
143	не как	3	2
144	из этих	3	2
145	раз и	4	2
146	и другого	2	2
147	в каждом	6	2
148	вопрос о	2	2
149	себе самом	5	2
150	но конечно	2	2
151	о которых	2	2
152	в мире	3	2
153	как и	12	2
154	мы и	3	2
155	и при	3	2
156	лишь как	2	2
157	такой же	3	2
158	есть конечно	2	2
159	том или	2	2
160	здесь в	2	2
161	не нужно	2	2
162	для него	2	2
163	до сих	8	2
164	еще не	7	2
165	мы увидим	6	2
166	в корне	2	2
167	себе и	3	2
168	к ним	4	2
169	и следовательно	2	2
170	и является	2	2
171	же он	2	2
172	в него	6	2
173	в своей	3	2
174	и их	3	2
175	сих пор	8	2
176	образом и	3	2
177	к самому	2	2
178	для этого	2	2
179	с этим	2	2
180	себе а	2	2
181	нужно быть	2	2
182	все эти	4	2
183	мы имеем	3	2
184	если мы	5	2
185	уже не	4	2
186	и для	3	2
187	отличается от	3	2
188	и совершенно	2	2
189	и так	2	2
190	же и	4	2
191	именно как	2	2
192	то и	2	2
193	он и	4	2
194	в которых	2	2
195	в другом	2	2
196	во всем	4	2
197	и это	3	2
198	почти не	2	2
