N	2gram	Bakhtin_Pr_3	Myshleni
1	в том	14	42
2	том что	5	35
3	таким образом	6	25
4	в развитии	3	25
5	точки зрения	4	24
6	в этом	8	24
7	и в	53	20
8	что в	2	19
9	в основе	5	17
10	то же	6	16
11	то что	9	15
12	не только	4	15
13	как мы	5	13
14	с другой	2	12
15	при этом	3	12
16	в их	2	12
17	потому что	5	12
18	может быть	12	12
19	в его	8	11
20	мы должны	4	11
21	с точки	2	11
22	на основе	2	10
23	в истории	3	10
24	так как	7	10
25	мы видим	2	10
26	в себе	5	10
27	только в	4	10
28	и другие	9	9
29	но и	7	9
30	между тем	2	9
31	как это	2	9
32	как и	11	9
33	того же	2	9
34	тот же	2	9
35	что и	3	9
36	и не	15	8
37	и тем	2	8
38	было бы	5	8
39	вместе с	2	8
40	в собственном	2	7
41	и более	2	7
42	как бы	14	7
43	смысле этого	2	7
44	и тот	3	7
45	в своей	3	7
46	собственном смысле	2	7
47	а не	11	7
48	тем что	2	7
49	могут быть	4	7
50	уже в	2	6
51	к одному	2	6
52	тому же	2	6
53	мы видели	2	6
54	в самом	2	6
55	не может	2	6
56	и на	18	6
57	сказать что	10	6
58	по своей	9	6
59	его в	2	6
60	слово в	2	6
61	что он	4	6
62	той же	5	6
63	перед нами	5	5
64	никогда не	2	5
65	это не	6	5
66	обе эти	3	5
67	и тому	2	5
68	и его	10	5
69	с этим	2	5
70	и к	5	5
71	о том	2	5
72	мы уже	5	5
73	так и	6	5
74	как в	7	5
75	все эти	9	5
76	мы можем	5	5
77	слова и	3	5
78	и той	2	4
79	из них	4	4
80	как он	2	4
81	в сознании	2	4
82	и с	6	4
83	к этому	4	4
84	по своему	6	4
85	в смысле	2	4
86	в сущности	10	4
87	по сравнению	4	4
88	во всей	4	4
89	одному и	2	4
90	между ними	2	4
91	не в	2	4
92	и для	4	4
93	в области	3	4
94	не менее	3	3
95	в этих	5	3
96	формы и	3	3
97	и от	3	3
98	на все	2	3
99	и другой	3	3
100	которые мы	2	3
101	одной из	4	3
102	почти всегда	3	3
103	в условиях	4	3
104	один из	6	3
105	в связи	2	3
106	именно в	2	3
107	и других	9	3
108	и мышления	2	3
109	на его	3	3
110	но в	5	3
111	сравнению с	4	3
112	и во	4	3
113	по существу	5	3
114	во всем	2	3
115	но не	5	3
116	со всеми	8	3
117	наряду с	5	3
118	в один	2	3
119	в которой	2	3
120	место в	2	2
121	связана с	2	2
122	том числе	11	2
123	числе и	10	2
124	в каждом	4	2
125	прежде всего	15	2
126	мы найдем	3	2
127	которую можно	3	2
128	мы и	2	2
129	что это	2	2
130	и у	7	2
131	одним из	3	2
132	в ней	7	2
133	в нем	10	2
134	уже говорили	2	2
135	образов и	4	2
136	смысле и	2	2
137	здесь мы	2	2
138	они не	3	2
139	мы наблюдаем	3	2
140	а в	2	2
141	для других	2	2
142	не знает	4	2
143	также и	4	2
144	в начале	2	2
145	их в	2	2
146	и которые	2	2
147	но они	4	2
148	видели что	2	2
149	а затем	4	2
150	зависимости от	2	2
151	еще не	5	2
152	далеко не	2	2
153	а также	4	2
154	что уже	2	2
155	и т.п	31	2
156	в той	2	2
157	в таком	2	2
158	и т.д	2	2
159	и это	3	2
160	здесь не	4	2
161	нас интересует	4	2
162	которые не	2	2
