N	3gram	Vinokur_Ku_1	Myslijsy
1	по отношению к	8	8
2	в том что	15	7
3	по крайней мере	5	5
4	о том что	5	5
5	в этом случае	2	5
6	не может быть	3	5
7	по мере того	3	4
8	мере того как	3	4
9	тем не менее	4	4
10	до сих пор	4	4
11	и т п	18	4
12	для того чтобы	15	4
13	на то что	2	4
14	во всяком случае	5	3
15	с точки зрения	9	3
16	вместе с тем	3	3
17	в то же	2	3
18	и т д	14	3
19	что язык есть	2	3
20	на самом деле	2	3
21	то же время	2	3
22	внимание на то	2	3
23	так или иначе	2	2
24	хотя бы и	2	2
25	только потому что	6	2
26	а в том	2	2
27	обратить внимание на	2	2
28	в том и	2	2
29	рано или поздно	2	2
30	не в том	4	2
31	только в том	3	2
