N	2gram	Potebnia_M_1	Problema
1	то что	10	42
2	вовсе не	5	35
3	то есть	42	33
4	и в	39	32
5	и не	18	31
6	не есть	10	29
7	не менее	6	19
8	в этом	15	19
9	тем не	6	18
10	не только	21	17
11	потому что	52	16
12	по себе	10	15
13	а не	21	15
14	в себе	13	15
15	как бы	6	14
16	может быть	27	14
17	у нас	2	14
18	но в	9	14
19	и тем	3	13
20	в нем	20	13
21	сказать что	3	13
22	что мы	4	13
23	при помощи	2	13
24	что в	22	12
25	том что	16	12
26	так и	13	12
27	и т	6	11
28	есть нечто	4	11
29	и даже	4	11
30	о том	2	11
31	так как	21	11
32	если мы	3	11
33	ничего общего	2	11
34	то же	6	10
35	прежде всего	4	10
36	в этой	3	10
37	т д	4	10
38	нет ничего	2	10
39	но не	8	9
40	в том	26	9
41	но и	20	9
42	и что	10	9
43	так же	5	9
44	еще не	6	9
45	что же	2	9
46	того чтобы	2	9
47	в таком	5	9
48	и это	3	9
49	на то	2	8
50	есть только	11	8
51	не может	22	8
52	и о	2	8
53	даже и	2	8
54	когда мы	2	8
55	было бы	12	8
56	в своей	3	8
57	для того	3	8
58	но это	5	8
59	никогда не	4	7
60	между собою	6	7
61	того что	8	7
62	в них	3	7
63	и все	3	7
64	во всех	5	7
65	как мы	2	7
66	во всяком	3	7
67	тем что	9	7
68	только в	25	7
69	и есть	2	6
70	так что	16	6
71	и как	6	6
72	при этом	6	6
73	в самом	3	6
74	предметов и	2	6
75	и если	2	6
76	хотя и	3	6
77	в виду	2	6
78	то и	7	6
79	таким образом	13	6
80	это не	7	6
81	но как	3	6
82	и то	3	6
83	таком случае	2	6
84	не существует	2	6
85	этом смысле	4	6
86	есть не	2	6
87	в то	4	6
88	за пределы	2	6
89	в его	5	6
90	в своем	3	5
91	а только	4	5
92	для нас	9	5
93	есть в	2	5
94	не имеют	5	5
95	мы должны	3	5
96	в сознании	3	5
97	и которые	2	5
98	с тем	5	5
99	то в	5	5
100	тем более	2	5
101	связи с	3	5
102	но уже	2	5
103	в других	2	5
104	тому что	3	4
105	точно так	11	4
106	сама по	3	4
107	не в	15	4
108	по поводу	3	4
109	только то	2	4
110	после этого	2	4
111	в их	2	4
112	и только	2	4
113	не было	4	4
114	в одно	2	4
115	или в	2	4
116	а в	5	4
117	в истории	7	4
118	если бы	14	4
119	он есть	2	4
120	же в	2	4
121	никак не	2	4
122	как в	10	4
123	только на	3	4
124	если не	2	4
125	перейти к	2	4
126	тем самым	4	4
127	и притом	4	4
128	и для	5	4
129	мы можем	2	4
130	и вообще	3	4
131	только для	3	3
132	прежде чем	3	3
133	что это	3	3
134	что не	10	3
135	в этих	7	3
136	с другой	7	3
137	что все	3	3
138	но все	2	3
139	оно и	3	3
140	в действительности	4	3
141	несмотря на	5	3
142	хотя бы	2	3
143	другой стороны	5	3
144	для этого	2	3
145	и его	5	3
146	что оно	2	3
147	в теории	2	3
148	в самой	3	3
149	с этим	7	3
150	но он	2	3
151	точки зрения	8	3
152	и следовательно	2	3
153	с ним	3	3
154	помнить что	3	3
155	нисколько не	2	3
156	только не	2	3
157	по этому	2	3
158	для себя	3	3
159	и во	3	3
160	в жизни	3	3
161	о которых	2	3
162	как и	9	3
163	только потому	3	3
164	того же	3	3
165	мы увидим	3	3
166	мы в	2	3
167	к тому	4	3
168	он не	3	3
169	оно не	3	3
170	от нас	2	3
171	того как	6	3
172	хотя в	3	3
173	уже не	2	3
174	на этот	2	3
175	что понятие	3	3
176	с точки	3	3
177	в каком	6	3
178	как будто	2	3
179	дело в	2	3
180	которые не	2	3
181	есть как	2	2
182	не могут	4	2
183	мы будем	2	2
184	что если	3	2
185	друг другу	3	2
186	одного и	2	2
187	мы называем	2	2
188	иное как	2	2
189	уже с	2	2
190	крайней мере	2	2
191	следовательно и	2	2
192	для него	4	2
193	противоположностей в	2	2
194	но если	2	2
195	на что	2	2
196	указывают на	2	2
197	образом и	2	2
198	в нас	7	2
199	а потому	10	2
200	не имеет	5	2
201	должно быть	7	2
202	по его	7	2
203	что для	3	2
204	во многих	2	2
205	и с	3	2
206	одно из	3	2
207	из этих	4	2
208	о предмете	3	2
209	в первом	5	2
210	то на	4	2
211	и должно	2	2
212	между тем	5	2
213	том как	3	2
214	для них	2	2
215	могут быть	9	2
216	однако в	4	2
217	он должен	2	2
218	то он	2	2
219	по крайней	2	2
220	в понятии	2	2
221	не что	2	2
222	о его	2	2
223	и того	2	2
224	мы видим	4	2
225	и при	3	2
226	она не	3	2
227	и может	2	2
228	в сущности	2	2
229	между прочим	2	2
230	во внимание	3	2
231	и потому	5	2
232	не будет	2	2
233	вместе с	8	2
234	разница между	3	2
235	только что	2	2
236	что к	2	2
237	и всегда	2	2
238	мы не	10	2
239	тому как	4	2
240	понятия и	3	2
241	заставляет нас	2	2
242	подобно тому	3	2
243	что иное	2	2
244	и другое	3	2
245	вопроса о	2	2
246	в таких	2	2
247	что а	2	2
248	не потому	2	2
249	в которой	2	2
250	не можем	2	2
