N	2gram	Potebnia_M_1	Literetu
1	и не	18	22
2	тогда как	2	17
3	и в	39	16
4	в мире	3	16
5	при этом	6	15
6	не только	21	14
7	но и	20	14
8	в этом	15	14
9	а не	21	12
10	то что	10	12
11	может быть	27	12
12	в том	26	12
13	не в	15	10
14	то же	6	9
15	так и	13	9
16	того что	8	9
17	в то	4	9
18	в жизни	3	8
19	том что	16	8
20	не может	22	8
21	в этой	3	8
22	как бы	6	8
23	в своей	3	7
24	же время	4	7
25	со стороны	8	7
26	тем самым	4	7
27	точки зрения	8	7
28	только в	25	7
29	с другой	7	6
30	к тому	4	6
31	еще не	6	6
32	в его	5	6
33	и его	5	6
34	в себе	13	6
35	о том	2	6
36	это не	7	5
37	субъекта и	4	5
38	как и	9	5
39	в целом	2	5
40	вместе с	8	5
41	как в	10	5
42	а в	5	5
43	то есть	42	5
44	но не	8	4
45	никогда не	4	4
46	однако в	4	4
47	одной стороны	3	4
48	и если	2	4
49	в начале	2	4
50	и для	5	4
51	одним из	2	4
52	хотя и	3	4
53	отношению к	13	4
54	в природе	6	4
55	по отношению	13	4
56	с одной	3	4
57	должно быть	7	4
58	одно из	3	4
59	как будто	2	4
60	в одном	8	4
61	только для	3	3
62	в единстве	2	3
63	взгляд на	2	3
64	прежде всего	4	3
65	в г	2	3
66	и как	6	3
67	то в	5	3
68	в самом	3	3
69	в слове	8	3
70	и тем	3	3
71	с ее	2	3
72	но уже	2	3
73	жизни и	2	3
74	в словах	3	3
75	человеческого духа	6	3
76	уже не	2	3
77	с точки	3	3
78	как на	3	3
79	той же	3	3
80	в глазах	3	3
81	тому как	4	3
82	потому что	52	3
83	там где	4	3
84	но в	9	3
85	между тем	5	3
86	то она	2	2
87	ни было	2	2
88	что в	22	2
89	не менее	6	2
90	если бы	14	2
91	все более	3	2
92	в полном	2	2
93	все они	2	2
94	то ни	3	2
95	оно не	3	2
96	с этой	2	2
97	одного из	2	2
98	вопрос о	4	2
99	по себе	10	2
100	и вместе	2	2
101	природа и	2	2
102	стороны и	2	2
103	на то	2	2
104	в нем	20	2
105	же в	2	2
106	у нас	2	2
107	и при	3	2
108	связи с	3	2
109	это последнее	2	2
110	того же	3	2
111	во втором	5	2
112	в свою	4	2
113	для него	4	2
114	было бы	12	2
115	что не	10	2
116	несмотря на	5	2
117	во всех	5	2
118	для себя	3	2
119	то это	5	2
120	что и	6	2
121	а так	4	2
122	все же	6	2
123	бы то	2	2
124	как мы	2	2
125	так же	5	2
126	в нас	7	2
127	как например	2	2
128	и только	2	2
129	быть не	4	2
130	если не	2	2
131	и наоборот	6	2
132	но с	2	2
133	из того	2	2
134	свободы и	3	2
135	того чтобы	2	2
136	для того	3	2
137	другой стороны	5	2
138	и даже	4	2
139	но без	2	2
140	в своих	4	2
141	и с	3	2
142	быть только	5	2
143	тем что	9	2
144	подобно тому	3	2
145	за ним	2	2
146	могли бы	2	2
147	в первом	5	2
148	и потому	5	2
149	это будет	2	2
