N	2gram	Tiupa_Lite_1	Psycholo
1	то что	10	44
2	и в	8	33
3	в этом	12	28
4	как бы	7	25
5	потому что	3	24
6	может быть	13	22
7	том что	14	22
8	что в	3	21
9	в том	16	21
10	о том	2	20
11	что он	5	20
12	как это	8	14
13	таким образом	3	13
14	и не	12	13
15	то есть	6	13
16	к тому	2	12
17	в самом	3	12
18	было бы	2	12
19	самом деле	2	12
20	не может	5	10
21	в его	7	10
22	в этой	4	9
23	как раз	4	9
24	то же	5	9
25	в конце	4	8
26	для этого	4	8
27	как будто	2	8
28	в своем	11	7
29	в нем	2	7
30	и только	2	7
31	не только	24	7
32	это не	4	6
33	все эти	2	6
34	точки зрения	6	6
35	у него	3	6
36	в сущности	2	6
37	а не	16	6
38	в себе	7	6
39	казалось бы	5	5
40	никогда не	4	5
41	в целом	8	5
42	что для	2	5
43	как он	2	5
44	как и	6	5
45	и его	4	5
46	все же	4	5
47	как все	2	4
48	я не	7	4
49	и есть	3	4
50	в частности	15	4
51	из них	4	4
52	жизни и	3	4
53	а в	3	4
54	того что	6	4
55	с этой	5	4
56	в жизни	6	4
57	одна из	3	4
58	себя в	6	4
59	в своей	4	4
60	что не	2	4
61	с точки	2	4
62	той же	3	4
63	можно было	2	4
64	по поводу	2	4
65	исходя из	3	4
66	только в	8	4
67	с одной	2	3
68	в мире	2	3
69	что его	3	3
70	тому же	2	3
71	на этом	2	3
72	в пределах	3	3
73	одной стороны	2	3
74	например в	3	3
75	всяком случае	2	3
76	то это	2	3
77	но и	17	3
78	не было	3	3
79	в своих	4	3
80	в то	5	3
81	его в	3	3
82	та же	2	3
83	в основе	3	3
84	но не	4	3
85	к своей	2	3
86	мы в	2	3
87	несет в	2	3
88	так и	4	3
89	как в	5	3
90	да и	3	3
91	тем самым	5	3
92	во всяком	3	3
93	тем что	2	3
94	далеко не	3	3
95	уже в	5	2
96	с чем	2	2
97	столь же	4	2
98	с другой	3	2
99	из этих	2	2
100	прежде всего	11	2
101	для понимания	2	2
102	из его	2	2
103	что ему	3	2
104	же время	5	2
105	в нашей	2	2
106	при этом	19	2
107	и является	2	2
108	в виду	3	2
109	не является	2	2
110	один из	3	2
111	все они	2	2
112	в их	3	2
113	этой цели	2	2
114	одно из	3	2
115	также и	3	2
116	не в	8	2
117	в художественном	4	2
118	бы не	3	2
119	но в	3	2
120	а как	2	2
121	с его	5	2
122	в искусстве	2	2
123	представляет собой	4	2
124	читателя в	2	2
125	быть это	3	2
126	даже в	2	2
127	со стороны	4	2
128	не на	2	2
129	сводится к	3	2
130	хотя бы	2	2
131	тому как	2	2
132	и то	2	2
133	связи с	6	2
134	в русской	10	2
