N	2gram	Trubetskoy_1	Problema
1	и не	19	28
2	не только	9	24
3	только в	5	23
4	в виде	3	22
5	в том	17	20
6	и в	14	20
7	ни в	2	17
8	не просто	2	16
9	все эти	2	16
10	то что	13	15
11	потому что	5	15
12	было бы	5	14
13	той или	3	14
14	но и	10	14
15	точки зрения	11	14
16	или иной	5	13
17	не в	4	13
18	даже и	2	13
19	не есть	3	12
20	в себе	9	12
21	том что	9	12
22	прежде всего	8	11
23	по себе	2	11
24	с точки	9	11
25	как будто	2	11
26	отнюдь не	7	10
27	в качестве	3	10
28	может быть	9	9
29	все это	6	9
30	и даже	2	9
31	в этом	17	9
32	если бы	6	8
33	что он	6	8
34	таким образом	11	8
35	в результате	2	8
36	во всяком	9	8
37	но в	2	8
38	ясно что	2	7
39	еще не	3	7
40	и потому	3	7
41	и тем	2	7
42	то же	11	7
43	именно в	3	7
44	а не	2	7
45	и с	7	7
46	в ней	2	7
47	хотя бы	5	7
48	всех этих	3	6
49	и от	2	6
50	так что	2	6
51	для нас	2	6
52	как и	4	6
53	но это	2	6
54	при этом	5	6
55	но если	3	6
56	в таком	2	6
57	в данном	7	6
58	но не	4	5
59	на самом	6	5
60	в нем	5	5
61	да и	3	5
62	и если	7	5
63	и о	2	5
64	жизни и	4	5
65	вместе с	4	5
66	данном случае	3	5
67	так же	2	5
68	не может	22	5
69	так как	4	5
70	уже не	2	5
71	или в	3	5
72	в этих	2	5
73	о том	7	5
74	и ни	3	5
75	с тем	6	4
76	и есть	2	4
77	но даже	2	4
78	и для	6	4
79	и во	3	4
80	в этой	4	4
81	тем самым	2	4
82	указывает на	2	4
83	одной из	3	4
84	несмотря на	3	4
85	в своей	5	4
86	как бы	4	4
87	всяком случае	6	4
88	и т	3	4
89	во всех	5	4
90	отличается от	2	4
91	и только	5	4
92	с этим	2	4
93	а в	5	4
94	и наконец	2	4
95	можно было	4	4
96	в то	10	4
97	с ним	2	4
98	к тому	7	3
99	и более	2	3
100	для всех	6	3
101	можно ли	3	3
102	были бы	2	3
103	все они	3	3
104	если не	2	3
105	точно так	2	3
106	или иного	2	3
107	и к	6	3
108	для него	6	3
109	и как	3	3
110	это есть	2	3
111	в начале	2	3
112	связи с	3	3
113	себе и	4	3
114	совершенно не	2	3
115	конечно не	5	3
116	и является	2	3
117	в его	4	3
118	и этот	3	3
119	только к	3	3
120	не так	2	3
121	но она	2	3
122	только для	2	3
123	то это	3	3
124	что и	3	3
125	что в	4	3
126	в своем	6	3
127	даже если	2	3
128	не было	3	3
129	самом деле	7	3
130	для того	6	3
131	из которых	5	3
132	к нему	2	3
133	и на	5	3
134	тем что	3	3
135	из них	3	3
136	в сознании	3	3
137	в другом	3	3
138	мы должны	7	3
139	того или	2	3
140	из этого	3	3
141	в области	2	3
142	мы можем	2	3
143	всю эту	2	2
144	в меру	2	2
145	этого не	2	2
146	от нас	2	2
147	в частности	2	2
148	по этому	2	2
149	между собой	5	2
150	для этого	3	2
151	другом случае	2	2
152	в корне	4	2
153	в конце	3	2
154	значительной мере	2	2
155	представить себе	2	2
156	для себя	2	2
157	сама по	2	2
158	при условии	3	2
159	о которых	3	2
160	то в	3	2
161	является не	2	2
162	что они	3	2
163	так чтобы	3	2
164	для них	3	2
165	что это	3	2
166	в самом	3	2
167	ни одна	3	2
168	том чтобы	3	2
169	он не	5	2
170	в котором	2	2
171	все же	4	2
172	на этой	2	2
173	себя в	4	2
174	не будет	7	2
175	вся эта	2	2
176	не к	2	2
177	смотреть на	4	2
178	или менее	4	2
179	только на	2	2
180	и тогда	2	2
181	жизни в	5	2
182	в совершенно	4	2
183	на земле	4	2
184	и что	2	2
185	того чтобы	8	2
186	и по	3	2
187	ни к	7	2
188	друг друга	3	2
189	в других	2	2
190	не тем	2	2
191	в значительной	3	2
192	приходит к	3	2
193	говорить о	3	2
194	и то	4	2
195	во всем	4	2
196	его в	4	2
197	более или	4	2
198	идет речь	4	2
199	бы для	2	2
