N	3gram	Voloshinov_2	Myshleni
1	в том что	6	21
2	с точки зрения	13	18
3	для того чтобы	6	10
4	с одной стороны	3	7
5	в высшей степени	3	7
6	в зависимости от	2	6
7	на то что	2	6
8	в связи с	7	6
9	во всяком случае	2	6
10	не может быть	10	6
11	по отношению к	8	5
12	в самом деле	5	4
13	о том что	3	4
14	смысле этого слова	4	3
15	лежит в основе	2	3
16	собственном смысле слова	2	3
17	в отличие от	3	3
18	в собственном смысле	2	3
19	как мы уже	3	3
20	более или менее	2	2
21	то же самое	5	2
22	одной стороны и	2	2
23	прав в том	2	2
24	на самом деле	4	2
