N	2gram	Voloshinov_1	Hudozhes
1	и в	12	28
2	том что	5	19
3	и не	10	18
4	в том	6	15
5	а не	5	14
6	не в	4	13
7	в этом	4	13
8	о том	3	12
9	как и	5	11
10	при этом	6	11
11	в его	2	11
12	не только	4	11
13	уже не	4	10
14	но и	3	9
15	в себе	3	9
16	в душе	2	8
17	в жизни	5	8
18	может быть	14	8
19	так и	4	8
20	между тем	3	8
21	и все	2	7
22	отношению к	11	7
23	по отношению	11	7
24	с ним	3	7
25	как это	2	7
26	это не	2	6
27	можно сказать	5	6
28	в котором	3	6
29	то что	5	6
30	жизни и	4	6
31	в своей	3	6
32	если бы	9	6
33	то же	5	6
34	и с	3	6
35	в то	2	6
36	с его	2	5
37	и другие	2	5
38	не менее	3	5
39	в своем	2	5
40	как бы	13	5
41	как в	5	5
42	да и	3	5
43	что в	2	5
44	она не	2	5
45	в самом	4	5
46	никогда не	5	5
47	только на	3	5
48	и его	13	5
49	для него	3	5
50	ничего не	2	5
51	тем не	3	4
52	но не	2	4
53	в художественном	3	4
54	он не	2	4
55	что и	2	4
56	и уже	3	4
57	не может	16	4
58	только в	6	4
59	как только	2	3
60	бы не	2	3
61	все время	6	3
62	была бы	2	3
63	в них	3	3
64	с другой	4	3
65	прежде всего	8	3
66	в нем	6	3
67	и ее	3	3
68	для нас	7	3
69	самом деле	3	3
70	еще не	3	3
71	одной стороны	2	3
72	в ней	6	3
73	в этих	2	3
74	все они	2	3
75	на него	2	3
76	все это	3	3
77	с одной	2	3
78	едва ли	2	3
79	так же	3	3
80	с другими	2	3
81	для других	2	3
82	и на	4	3
83	же самое	2	3
84	героя и	5	3
85	к нему	4	3
86	место в	2	2
87	автора и	2	2
88	себя и	2	2
89	отнюдь не	5	2
90	как уже	2	2
91	автором и	2	2
92	вместе со	2	2
93	тому же	2	2
94	но тем	2	2
95	что не	4	2
96	и к	4	2
97	до сих	3	2
98	в нашем	11	2
99	оно не	2	2
100	все же	4	2
101	отношение к	4	2
102	как же	2	2
103	вместе с	2	2
104	сих пор	3	2
105	данном случае	2	2
106	дело с	2	2
107	как на	2	2
108	здесь не	3	2
109	те же	2	2
110	между ними	2	2
111	хотя бы	5	2
112	и для	3	2
113	с точки	2	2
114	в данном	2	2
115	и то	2	2
116	тем как	2	2
117	сказать что	7	2
118	нуждается в	3	2
119	точки зрения	14	2
120	его в	4	2
121	нет ничего	2	2
122	но в	5	2
