N	2gram	Vygotskiy__1	Komedia
1	и в	23	22
2	и не	9	21
3	том что	21	13
4	в том	24	12
5	таким образом	26	12
6	так как	7	11
7	ни в	4	10
8	потому что	6	10
9	до сих	4	9
10	в самом	7	9
11	вместе с	9	9
12	сих пор	4	9
13	если бы	5	8
14	в своем	3	8
15	что он	7	8
16	в его	14	8
17	в этом	17	8
18	о том	6	8
19	о чем	2	7
20	об этом	3	7
21	при этом	4	7
22	в свою	4	7
23	то же	8	7
24	только что	4	7
25	едва ли	2	7
26	а в	2	7
27	в конце	2	7
28	к этому	4	6
29	ясно что	2	6
30	свою очередь	3	6
31	для того	15	6
32	к тому	4	6
33	может быть	14	6
34	как раз	4	6
35	самом деле	3	6
36	и что	5	6
37	того чтобы	17	6
38	и его	6	6
39	в то	7	6
40	связи с	3	5
41	что в	14	5
42	же время	2	5
43	прежде всего	10	5
44	что его	2	5
45	как это	2	5
46	хотя и	2	5
47	не только	16	5
48	речь идет	2	5
49	в своей	4	5
50	все это	6	5
51	по отношению	7	5
52	он не	5	5
53	тем что	6	5
54	в которых	3	5
55	но в	5	5
56	с самого	8	4
57	самого начала	8	4
58	с тем	7	4
59	но все	2	4
60	между собой	5	4
61	с другой	10	4
62	вовсе не	3	4
63	все же	3	4
64	не в	4	4
65	несмотря на	2	4
66	тем более	5	4
67	то что	17	4
68	когда он	2	4
69	но и	14	4
70	на него	2	4
71	что она	4	4
72	и речи	38	4
73	в отношении	10	4
74	с помощью	13	4
75	а не	3	4
76	так же	16	4
77	точки зрения	26	4
78	в себе	6	4
79	бы в	5	4
80	так и	5	4
81	не является	9	4
82	хотя бы	4	4
83	и поэтому	2	4
84	и с	9	4
85	с его	4	3
86	в частности	2	3
87	никогда не	2	3
88	на ее	2	3
89	в них	2	3
90	в какой	5	3
91	с этой	6	3
92	с этим	6	3
93	если не	3	3
94	одного из	3	3
95	идет о	2	3
96	на то	5	3
97	и к	4	3
98	в ее	2	3
99	как и	14	3
100	в этой	7	3
101	который в	3	3
102	одной стороны	9	3
103	было бы	4	3
104	и мы	3	3
105	бы он	2	3
106	на этот	3	3
107	как бы	11	3
108	один из	2	3
109	и мысли	2	3
110	отношению к	7	3
111	в целом	20	3
112	приводит к	4	3
113	не может	12	3
114	с одной	8	3
115	в течение	2	3
116	в двух	2	3
117	из того	5	3
118	с точки	18	3
119	столь же	6	3
120	и даже	2	3
121	не имеет	2	3
122	их в	4	3
123	мы можем	6	3
124	во всяком	3	3
125	представляет собой	11	3
126	говорить о	2	3
127	же самое	3	3
128	как он	3	3
129	в которой	3	3
130	ничего не	3	3
131	всяком случае	3	3
132	в основе	8	2
133	под влиянием	2	2
134	на вопрос	2	2
135	только для	3	2
136	уже в	3	2
137	все время	6	2
138	как видим	2	2
139	больше того	2	2
140	в качестве	9	2
141	сравнению с	5	2
142	того кто	2	2
143	как в	4	2
144	чем к	2	2
145	и все	5	2
146	в одном	4	2
147	человека и	3	2
148	представление о	2	2
149	и я	2	2
150	если мы	2	2
151	из которой	2	2
152	а затем	5	2
153	по существу	4	2
154	из всех	2	2
155	в силу	6	2
156	что они	3	2
157	она не	3	2
158	то время	5	2
159	что с	2	2
160	и если	3	2
161	в сущности	6	2
162	за пределы	2	2
163	от того	6	2
164	между ними	2	2
165	в котором	4	2
166	был бы	2	2
167	должен быть	4	2
168	представляют собой	2	2
169	не с	2	2
170	в развитии	12	2
171	по сравнению	6	2
172	во всех	3	2
173	на основании	5	2
174	в их	3	2
175	как мы	5	2
176	другой стороны	9	2
177	целый ряд	4	2
178	его не	3	2
179	в известной	2	2
180	отношения к	3	2
181	этом отношении	4	2
182	время как	4	2
183	мы не	7	2
184	из которых	3	2
185	какой мере	2	2
186	все остальные	4	2
187	что для	5	2
188	с другими	2	2
189	из этой	2	2
190	можно было	3	2
191	в своих	5	2
192	и на	8	2
193	в результате	4	2
194	тому что	5	2
195	между тем	9	2
196	нуждается в	2	2
197	и ее	7	2
198	в другом	7	2
199	что мы	5	2
200	его на	2	2
201	ближе к	2	2
202	является конечно	2	2
203	и это	3	2
204	из этого	5	2
205	что эта	2	2
206	который по	2	2
207	в области	3	2
