N	2gram	Losev_Prob_3	DiskursI
1	в качестве	3	34
2	не только	14	28
3	в том	21	23
4	а не	18	22
5	то есть	34	20
6	том что	12	19
7	может быть	28	17
8	и в	44	16
9	как и	10	16
10	в этом	17	15
11	еще не	5	14
12	но и	10	14
13	при этом	4	13
14	прежде всего	3	11
15	но не	3	11
16	и не	35	11
17	с другой	7	10
18	как в	5	10
19	в частности	2	9
20	в нем	9	9
21	не может	7	9
22	с одной	2	9
23	а также	4	8
24	отнюдь не	10	8
25	так и	10	8
26	о том	6	8
27	но в	12	8
28	в основе	2	7
29	в его	9	7
30	то же	13	7
31	не было	5	7
32	в себе	8	7
33	только в	19	7
34	не в	13	7
35	в своем	5	6
36	и как	3	6
37	ни к	3	6
38	пока еще	2	6
39	к тому	3	5
40	или иной	8	5
41	можно сказать	6	5
42	как бы	9	5
43	в котором	2	5
44	в своей	5	5
45	то что	23	5
46	во всех	2	5
47	в процессе	2	5
48	в отличие	2	5
49	а с	2	5
50	а в	5	5
51	в их	2	5
52	отличие от	3	5
53	в данном	9	5
54	не обязательно	2	4
55	что в	8	4
56	не является	11	4
57	для себя	2	4
58	и к	6	4
59	что он	9	4
60	уже не	7	4
61	для него	3	4
62	в целом	6	4
63	связи с	8	4
64	такого рода	6	4
65	и о	5	4
66	в которых	3	4
67	потому что	25	4
68	могут быть	2	4
69	перед нами	8	3
70	однако в	2	3
71	того же	2	3
72	это понятие	2	3
73	это не	9	3
74	по себе	25	3
75	что и	9	3
76	в ее	4	3
77	по своему	2	3
78	имеет свою	3	3
79	с этим	2	3
80	в самом	3	3
81	той или	12	3
82	себе не	2	3
83	хотя бы	3	3
84	все же	6	3
85	из них	2	3
86	бы быть	3	3
87	таким образом	9	3
88	именно в	2	3
89	заключается в	4	3
90	того что	8	3
91	другой стороны	5	3
92	и даже	14	3
93	сказать что	16	3
94	тем что	4	3
95	точки зрения	5	3
96	в то	9	3
97	также и	16	3
98	зрения на	2	3
99	и потому	7	3
100	разного рода	2	2
101	не менее	10	2
102	и есть	5	2
103	никогда не	6	2
104	и без	4	2
105	же касается	4	2
106	или даже	5	2
107	и во	2	2
108	по крайней	5	2
109	и все	3	2
110	на ее	2	2
111	это в	2	2
112	с понятием	3	2
113	однако это	2	2
114	в тех	3	2
115	об этом	3	2
116	крайней мере	5	2
117	его как	3	2
118	есть в	3	2
119	чем он	2	2
120	указывает на	7	2
121	отличается от	4	2
122	в начале	2	2
123	хотя и	5	2
124	будто бы	3	2
125	произведение в	2	2
126	сами по	6	2
127	и тем	9	2
128	не есть	35	2
129	с ее	2	2
130	того или	6	2
131	себя в	2	2
132	когда он	2	2
133	дело не	2	2
134	что же	8	2
135	данном случае	7	2
136	за пределы	5	2
137	языка и	4	2
138	своей собственной	2	2
139	отношения к	3	2
140	уже в	3	2
141	как мы	8	2
142	этого термина	2	2
143	котором он	2	2
144	и что	7	2
145	и по	2	2
146	и его	5	2
147	или в	4	2
148	здесь в	3	2
149	во всяком	9	2
150	мы имеем	2	2
151	героя в	2	2
152	и ее	3	2
153	но как	4	2
154	в другом	2	2
155	и вообще	8	2
156	что даже	4	2
157	же самое	9	2
158	в этой	3	2
159	рассматривать как	2	2
160	всей его	2	2
161	едва ли	5	2
162	в виду	10	2
163	о чем	2	2
164	это было	2	2
