N	2gram	Tiupa_Narr_1	formyVre
1	и в	19	46
2	в этом	17	22
3	прежде всего	4	14
4	и его	5	12
5	только в	4	11
6	не только	32	11
7	в том	18	10
8	как бы	4	10
9	точки зрения	10	10
10	то есть	19	10
11	но в	6	10
12	у него	4	9
13	не в	14	9
14	мира и	2	9
15	но и	23	9
16	и не	20	9
17	и для	2	9
18	в связи	2	8
19	связи с	4	8
20	как и	7	8
21	в его	9	8
22	жизни и	3	8
23	то же	4	8
24	с точки	2	8
25	из них	3	8
26	может быть	25	7
27	то что	11	7
28	так и	9	7
29	в эпизоде	3	7
30	времени в	2	7
31	и на	3	7
32	картину мира	2	7
33	никогда не	3	6
34	и все	2	6
35	при этом	9	6
36	как мы	3	6
37	еще не	7	6
38	его в	2	6
39	все же	7	6
40	в особенности	4	6
41	те же	4	6
42	человека в	2	6
43	в основе	5	6
44	и с	4	6
45	в частности	14	5
46	в своем	2	5
47	в пространстве	4	5
48	по существу	2	5
49	в пределах	2	5
50	в то	3	5
51	но не	5	5
52	он не	3	5
53	и др	2	5
54	в нем	4	5
55	что в	3	5
56	все эти	2	5
57	уже в	3	4
58	отнюдь не	5	4
59	жизни в	3	4
60	из этих	3	4
61	же время	4	4
62	же в	4	4
63	том что	14	4
64	что они	3	4
65	его жизни	2	4
66	в мире	9	4
67	как в	7	4
68	смерти и	2	4
69	отношения к	2	4
70	а не	12	4
71	и он	3	4
72	к себе	5	4
73	в себе	8	4
74	о том	6	4
75	том числе	6	3
76	не было	2	3
77	о чем	2	3
78	себя и	2	3
79	не является	8	3
80	та же	2	3
81	к тому	7	3
82	на первый	2	3
83	ему в	2	3
84	что он	6	3
85	и как	5	3
86	тем более	2	3
87	в качестве	21	3
88	в прошлом	3	3
89	для него	2	3
90	имеет место	4	3
91	хотя и	3	3
92	а также	7	3
93	что на	2	3
94	нет и	2	3
95	точка зрения	6	3
96	отношение к	2	3
97	в форме	5	3
98	во времени	8	3
99	не на	2	3
100	уже не	5	3
101	и даже	3	3
102	а в	11	3
103	роль в	2	3
104	тем что	3	3
105	на протяжении	6	3
106	мира в	5	3
107	этом ряду	2	2
108	числе и	4	2
109	говорить о	2	2
110	с другой	8	2
111	это не	2	2
112	по себе	5	2
113	или иной	5	2
114	можно сказать	5	2
115	картина мира	5	2
116	не мог	4	2
117	именно в	6	2
118	в этой	5	2
119	между ними	2	2
120	она не	2	2
121	было бы	4	2
122	картины мира	5	2
123	в аспекте	2	2
124	жизни а	2	2
125	наряду с	2	2
126	в сущности	3	2
127	ни для	7	2
128	вплоть до	2	2
129	наконец в	2	2
130	и потому	2	2
131	если в	3	2
132	жизни но	2	2
133	один из	3	2
134	и до	2	2
135	и т.п	8	2
136	не может	10	2
137	здесь не	4	2
138	и только	2	2
139	если не	4	2
140	этом отношении	3	2
141	с одной	7	2
142	в двух	2	2
143	в себя	6	2
144	в той	6	2
145	жизни как	3	2
146	так же	2	2
147	особенно в	3	2
148	в иной	2	2
149	каждый из	2	2
150	сами по	2	2
151	в данном	5	2
152	то в	6	2
153	мы имеем	2	2
154	могут быть	3	2
155	в литературе	2	2
156	далеко не	5	2
157	как это	6	2
