N	2gram	Bakhtin_Pr_4	formyVre
1	и в	46	46
2	в этом	16	22
3	у рабле	2	18
4	прежде всего	9	14
5	вовсе не	9	13
6	в романе	6	13
7	и его	6	12
8	только в	6	11
9	не только	14	11
10	во всех	5	11
11	в том	9	10
12	как бы	19	10
13	точки зрения	11	10
14	то есть	40	10
15	но в	6	10
16	у него	5	9
17	не в	10	9
18	мы уже	3	9
19	вместе с	2	9
20	но и	12	9
21	и не	27	9
22	и для	3	9
23	как и	12	8
24	в его	9	8
25	жизни и	5	8
26	то же	6	8
27	с точки	9	8
28	потому что	4	8
29	в одном	11	7
30	может быть	23	7
31	то что	4	7
32	так и	4	7
33	и на	11	7
34	так сказать	5	7
35	никогда не	6	6
36	и времени	2	6
37	и во	3	6
38	и все	9	6
39	при этом	5	6
40	как мы	12	6
41	здесь в	2	6
42	еще не	7	6
43	все же	4	6
44	все это	6	6
45	те же	2	6
46	и наконец	4	6
47	так как	5	6
48	и с	7	6
49	в своем	3	5
50	с этим	2	5
51	по существу	3	5
52	в пределах	10	5
53	в то	5	5
54	но не	4	5
55	он не	4	5
56	в нем	17	5
57	что в	4	5
58	все эти	4	5
59	должно быть	4	5
60	уже в	4	4
61	из этих	3	4
62	человека и	3	4
63	же время	5	4
64	с ним	2	4
65	том что	4	4
66	так что	2	4
67	есть и	2	4
68	с другом	5	4
69	друг с	5	4
70	том же	4	4
71	в котором	5	4
72	в мире	3	4
73	и их	3	4
74	конечно не	8	4
75	как в	4	4
76	отношения к	2	4
77	еще более	3	4
78	а не	11	4
79	и он	6	4
80	также и	3	4
81	их в	3	4
82	к себе	6	4
83	в себе	7	4
84	о том	5	4
85	том числе	4	3
86	не было	2	3
87	мы будем	2	3
88	отчасти и	2	3
89	себя и	3	3
90	того же	3	3
91	а следовательно	2	3
92	эпохи возрождения	2	3
93	переходим к	2	3
94	с помощью	3	3
95	к тому	2	3
96	что он	6	3
97	следовательно и	2	3
98	и как	2	3
99	в большинстве	9	3
100	и идеи	3	3
101	для него	2	3
102	кроме того	4	3
103	себе самому	4	3
104	уже сказали	2	3
105	хотя и	6	3
106	нет и	2	3
107	что и	3	3
108	слова и	7	3
109	отношение к	3	3
110	но эти	4	3
111	целый ряд	2	3
112	и другие	3	3
113	таким образом	4	3
114	и они	2	3
115	на границе	4	3
116	в их	4	3
117	уже не	4	3
118	и даже	3	3
119	и по	2	3
120	а в	2	3
121	жизнь и	3	3
122	в которых	2	3
123	и совершенно	2	3
124	тем что	3	3
125	имеем в	3	3
126	в другом	2	3
127	в этих	4	3
128	большинстве случаев	8	3
129	не могли	2	3
130	вернемся к	2	3
131	в виду	4	3
132	на этом	3	2
133	смех и	2	2
134	числе и	3	2
135	с другой	3	2
136	и других	4	2
137	это не	5	2
138	и так	2	2
139	в одной	2	2
140	но здесь	3	2
141	в духе	2	2
142	одном из	2	2
143	по себе	7	2
144	или иной	2	2
145	очень часто	4	2
146	можно сказать	4	2
147	влияние на	2	2
148	в отношении	3	2
149	все в	2	2
150	без всякого	2	2
151	в самой	5	2
152	и несколько	3	2
153	у нас	2	2
154	в этой	3	2
155	все что	2	2
156	тон и	3	2
157	между ними	10	2
158	смысле слова	2	2
159	до конца	4	2
160	и пр	2	2
161	она не	3	2
162	в плоскости	2	2
163	было бы	3	2
164	и к	9	2
165	в сущности	7	2
166	и о	3	2
167	в заключение	2	2
168	словом и	3	2
169	к ним	4	2
170	если в	2	2
171	сих пор	8	2
172	в корне	2	2
173	и до	3	2
174	и т.п	14	2
175	не может	19	2
176	здесь не	4	2
177	и только	3	2
178	связи между	2	2
179	в себя	4	2
180	в той	3	2
181	лишь в	2	2
182	тем же	3	2
183	так же	3	2
184	особенно в	5	2
185	рядом с	5	2
186	почти всегда	3	2
187	этого романа	2	2
188	значение для	3	2
189	друг на	2	2
190	сами по	2	2
191	в данном	2	2
192	но это	6	2
193	людей и	4	2
194	от этого	2	2
195	автора и	2	2
196	мы имеем	3	2
197	могут быть	2	2
198	но он	3	2
199	самим собою	3	2
200	на друга	2	2
201	ту же	2	2
202	не знает	4	2
203	в поэзии	2	2
204	видения и	2	2
205	далеко не	3	2
206	в конце	3	2
207	как он	3	2
208	и это	3	2
209	там где	2	2
210	во всяком	2	2
211	до сих	8	2
