N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	26
2	так как	4	18
3	никогда не	5	13
4	потому что	6	13
5	что в	5	12
6	таким образом	17	12
7	в том	13	12
8	и на	7	12
9	в этом	14	12
10	связь с	3	11
11	мы видели	5	11
12	может быть	3	11
13	с другой	2	10
14	в образе	3	10
15	том что	8	10
16	и не	9	10
17	не только	8	10
18	что он	2	9
19	еще не	10	9
20	но и	9	9
21	в нем	8	8
22	все же	2	8
23	вместе с	2	8
24	другой стороны	2	8
25	все эти	15	8
26	с ним	2	8
27	уже не	3	7
28	с одной	4	7
29	одной стороны	2	7
30	например в	4	7
31	и его	12	7
32	у него	7	7
33	о том	4	7
34	но в	6	7
35	то что	3	6
36	мы уже	10	6
37	не может	2	6
38	в виде	2	6
39	связан с	2	6
40	и с	8	6
41	мы не	2	6
42	и эти	2	5
43	как и	5	5
44	мы видим	6	5
45	связаны с	6	5
46	в ней	4	5
47	в его	18	5
48	так и	13	5
49	то же	11	5
50	в то	12	5
51	только в	9	5
52	его в	2	5
53	там где	3	5
54	есть и	5	4
55	с тем	2	4
56	это не	2	4
57	прежде всего	6	4
58	с его	5	4
59	здесь мы	3	4
60	но это	2	4
61	до сих	8	4
62	не имели	2	4
63	на его	6	4
64	как бы	11	4
65	что и	3	4
66	сих пор	8	4
67	как мы	7	4
68	а также	3	4
69	в других	2	4
70	видели что	3	3
71	и ее	4	3
72	и другие	5	3
73	если бы	2	3
74	в частности	7	3
75	в них	11	3
76	на котором	2	3
77	в одном	2	3
78	к этому	2	3
79	так что	3	3
80	не в	3	3
81	такой же	5	3
82	к концу	2	3
83	они не	5	3
84	в качестве	4	3
85	то время	2	3
86	так например	2	3
87	кроме того	3	3
88	и эта	2	3
89	главным образом	3	3
90	один из	5	3
91	когда он	2	3
92	в своей	2	3
93	данном случае	2	3
94	что она	2	3
95	а в	2	3
96	при этом	4	3
97	и других	4	3
98	из которых	2	3
99	и наконец	3	3
100	является и	2	3
101	в своих	4	3
102	в данном	2	3
103	и то	2	3
104	их в	4	3
105	сказать что	3	3
106	в себе	4	3
107	не было	5	3
108	далеко не	2	3
109	не потому	2	3
110	того как	2	3
111	с этой	2	2
112	перед нами	3	2
113	и как	2	2
114	в этих	11	2
115	с собой	2	2
116	в эту	2	2
117	в своем	3	2
118	но он	3	2
119	так часто	2	2
120	первый план	2	2
121	вовсе не	6	2
122	можно сказать	2	2
123	он был	12	2
124	и конечно	2	2
125	которых он	2	2
126	что они	2	2
127	и некоторые	2	2
128	одна из	4	2
129	но не	5	2
130	так же	2	2
131	и хотя	2	2
132	когда в	2	2
133	было бы	2	2
134	и сам	2	2
135	и др	8	2
136	даже в	4	2
137	что эти	2	2
138	здесь нет	3	2
139	своего рода	5	2
140	в некоторых	3	2
141	ни в	2	2
142	мы найдем	2	2
143	и до	10	2
144	образом и	3	2
145	в форме	3	2
146	смерти и	2	2
147	целый ряд	2	2
148	он не	5	2
149	мы находим	3	2
150	он становится	2	2
151	а не	2	2
152	и те	2	2
153	людей и	2	2
154	он и	2	2
155	в которых	2	2
156	ту же	4	2
157	по всему	2	2
158	в этой	6	2
159	что это	4	2
160	мира и	2	2
161	отметить что	2	2
162	нет ни	2	2
