N	2gram	Bakhtin_Fr_3	Stilisti
1	и в	40	42
2	как бы	3	27
3	не только	13	27
4	и т.п	10	24
5	прежде всего	16	22
6	хотя бы	2	17
7	но и	11	15
8	то же	7	15
9	и не	13	14
10	может быть	9	12
11	не может	3	12
12	точки зрения	2	11
13	как и	11	11
14	мы уже	13	11
15	и как	3	10
16	как мы	10	10
17	в этом	15	10
18	при этом	3	9
19	в то	6	9
20	то что	5	9
21	для того	3	9
22	мы не	2	9
23	все же	2	8
24	в ней	4	8
25	таким образом	10	8
26	в себе	3	8
27	и это	2	8
28	и от	3	7
29	же время	6	7
30	и на	8	7
31	потому что	2	7
32	так как	4	7
33	с его	3	7
34	было бы	4	7
35	а не	5	7
36	того чтобы	4	7
37	и его	17	7
38	только в	3	7
39	в которой	2	7
40	другими словами	3	6
41	или иной	2	6
42	в этой	3	6
43	на его	2	6
44	в форме	2	6
45	язык и	2	6
46	но ведь	3	6
47	в конце	3	6
48	и так	2	6
49	в нем	5	6
50	во всех	6	6
51	так и	3	6
52	в области	4	6
53	слова в	2	5
54	уже в	2	5
55	в нашем	4	5
56	своей жизни	2	5
57	и той	2	5
58	и следовательно	3	5
59	мы видели	3	5
60	те же	5	5
61	с помощью	2	5
62	а в	3	5
63	и с	8	5
64	и наконец	3	5
65	в его	13	5
66	вместе с	3	5
67	в той	6	5
68	той же	8	5
69	слова и	2	5
70	можно сказать	2	4
71	влияние на	2	4
72	но все	3	4
73	связаны с	5	4
74	в самом	6	4
75	той или	2	4
76	один из	4	4
77	все это	4	4
78	о том	4	4
79	но в	8	4
80	если бы	3	4
81	и к	3	4
82	у нас	4	4
83	мы видим	5	4
84	мы увидим	2	4
85	самом деле	3	4
86	тем же	2	4
87	можно было	3	4
88	то есть	18	4
89	так сказать	5	4
90	в разных	2	3
91	до того	2	3
92	это не	2	3
93	здесь мы	2	3
94	связь и	2	3
95	в котором	2	3
96	в целом	2	3
97	не к	2	3
98	из них	4	3
99	жизни и	4	3
100	и вот	2	3
101	лишь в	2	3
102	и даже	4	3
103	не так	3	3
104	нуждается в	3	3
105	их в	3	3
106	сказать что	3	3
107	и здесь	4	3
108	в начале	3	3
109	в виду	7	3
110	что было	2	3
111	и все	9	3
112	в одном	7	3
113	этого слова	2	3
114	об этом	3	3
115	в ее	3	3
116	том что	4	3
117	еще не	3	3
118	конечно не	2	3
119	что и	3	3
120	только на	4	3
121	связь между	3	3
122	на самом	3	3
123	между ними	3	3
124	и для	5	3
125	роль в	4	3
126	выражение в	2	3
127	связи с	6	3
128	общества и	2	3
129	в частности	3	2
130	в мире	4	2
131	в том	8	2
132	но это	3	2
133	времени и	2	2
134	для него	5	2
135	до конца	6	2
136	и сам	2	2
137	значительной степени	2	2
138	трав и	2	2
139	в этих	6	2
140	отношение к	8	2
141	в первой	2	2
142	в связи	5	2
143	не было	5	2
144	этом отношении	2	2
145	еще и	2	2
146	все эти	8	2
147	в своих	5	2
148	также и	4	2
149	даже и	2	2
150	все то	2	2
151	в основе	5	2
152	с этим	2	2
153	к этому	6	2
154	связанные с	3	2
155	что он	2	2
156	но не	2	2
157	одной из	2	2
158	и потому	4	2
159	и этот	2	2
160	в своей	6	2
161	сих пор	4	2
162	связь с	6	2
163	как в	3	2
164	как нечто	2	2
165	здесь не	3	2
166	одной и	2	2
167	в значительной	3	2
168	к нему	2	2
169	в дальнейшем	2	2
170	в языке	2	2
171	тем что	3	2
