N	2gram	Voloshinov_1	Literetu
1	а не	6	20
2	и в	38	19
3	может быть	13	17
4	то же	14	12
5	и не	14	11
6	и т.п	21	10
7	в том	2	10
8	как и	10	10
9	но и	13	10
10	же время	7	9
11	не может	12	9
12	в мире	2	9
13	в этом	10	9
14	в то	9	9
15	не только	27	8
16	и даже	3	8
17	том что	3	7
18	то что	8	7
19	так и	6	7
20	и т.д	21	7
21	слова и	5	7
22	однако в	2	6
23	в себе	9	6
24	при этом	9	6
25	себя в	4	6
26	и на	6	6
27	для всех	2	5
28	у нас	4	5
29	но не	2	5
30	в качестве	4	5
31	он не	2	5
32	вместе с	5	5
33	того что	4	5
34	то есть	4	5
35	в частности	3	4
36	прежде всего	21	4
37	не в	6	4
38	отнюдь не	10	4
39	для него	3	4
40	в ней	8	4
41	в его	6	4
42	один из	4	4
43	жизни и	3	4
44	ли не	2	4
45	человека в	2	4
46	мы не	9	4
47	каждый из	2	4
48	тем что	2	4
49	точки зрения	10	4
50	в области	5	4
51	я и	2	4
52	никогда не	7	3
53	быть может	3	3
54	что он	2	3
55	в нем	4	3
56	и как	9	3
57	но это	2	3
58	в начале	3	3
59	в этой	6	3
60	и он	2	3
61	во всех	6	3
62	не с	3	3
63	себе и	2	3
64	и для	3	3
65	этом отношении	2	3
66	так как	7	3
67	всех своих	4	3
68	тем самым	7	3
69	тем же	3	3
70	с точки	5	3
71	а в	5	3
72	и его	7	3
73	и то	3	3
74	на наш	2	3
75	и с	5	3
76	в разговоре	2	3
77	ничего не	8	3
78	уже в	5	2
79	не было	2	2
80	с тем	8	2
81	в нашем	5	2
82	не является	5	2
83	в какой	2	2
84	в конце	6	2
85	в виду	3	2
86	в одном	3	2
87	в жизни	2	2
88	вовсе не	2	2
89	общественного сознания	2	2
90	что было	3	2
91	как уже	2	2
92	и к	4	2
93	слово не	4	2
94	для нас	3	2
95	этом случае	3	2
96	в ее	3	2
97	очевидно что	2	2
98	художественного творчества	5	2
99	и нет	2	2
100	одно и	4	2
101	и без	4	2
102	тот же	2	2
103	еще не	3	2
104	было бы	7	2
105	и сам	2	2
106	не так	3	2
107	одной из	2	2
108	как бы	28	2
109	перед ним	3	2
110	что и	3	2
111	все же	7	2
112	в целом	4	2
113	не к	3	2
114	из них	3	2
115	не говоря	2	2
116	при всем	2	2
117	той же	5	2
118	к своему	4	2
119	уже не	4	2
120	для того	9	2
121	из которых	3	2
122	и наконец	5	2
123	хотя бы	18	2
124	друг друга	2	2
125	а к	2	2
126	не знает	3	2
127	в своих	2	2
128	потому что	5	2
129	в основе	2	2
130	даже и	2	2
131	но как	2	2
132	о том	4	2
133	представляет собой	2	2
134	как это	5	2
135	с ним	2	2
136	но в	5	2
