N	2gram	Bakhtin_Pr_1	KulturaY
1	и в	23	23
2	точки зрения	21	23
3	в том	11	22
4	не только	13	17
5	было бы	6	16
6	в этом	25	16
7	с точки	15	16
8	в области	3	14
9	может быть	21	14
10	самом деле	5	14
11	что в	8	13
12	в самом	8	13
13	для того	2	12
14	потому что	12	12
15	вопрос о	4	11
16	том что	9	11
17	а не	20	11
18	того что	2	11
19	в его	24	11
20	того чтобы	4	11
21	можно было	3	11
22	и не	34	10
23	можно говорить	2	10
24	прежде всего	7	9
25	еще не	5	9
26	хотя бы	2	9
27	таким образом	11	9
28	так как	7	9
29	если бы	10	8
30	лишь в	3	8
31	зависимости от	3	8
32	до сих	2	8
33	сих пор	2	8
34	уже не	8	8
35	как на	2	8
36	с другой	2	7
37	в зависимости	3	7
38	в данном	2	7
39	сказать что	5	7
40	все эти	8	7
41	по себе	7	6
42	что и	5	6
43	что он	10	6
44	тот же	2	6
45	при этом	3	6
46	и тем	2	6
47	так и	10	6
48	в их	3	6
49	не может	11	6
50	то же	10	6
51	говорить о	2	6
52	только в	8	6
53	о том	2	6
54	ничего не	6	6
55	в рамках	2	5
56	я не	3	5
57	не могут	6	5
58	и есть	5	5
59	вовсе не	8	5
60	как и	8	5
61	не в	6	5
62	что она	2	5
63	как бы	28	5
64	не значит	2	5
65	все же	5	5
66	от того	2	5
67	как мы	5	5
68	а в	7	5
69	но это	5	5
70	тем что	3	5
71	из этих	2	5
72	в первом	2	5
73	были бы	4	4
74	тому что	2	4
75	один из	2	4
76	этого слова	2	4
77	для нас	3	4
78	в целом	4	4
79	в сущности	5	4
80	в своей	11	4
81	и о	3	4
82	точка зрения	7	4
83	то что	18	4
84	данном случае	2	4
85	как в	6	4
86	как раз	4	4
87	в своем	8	4
88	не было	3	4
89	в той	6	4
90	заключается в	2	4
91	не столько	3	4
92	между тем	5	4
93	отношения между	2	4
94	на вопрос	2	3
95	уже в	5	3
96	это не	10	3
97	на самом	4	3
98	должна быть	2	3
99	именно в	6	3
100	имеет смысл	2	3
101	есть не	2	3
102	и к	4	3
103	в отношении	2	3
104	как же	3	3
105	ни в	3	3
106	но как	3	3
107	по существу	4	3
108	это и	9	3
109	что именно	2	3
110	но не	8	3
111	по преимуществу	3	3
112	но для	2	3
113	он не	4	3
114	был бы	5	3
115	только то	3	3
116	зрения на	8	3
117	в процессе	4	3
118	но и	11	3
119	на него	2	3
120	по отношению	11	3
121	другой стороны	2	3
122	и вот	2	3
123	мы не	2	3
124	они не	3	3
125	не потому	2	3
126	и с	4	3
127	бы и	4	3
128	той же	6	3
129	в которых	2	3
130	этот вопрос	2	3
131	в результате	4	3
132	слово в	2	3
133	то он	3	3
134	в то	10	3
135	она не	5	3
136	мы должны	2	3
137	там где	6	3
138	так сказать	3	2
139	все это	7	2
140	но все	4	2
141	бы уже	2	2
142	дано в	2	2
143	точку зрения	4	2
144	не как	12	2
145	раз и	3	2
146	в одном	9	2
147	на материале	3	2
148	что все	3	2
149	это в	2	2
150	как например	2	2
151	в условиях	2	2
152	не дает	3	2
153	можно сказать	2	2
154	точек зрения	3	2
155	и здесь	3	2
156	и как	8	2
157	на западе	2	2
158	из всего	2	2
159	чем в	2	2
160	кроме того	3	2
161	за пределы	6	2
162	к другому	2	2
163	никак не	2	2
164	в котором	2	2
165	однако в	2	2
166	его в	4	2
167	отношению к	11	2
168	в пределах	9	2
169	вместе с	2	2
170	мысли и	2	2
171	в свете	3	2
172	отличается от	2	2
173	то и	2	2
174	в отличие	2	2
175	смысл и	2	2
176	а потому	2	2
177	именно на	2	2
178	на этот	2	2
179	композиционные приемы	2	2
180	ни одного	2	2
181	так же	6	2
182	на себя	3	2
183	с другими	7	2
184	во всяком	4	2
185	остается в	2	2
186	он в	2	2
187	ни на	2	2
188	тому как	3	2
189	если же	2	2
190	как он	2	2
191	в этих	2	2
192	отличие от	2	2
193	но в	4	2
