N	2gram	Losev_Prob_2	KulturaY
1	и т	6	33
2	в том	12	30
3	и в	35	24
4	потому что	13	23
5	том что	19	21
6	что в	11	17
7	того чтобы	2	17
8	для того	3	16
9	было бы	8	15
10	т д	6	14
11	в этом	17	14
12	точки зрения	2	14
13	может быть	18	13
14	языка в	3	12
15	все же	8	12
16	таким образом	4	12
17	в его	7	12
18	и не	37	12
19	не в	2	11
20	только в	14	11
21	вовсе не	37	10
22	в самом	5	10
23	у нас	18	10
24	не только	24	10
25	хотя бы	12	10
26	если бы	4	9
27	то что	38	9
28	прежде всего	11	9
29	язык как	3	9
30	самом деле	4	9
31	того что	12	9
32	о том	18	9
33	так как	7	9
34	а только	6	8
35	языка и	5	8
36	в языке	15	8
37	то же	5	8
38	уже не	8	8
39	а не	10	8
40	как раз	8	8
41	тем что	4	8
42	о языке	3	8
43	не менее	13	7
44	в них	2	7
45	с другой	6	7
46	связи с	5	7
47	в качестве	2	7
48	как бы	4	7
49	вместе с	2	7
50	не может	13	7
51	бы в	3	7
52	в области	6	7
53	так и	7	7
54	тогда когда	3	6
55	что он	4	6
56	зависимости от	2	6
57	при этом	3	6
58	что такое	18	6
59	в ней	2	6
60	но и	16	6
61	что же	9	6
62	все это	4	6
63	другой стороны	5	6
64	можно было	5	6
65	все эти	7	6
66	мере в	2	6
67	еще и	5	5
68	с тем	3	5
69	в зависимости	2	5
70	по крайней	6	5
71	к тому	3	5
72	языка как	2	5
73	крайней мере	6	5
74	но не	4	5
75	еще не	10	5
76	что не	5	5
77	всяком случае	10	5
78	и что	13	5
79	но уже	5	5
80	в виду	8	5
81	не просто	11	5
82	в той	2	5
83	и вовсе	6	5
84	а в	4	5
85	в результате	4	5
86	во всяком	13	5
87	и с	10	5
88	учение о	2	4
89	в частности	5	4
90	в этих	4	4
91	на то	6	4
92	в тех	2	4
93	что они	3	4
94	есть в	4	4
95	в таких	3	4
96	это и	3	4
97	один из	3	4
98	что и	2	4
99	не есть	33	4
100	тем не	12	4
101	в целом	3	4
102	сих пор	4	4
103	до сих	4	4
104	внимание на	3	4
105	с этим	5	4
106	русском языке	2	4
107	тем самым	7	4
108	в науке	3	4
109	так что	11	4
110	так же	5	4
111	роль в	2	4
112	и на	5	4
113	в данном	10	4
114	из этих	3	4
115	и является	3	4
116	того или	7	4
117	слова и	4	4
118	значение слова	4	3
119	уже в	3	3
120	как на	2	3
121	если не	4	3
122	казалось бы	7	3
123	уже и	3	3
124	для этого	3	3
125	ясно что	8	3
126	представление о	5	3
127	этом смысле	5	3
128	или иного	5	3
129	или иной	5	3
130	то это	3	3
131	можно сказать	6	3
132	сводится к	2	3
133	только тогда	3	3
134	в этой	9	3
135	что слово	3	3
136	в общем	4	3
137	и если	3	3
138	гораздо более	4	3
139	на том	3	3
140	а а	6	3
141	слова как	3	3
142	в истории	3	3
143	даже в	2	3
144	оно не	3	3
145	что она	4	3
146	или менее	4	3
147	тому что	3	3
148	в своем	4	3
149	в связи	5	3
150	не было	3	3
151	что оно	2	3
152	только и	3	3
153	в их	3	3
154	более или	4	3
155	в системе	2	3
156	и даже	11	3
157	в таком	11	3
158	несмотря на	3	3
159	должно быть	2	3
160	той же	2	3
161	и здесь	4	3
162	и то	10	3
163	хотя и	3	3
164	даже и	18	3
165	себе в	2	3
166	в себе	5	3
167	это только	3	3
168	здесь не	2	3
169	а это	3	3
170	не все	4	2
171	и более	5	2
172	для них	3	2
173	о чем	6	2
174	и есть	4	2
175	можно ли	6	2
176	что их	2	2
177	не является	7	2
178	и все	5	2
179	что все	6	2
180	на самом	4	2
181	так или	6	2
182	как они	2	2
183	значение и	8	2
184	не могут	4	2
185	вопрос о	3	2
186	по себе	8	2
187	если мы	9	2
188	в то	6	2
189	как о	3	2
190	для нас	9	2
191	этом случае	7	2
192	и того	3	2
193	как и	5	2
194	и как	4	2
195	но все	2	2
196	можно говорить	3	2
197	и при	2	2
198	что если	4	2
199	что с	2	2
200	ли это	2	2
201	тот же	4	2
202	и мы	2	2
203	конечно не	2	2
204	по преимуществу	2	2
205	между собою	4	2
206	никак не	11	2
207	же и	2	2
208	но если	4	2
209	как таковой	4	2
210	о нем	2	2
211	относится к	6	2
212	себе и	2	2
213	с историей	2	2
214	речь идет	2	2
215	тем более	10	2
216	был бы	6	2
217	и значение	4	2
218	в состоянии	2	2
219	и тем	4	2
220	ни в	6	2
221	были бы	2	2
222	не говоря	4	2
223	бы и	7	2
224	и а	2	2
225	а именно	6	2
226	то и	4	2
227	мы говорим	4	2
228	он не	2	2
229	и для	6	2
230	все равно	3	2
231	в слове	3	2
232	этого термина	8	2
233	лишь в	3	2
234	как именно	3	2
235	свидетельствует о	2	2
236	не имеет	7	2
237	во многих	2	2
238	когда мы	6	2
239	или в	2	2
240	или иначе	6	2
241	также и	12	2
242	иное как	3	2
243	может иметь	2	2
244	в каком	4	2
245	о котором	3	2
246	во все	2	2
247	на эту	2	2
248	могли бы	3	2
249	заключается в	4	2
250	но ведь	3	2
251	но вот	2	2
252	иной раз	3	2
253	здесь только	3	2
254	ли в	2	2
255	идет речь	2	2
256	здесь как	2	2
257	ничего не	10	2
258	но в	6	2
259	это было	2	2
