N	2gram	Bakhtin_Fr_4	Marksizm
1	может быть	2	28
2	и в	29	19
3	как бы	8	19
4	и не	16	19
5	не может	2	18
6	точки зрения	4	17
7	то же	10	16
8	и его	8	16
9	как мы	10	15
10	в этом	11	15
11	таким образом	20	14
12	в сущности	6	14
13	так сказать	2	14
14	не только	10	13
15	с точки	2	13
16	связи с	2	13
17	в нем	5	11
18	вовсе не	9	11
19	но и	9	10
20	том что	3	10
21	так и	11	10
22	и т.п	12	10
23	при этом	3	9
24	в основе	2	9
25	как и	12	9
26	же время	8	8
27	в то	10	8
28	с его	4	8
29	только в	2	8
30	никогда не	2	7
31	в том	7	7
32	его в	9	7
33	но в	12	7
34	прежде всего	8	7
35	на самом	4	7
36	и для	2	7
37	к тому	2	6
38	ни в	2	6
39	и как	3	6
40	того чтобы	3	6
41	с помощью	4	6
42	и все	13	6
43	мы уже	10	6
44	для того	3	6
45	мы можем	3	6
46	самого начала	3	5
47	в большинстве	6	5
48	к нему	3	5
49	на этой	2	5
50	в их	2	5
51	так же	7	5
52	и на	11	5
53	и здесь	3	5
54	большинстве случаев	5	5
55	к этому	2	5
56	того же	5	5
57	в его	8	5
58	все же	3	5
59	в той	2	5
60	с самого	3	5
61	это не	5	4
62	все те	2	4
63	то что	4	4
64	мы видели	7	4
65	и их	3	4
66	того что	3	4
67	с ними	3	4
68	сказать что	5	4
69	а как	2	4
70	как раз	2	4
71	что он	4	4
72	конечно не	4	4
73	в слове	2	4
74	в себе	3	4
75	перед нами	4	3
76	в этих	2	3
77	с другой	4	3
78	да и	2	3
79	в этой	13	3
80	одной стороны	2	3
81	в ней	3	3
82	в котором	2	3
83	его и	2	3
84	с одной	2	3
85	все эти	9	3
86	же деле	2	3
87	о том	2	3
88	так как	7	3
89	в различных	2	3
90	в ее	3	3
91	самом же	2	3
92	мы сказали	2	3
93	в качестве	3	3
94	слов и	3	3
95	еще не	4	3
96	одной из	2	3
97	он не	3	3
98	и до	5	3
99	в своей	5	3
100	той же	3	3
101	и то	2	3
102	и это	2	3
103	место в	2	2
104	связана с	4	2
105	уже в	2	2
106	все время	3	2
107	что это	5	2
108	в нашем	4	2
109	эта система	2	2
110	формы и	2	2
111	в одной	2	2
112	его к	2	2
113	он был	2	2
114	узком смысле	2	2
115	что они	2	2
116	более или	3	2
117	в узком	3	2
118	до конца	5	2
119	мы здесь	2	2
120	о чем	2	2
121	и у	2	2
122	группы и	2	2
123	другими словами	2	2
124	жизни и	4	2
125	в своем	3	2
126	в особенности	2	2
127	именно в	2	2
128	они не	2	2
129	и даже	3	2
130	друг друга	2	2
131	как на	2	2
132	рядом с	5	2
133	конечно и	3	2
134	и с	9	2
135	даже и	2	2
136	он и	5	2
137	но как	3	2
138	правильного понимания	2	2
139	то есть	21	2
140	но они	4	2
141	у него	5	2
142	поэтому в	2	2
143	в жизни	2	2
144	этих форм	2	2
145	но не	2	2
146	ведь это	3	2
147	здесь в	6	2
148	мы увидим	2	2
149	и о	5	2
150	себя в	2	2
151	или менее	3	2
152	не на	2	2
153	бы не	2	2
154	в атмосфере	6	2
155	на языке	3	2
156	и эта	2	2
157	между ними	2	2
158	или в	2	2
159	тем что	4	2
160	границы между	3	2
161	это же	2	2
162	далеко не	5	2
163	если же	2	2
164	там где	3	2
