N	2gram	Vygotskiy__2	Mirosoze
1	и в	15	46
2	у него	2	22
3	может быть	9	21
4	в этом	19	20
5	никогда не	8	18
6	для него	3	18
7	и не	7	18
8	не только	15	18
9	но и	10	15
10	не может	9	15
11	как и	6	13
12	а не	3	13
13	прежде всего	4	12
14	друг друга	5	12
15	потому что	7	12
16	но в	6	10
17	он не	7	10
18	в себе	2	10
19	не в	8	9
20	и есть	2	8
21	человека к	2	8
22	как бы	7	8
23	в своем	9	8
24	так как	4	8
25	связана с	4	7
26	человека и	3	7
27	в этой	6	7
28	что он	12	7
29	и к	6	7
30	как в	4	7
31	хотя бы	4	7
32	и для	2	7
33	он сам	3	6
34	вопрос о	5	6
35	что это	6	6
36	так же	4	6
37	того что	17	6
38	во власти	3	6
39	то же	5	5
40	бы и	3	5
41	в отношении	6	5
42	что все	4	5
43	в самом	11	5
44	что она	3	5
45	те же	3	5
46	это не	5	5
47	и все	3	5
48	во всем	2	5
49	к тому	7	5
50	то что	20	5
51	в своей	4	5
52	для того	10	5
53	и его	4	5
54	в его	2	5
55	и это	3	5
56	что в	14	4
57	для этого	3	4
58	все что	5	4
59	что у	3	4
60	они не	3	4
61	не имеет	4	4
62	также и	2	4
63	с его	4	4
64	мысль что	6	4
65	том что	27	4
66	должен быть	2	4
67	что и	2	4
68	так и	8	4
69	того чтобы	12	4
70	к чему	2	4
71	у них	2	4
72	на деле	5	4
73	же как	2	3
74	на все	2	3
75	в такой	2	3
76	и можно	2	3
77	ни в	2	3
78	в том	33	3
79	высшей степени	7	3
80	что они	3	3
81	смысле слова	5	3
82	и самого	2	3
83	сказать что	6	3
84	и с	4	3
85	по своей	6	3
86	о том	9	3
87	в высшей	7	3
88	как он	6	3
89	с ним	3	3
90	к которому	6	3
91	не существует	3	3
92	если бы	8	3
93	в них	4	3
94	от того	2	3
95	и тогда	2	3
96	того как	4	3
97	все равно	2	3
98	жизни он	2	3
99	для человека	2	3
100	той же	2	3
101	тем что	2	3
102	он в	3	3
103	только в	4	3
104	уже в	5	2
105	но на	3	2
106	в этих	2	2
107	быть может	2	2
108	или иной	2	2
109	но эта	3	2
110	все время	3	2
111	это есть	2	2
112	как у	2	2
113	и той	2	2
114	но для	2	2
115	по отношению	6	2
116	и других	2	2
117	лишь в	3	2
118	должно быть	2	2
119	а в	4	2
120	увидим что	2	2
121	к себе	2	2
122	в более	2	2
123	в основе	3	2
124	точки зрения	26	2
125	были бы	2	2
126	с собой	3	2
127	его с	2	2
128	то он	2	2
129	тогда когда	5	2
130	по себе	7	2
131	есть ли	2	2
132	мы видим	4	2
133	связи с	9	2
134	чем в	2	2
135	и что	8	2
136	тот же	7	2
137	мы увидим	2	2
138	в сущности	9	2
139	во всех	2	2
140	к ней	2	2
141	с таким	6	2
142	отношению к	5	2
143	принадлежит к	2	2
144	вместе с	6	2
145	ее в	2	2
146	что же	2	2
147	он открывает	2	2
148	но с	2	2
149	говорит что	5	2
150	и эта	2	2
151	вот почему	3	2
152	можно было	5	2
153	тому как	2	2
154	нас в	2	2
155	не надо	3	2
156	от этого	2	2
157	подобно тому	2	2
158	от его	4	2
159	это все	2	2
160	в которой	4	2
161	ничего не	3	2
162	много раз	2	2
