N	2gram	Voloshinov_1	Mirosoze
1	и в	13	46
2	в нем	2	22
3	может быть	8	21
4	в этом	2	20
5	никогда не	3	18
6	для него	2	18
7	и не	8	18
8	не только	6	18
9	но и	3	15
10	не может	8	15
11	как и	3	13
12	а не	2	13
13	прежде всего	9	12
14	в ней	2	11
15	но в	4	10
16	в себе	3	10
17	не в	3	9
18	как бы	6	8
19	так как	3	8
20	связана с	3	7
21	и к	2	7
22	как в	2	7
23	хотя бы	5	7
24	и для	3	7
25	так же	2	6
26	то же	4	5
27	в отношении	2	5
28	есть прежде	3	5
29	в самом	2	5
30	те же	2	5
31	и все	3	5
32	есть не	2	5
33	во всем	2	5
34	к тому	2	5
35	то что	6	5
36	в своей	4	5
37	и его	12	5
38	в его	7	5
39	что в	3	4
40	только и	4	4
41	не имеет	2	4
42	думать что	2	4
43	том что	2	4
44	так и	3	4
45	вопроса о	4	4
46	его на	2	4
47	в каждом	4	3
48	в том	2	3
49	что они	2	3
50	смысле слова	2	3
51	не мог	2	3
52	в своих	2	3
53	что иное	2	3
54	нет ничего	2	3
55	и должно	2	3
56	иное как	2	3
57	если бы	2	3
58	в них	2	3
59	не что	2	3
60	тем что	2	3
61	только в	6	3
62	в чем	2	3
63	уже в	2	2
64	да и	3	2
65	в действительности	2	2
66	но для	3	2
67	по отношению	3	2
68	лишь в	4	2
69	а в	2	2
70	точки зрения	7	2
71	бы в	2	2
72	между тем	2	2
73	превращается в	3	2
74	мы видим	2	2
75	тот же	2	2
76	еще в	2	2
77	отношению к	3	2
78	ее в	2	2
79	что же	3	2
80	и эта	5	2
81	от этого	2	2
82	сознания и	2	2
83	в которой	3	2
