N	2gram	Berdyaev_M_2	Vladivir
1	и в	46	30
2	то что	5	20
3	в этом	20	20
4	у него	22	19
5	в том	3	18
6	и не	18	18
7	и с	3	14
8	что он	7	13
9	в конце	5	13
10	том что	4	12
11	что в	4	12
12	не только	18	12
13	в его	5	11
14	а в	2	11
15	сказать что	3	11
16	не было	11	10
17	не в	9	9
18	для него	18	9
19	потому что	12	9
20	не может	15	9
21	связи с	2	8
22	в своем	8	8
23	вместе с	2	8
24	но и	15	8
25	что же	2	8
26	не мог	3	8
27	но в	10	8
28	никогда не	18	7
29	точки зрения	2	7
30	и все	5	7
31	ни в	3	7
32	до конца	4	7
33	может быть	21	7
34	а не	13	7
35	хотя и	2	6
36	прежде всего	12	6
37	и к	7	6
38	он был	9	6
39	у нас	11	6
40	только в	3	6
41	в себе	10	6
42	жизни и	6	6
43	и его	5	6
44	также и	4	6
45	по себе	2	5
46	как и	13	5
47	так что	2	5
48	то в	2	5
49	тот же	2	5
50	в своей	5	5
51	он уже	2	5
52	как бы	8	5
53	так и	4	5
54	и что	2	5
55	того что	6	5
56	так как	8	5
57	с ним	3	5
58	совсем не	5	4
59	с его	4	4
60	я не	5	4
61	его в	3	4
62	в этой	7	4
63	и если	2	4
64	что это	6	4
65	на его	2	4
66	в ней	11	4
67	он не	10	4
68	в нем	22	4
69	не есть	13	4
70	в этих	2	4
71	то же	5	4
72	и он	11	4
73	так же	6	4
74	той же	3	4
75	и на	3	4
76	но это	8	4
77	о том	3	4
78	в которой	2	4
79	отношение к	8	4
80	уже в	2	3
81	в них	3	3
82	в отношении	5	3
83	хотя бы	7	3
84	в свою	4	3
85	что и	4	3
86	да и	2	3
87	и для	7	3
88	еще более	2	3
89	во всех	2	3
90	как в	7	3
91	отношения к	2	3
92	только и	4	3
93	те же	5	3
94	и вот	5	3
95	уже не	4	3
96	должно быть	2	3
97	к ней	2	3
98	но он	11	3
99	его на	4	3
100	и это	5	3
101	нет ничего	3	3
102	в россии	3	3
103	как у	2	2
104	в русском	4	2
105	к нему	2	2
106	он сам	6	2
107	еще в	2	2
108	и есть	8	2
109	у достоевского	34	2
110	него и	2	2
111	жизни в	3	2
112	а за	2	2
113	он же	3	2
114	бы его	2	2
115	это не	5	2
116	правда в	2	2
117	и от	3	2
118	себе в	2	2
119	тогда когда	2	2
120	на все	3	2
121	не был	2	2
122	человек не	7	2
123	к тому	5	2
124	и можно	3	2
125	друг друга	12	2
126	которая есть	2	2
127	на этом	2	2
128	есть и	3	2
129	после того	2	2
130	она не	8	2
131	себе и	2	2
132	такого рода	2	2
133	в самом	5	2
134	в сущности	2	2
135	не могу	6	2
136	же и	2	2
137	и потому	7	2
138	для того	5	2
139	людей в	2	2
140	не имеет	4	2
141	себя в	4	2
142	который был	2	2
143	с которым	3	2
144	как к	2	2
145	того как	3	2
146	на земле	8	2
147	россии и	2	2
148	и она	3	2
149	того чтобы	4	2
150	что не	2	2
151	в чем	3	2
152	его не	2	2
153	можно было	2	2
154	приходит к	2	2
155	нас в	2	2
156	в своих	3	2
157	в более	2	2
158	сам по	2	2
159	и во	3	2
160	не о	2	2
161	народа и	4	2
162	было для	2	2
163	как будто	2	2
164	как он	3	2
165	ничего не	2	2
166	я и	2	2
