N	2gram	Losev_Prob_2	FransuaR
1	и в	35	40
2	то есть	39	18
3	прежде всего	11	16
4	в этом	17	15
5	мы уже	3	13
6	не только	24	13
7	и не	37	13
8	в его	7	13
9	что в	11	12
10	вовсе не	37	12
11	как и	5	11
12	но и	16	11
13	таким образом	4	10
14	как мы	5	10
15	в них	2	9
16	и все	5	9
17	может быть	18	9
18	он не	2	9
19	в том	12	8
20	все эти	7	8
21	и с	10	8
22	той же	2	8
23	и на	5	8
24	но в	6	8
25	в своем	4	7
26	и др	2	7
27	то же	5	7
28	в виду	8	7
29	мы еще	3	6
30	в этих	4	6
31	в самом	5	6
32	во всех	2	6
33	в той	2	6
34	связи с	5	6
35	в то	6	6
36	как раз	8	5
37	то что	38	5
38	в связи	5	5
39	не было	3	5
40	а не	10	5
41	и для	6	5
42	в основе	3	5
43	в своих	3	5
44	в нашем	3	4
45	у нас	18	4
46	том что	19	4
47	смысле слова	7	4
48	до сих	4	4
49	было бы	8	4
50	в заключение	2	4
51	в ней	2	4
52	а также	2	4
53	даже в	2	4
54	ни в	6	4
55	один из	3	4
56	сих пор	4	4
57	в их	3	4
58	все это	4	4
59	еще более	2	4
60	роль в	2	4
61	только на	9	4
62	о том	18	4
63	и о	4	4
64	в данном	10	4
65	того чтобы	2	4
66	и даже	11	4
67	также и	12	4
68	и вы	2	4
69	и здесь	4	4
70	в истории	3	4
71	так как	7	4
72	в области	6	4
73	том числе	2	3
74	всех этих	4	3
75	если бы	4	3
76	в частности	5	3
77	и от	3	3
78	и к	3	3
79	об этом	2	3
80	но это	6	3
81	в этой	9	3
82	для этого	3	3
83	одна из	3	3
84	кроме того	5	3
85	еще не	10	3
86	но именно	4	3
87	и есть	4	3
88	такого рода	15	3
89	никак не	11	3
90	и следовательно	4	3
91	как бы	4	3
92	о нем	2	3
93	в таких	3	3
94	еще в	2	3
95	и наконец	3	3
96	что и	2	3
97	другими словами	6	3
98	вместе с	2	3
99	во все	2	3
100	так и	7	3
101	и прежде	2	3
102	не может	13	3
103	а в	4	3
104	на самом	4	3
105	самом деле	4	3
106	слово в	2	3
107	в значительной	3	3
108	для того	3	3
109	и как	4	3
110	не так	2	3
111	но все	2	3
112	можно было	5	3
113	сказать что	24	3
114	тем что	4	3
115	при этом	3	3
116	же и	2	3
117	в себе	5	3
118	только в	14	3
119	но ведь	3	3
120	в конце	7	3
121	в свете	3	3
122	здесь не	2	3
123	их в	4	3
124	из самых	2	2
125	не менее	13	2
126	эти элементы	2	2
127	уже в	3	2
128	не был	4	2
129	представление о	5	2
130	и этот	3	2
131	еще и	5	2
132	о чем	6	2
133	до наших	2	2
134	в состоянии	2	2
135	хотя бы	12	2
136	большую роль	2	2
137	с другой	6	2
138	из этих	3	2
139	с нею	2	2
140	это в	2	2
141	в условиях	2	2
142	что он	4	2
143	или иной	5	2
144	можно сказать	6	2
145	все же	8	2
146	это и	3	2
147	но не	4	2
148	все что	3	2
149	конечно не	2	2
150	и сам	2	2
151	и если	3	2
152	тут же	8	2
153	к нему	2	2
154	по преимуществу	2	2
155	свидетельствует о	2	2
156	и той	4	2
157	из этого	2	2
158	значение этого	2	2
159	той или	5	2
160	слова и	4	2
161	в целом	3	2
162	в корне	2	2
163	данном случае	5	2
164	здесь только	3	2
165	как нечто	2	2
166	всем этим	3	2
167	в нашей	3	2
168	в языке	15	2
169	одновременно и	3	2
170	одной и	2	2
171	здесь мы	3	2
172	лишь в	3	2
173	в системе	2	2
174	это вовсе	2	2
175	что для	3	2
176	числе и	2	2
177	нас в	3	2
178	потому что	13	2
179	с этим	5	2
180	даже и	18	2
181	точки зрения	2	2
182	и ее	2	2
183	но как	6	2
184	далеко не	4	2
185	и это	5	2
186	ни от	2	2
187	язык и	2	2
188	в плане	2	2
189	мы не	7	2
190	как о	3	2
