N	2gram	Bakhtin_Fr_6	EvropaiC
1	таким образом	17	32
2	в том	2	31
3	и в	41	24
4	том что	7	20
5	все эти	11	19
6	не может	4	18
7	то что	10	17
8	может быть	2	15
9	все же	4	15
10	точки зрения	2	13
11	в своем	5	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	4	12
15	в этом	12	12
16	все это	11	11
17	между тем	2	11
18	с этим	3	11
19	как бы	7	10
20	все что	4	10
21	во всех	17	10
22	так и	5	10
23	при этом	3	9
24	в результате	4	9
25	как и	7	9
26	того же	4	9
27	что в	7	9
28	не в	4	8
29	в самом	10	8
30	так же	5	8
31	и все	9	8
32	с точки	2	8
33	для этого	2	7
34	но и	13	7
35	и не	3	7
36	и что	5	7
37	из этих	2	7
38	о котором	4	7
39	о том	9	7
40	что он	6	7
41	того чтобы	4	7
42	из этого	4	7
43	должна быть	2	6
44	все они	2	6
45	с другой	4	6
46	так что	2	6
47	в этой	8	6
48	того что	3	6
49	и на	9	6
50	так как	10	6
51	с ним	4	6
52	начало и	2	6
53	только в	3	6
54	вместе с	6	6
55	именно в	4	5
56	что это	5	5
57	и от	4	5
58	на все	3	5
59	что все	2	5
60	у него	7	5
61	и их	3	5
62	другой стороны	2	5
63	и с	16	5
64	потому что	3	5
65	между собою	5	5
66	но в	8	5
67	в то	6	5
68	в его	7	5
69	не только	10	5
70	и для	3	5
71	лишь в	2	5
72	в себе	5	5
73	не могут	2	4
74	никогда не	8	4
75	та же	4	4
76	в конце	2	4
77	из того	2	4
78	в дальнейшем	2	4
79	одним из	4	4
80	хотя и	2	4
81	из них	5	4
82	которых мы	2	4
83	и то	2	4
84	всех этих	2	4
85	связи с	2	4
86	мы уже	18	4
87	он не	2	4
88	то же	5	4
89	и сейчас	2	4
90	если мы	2	4
91	в народе	2	4
92	и у	2	4
93	и конец	2	4
94	состоит из	2	4
95	в области	2	4
96	что их	2	3
97	мы будем	3	3
98	с одной	4	3
99	в этих	2	3
100	одного и	2	3
101	представление о	2	3
102	с более	2	3
103	для нас	2	3
104	как у	3	3
105	человеческого рода	3	3
106	в нем	16	3
107	данном случае	2	3
108	образом в	2	3
109	заключается в	2	3
110	и наконец	4	3
111	а в	4	3
112	каждый из	2	3
113	в начале	3	3
114	в истории	2	3
115	что мы	2	3
116	и потому	2	3
117	бы в	2	3
118	в эти	2	3
119	прежде всего	10	3
120	у нас	4	3
121	во всем	5	3
122	от него	2	3
123	как известно	2	3
124	тот же	4	3
125	конечно не	3	3
126	что если	2	3
127	даже в	4	3
128	в данном	3	3
129	тем более	2	3
130	и вообще	4	3
131	в частности	2	2
132	с этой	3	2
133	как мы	12	2
134	что они	2	2
135	на этом	2	2
136	же время	5	2
137	одной стороны	4	2
138	и сам	3	2
139	к нему	3	2
140	они могут	2	2
141	в ней	4	2
142	но если	2	2
143	в котором	4	2
144	мы видели	2	2
145	и до	7	2
146	те же	3	2
147	они не	3	2
148	во втором	3	2
149	и те	2	2
150	одну из	2	2
151	говорить о	2	2
152	все то	5	2
153	также и	6	2
154	то есть	24	2
155	а для	2	2
156	в основе	4	2
157	в них	7	2
158	тогда когда	2	2
159	должен быть	2	2
160	вовсе не	7	2
161	в индивидуальном	2	2
162	тем сильнее	2	2
163	конечно в	2	2
164	на первый	3	2
165	а затем	4	2
166	но не	2	2
167	тех же	2	2
168	было бы	3	2
169	жизни и	3	2
170	никто не	2	2
171	в сущности	8	2
172	и особенно	3	2
173	но с	2	2
174	между ними	3	2
175	в другом	4	2
176	всех тех	2	2
177	есть в	3	2
178	в эту	2	2
