N	2gram	Bakhtin_Pr_4	Dialekti
1	и не	27	30
2	может быть	23	20
3	и в	46	19
4	не только	14	19
5	по себе	7	18
6	а не	11	16
7	в себе	7	15
8	то что	4	14
9	и даже	3	14
10	в том	9	14
11	как бы	19	14
12	так как	5	14
13	потому что	4	14
14	вовсе не	9	13
15	но и	12	12
16	то же	6	12
17	точки зрения	11	12
18	и все	9	12
19	ни в	6	10
20	как и	12	10
21	и как	2	10
22	в нем	17	10
23	так и	4	10
24	том что	4	10
25	это не	5	10
26	сказать что	2	10
27	времени и	2	9
28	никогда не	6	9
29	не может	19	9
30	же и	4	9
31	прежде всего	9	8
32	она не	3	8
33	мы уже	3	8
34	с точки	9	8
35	не в	10	8
36	в этом	16	8
37	в своей	3	8
38	сама по	2	7
39	но это	6	7
40	и к	9	7
41	совершенно не	4	7
42	что в	4	7
43	должно быть	4	7
44	в поэзии	2	7
45	так что	2	7
46	что он	6	6
47	да и	4	6
48	в то	5	6
49	но не	4	6
50	есть и	2	6
51	конечно не	8	6
52	жизни и	5	6
53	сознания и	2	5
54	должна быть	2	5
55	с другой	3	5
56	же время	5	5
57	можно сказать	4	5
58	и пр	2	5
59	в самом	9	5
60	и следовательно	2	5
61	и времени	2	5
62	что и	3	5
63	и это	3	5
64	как раз	7	5
65	все равно	2	5
66	в одно	2	5
67	и что	3	5
68	и его	6	5
69	жизнь и	3	5
70	только в	6	5
71	о том	5	5
72	и с	7	5
73	в виду	4	5
74	уже в	4	4
75	и время	4	4
76	в своем	3	4
77	в одном	11	4
78	не могут	3	4
79	все же	4	4
80	при этом	5	4
81	еще не	7	4
82	к нему	5	4
83	за пределы	5	4
84	той или	2	4
85	он не	4	4
86	хотя бы	2	4
87	без всякого	2	4
88	все это	6	4
89	другой стороны	3	4
90	и только	3	4
91	таким образом	4	4
92	самом деле	4	4
93	и по	2	4
94	а в	2	4
95	в одной	2	4
96	могут быть	2	4
97	но он	3	4
98	в другом	2	4
99	по своей	3	4
100	как он	3	4
101	с ним	2	4
102	сам по	3	3
103	не менее	2	3
104	же как	2	3
105	все время	2	3
106	в этих	4	3
107	он есть	2	3
108	с нею	2	3
109	вопрос о	2	3
110	ведь это	3	3
111	об этом	2	3
112	как мы	12	3
113	уже не	4	3
114	даны в	3	3
115	в этой	3	3
116	и слова	2	3
117	кроме того	4	3
118	себе как	2	3
119	было бы	3	3
120	себе и	3	3
121	у меня	3	3
122	сами по	2	3
123	и их	3	3
124	с этим	2	3
125	не было	2	3
126	мы имеем	3	3
127	мы находим	5	3
128	в той	3	3
129	что такое	2	3
130	в данном	2	3
131	от этого	2	3
132	они не	2	3
133	о котором	2	3
134	ничего не	2	3
135	что же	3	2
136	в узком	2	2
137	время и	2	2
138	перед нами	12	2
139	и говорить	2	2
140	у пушкина	2	2
141	и показать	2	2
142	в конце	3	2
143	человека и	3	2
144	в системе	2	2
145	и жизнь	2	2
146	если мы	5	2
147	то это	3	2
148	к тому	2	2
149	есть уже	2	2
150	но все	2	2
151	что я	6	2
152	так чтобы	3	2
153	ведь мы	2	2
154	или менее	3	2
155	и нет	4	2
156	и идеи	3	2
157	до сих	8	2
158	в общем	2	2
159	своей природе	2	2
160	в сущности	7	2
161	только к	2	2
162	если в	2	2
163	оно должно	2	2
164	сих пор	8	2
165	раз в	2	2
166	все в	2	2
167	себя в	3	2
168	в мире	3	2
169	на все	2	2
170	во всех	5	2
171	на него	3	2
172	в каждом	6	2
173	в их	4	2
174	так же	3	2
175	например в	4	2
176	того как	2	2
177	с ее	3	2
178	как в	4	2
179	только и	2	2
180	и они	2	2
181	того и	2	2
182	жизнь в	3	2
183	более или	3	2
184	это вовсе	2	2
185	тем же	3	2
186	бы и	2	2
187	или в	8	2
188	широком смысле	2	2
189	и совершенно	2	2
190	также и	3	2
191	в результате	2	2
192	их в	3	2
193	и при	3	2
194	бы ни	2	2
195	между тем	2	2
196	не как	3	2
197	тем что	3	2
198	что мы	2	2
199	во всяком	2	2
200	но ведь	2	2
201	все эти	4	2
202	есть в	6	2
203	но в	6	2
204	в жизни	5	2
205	вместе с	2	2
206	на этом	3	2
