N	2gram	Propp_Isto_5	slovoVRo
1	и в	25	41
2	в нем	7	30
3	и т	20	28
4	могут быть	6	19
5	во всех	2	17
6	но и	13	16
7	и не	11	16
8	точки зрения	2	16
9	не только	13	16
10	а не	2	15
11	то же	4	14
12	в пределах	4	14
13	может быть	17	14
14	и др	3	14
15	не может	6	14
16	и его	9	14
17	и на	8	14
18	в то	3	14
19	в его	12	13
20	как бы	2	12
21	в этом	10	12
22	язык и	2	10
23	таким образом	9	9
24	все эти	8	9
25	себя в	6	9
26	прежде всего	6	8
27	в особенности	3	8
28	как в	6	8
29	как мы	5	8
30	или в	6	8
31	не в	6	7
32	с ним	4	7
33	вовсе не	2	7
34	в своей	2	7
35	все же	10	7
36	того же	2	6
37	это не	6	6
38	а в	3	6
39	только в	7	6
40	с другой	9	5
41	все это	4	5
42	т д	18	5
43	к нему	3	5
44	с другими	4	5
45	перед нами	2	4
46	одной стороны	7	4
47	одним из	2	4
48	в ней	5	4
49	один из	2	4
50	с одной	7	4
51	и с	3	4
52	в которой	4	4
53	и все	3	4
54	не как	4	4
55	ли он	2	4
56	как и	7	4
57	еще не	8	4
58	и потому	2	4
59	о нем	3	4
60	входит в	5	4
61	другой стороны	8	4
62	и для	2	4
63	ту же	2	4
64	там где	6	4
65	ничего не	2	4
66	все его	2	4
67	никогда не	3	3
68	формы и	2	3
69	в том	6	3
70	и сам	2	3
71	в свою	3	3
72	нем и	3	3
73	в него	5	3
74	как таковые	2	3
75	из них	2	3
76	его и	2	3
77	данном случае	2	3
78	и других	2	3
79	того что	2	3
80	друг друга	3	3
81	в других	2	3
82	образом в	2	3
83	и здесь	7	3
84	в истории	4	3
85	о том	7	3
86	его в	9	3
87	так как	11	3
88	у него	2	3
89	с этим	5	3
90	связанные с	2	3
91	с этой	2	3
92	по существу	2	3
93	в качестве	7	3
94	она не	2	3
95	но оно	3	3
96	он не	4	3
97	в основном	4	3
98	в свое	2	3
99	но эти	3	3
100	и этим	2	3
101	в данном	3	3
102	же как	4	2
103	в другой	3	2
104	в частности	7	2
105	что все	4	2
106	этом случае	7	2
107	можно сказать	2	2
108	для нас	5	2
109	так что	2	2
110	мы и	2	2
111	на этом	3	2
112	друг с	2	2
113	например в	5	2
114	для того	3	2
115	и по	2	2
116	и тем	4	2
117	в целом	3	2
118	в этих	6	2
119	на том	3	2
120	уже не	11	2
121	так же	5	2
122	сказать что	2	2
123	потому что	7	2
124	но он	2	2
125	а как	2	2
126	он может	2	2
127	к этому	2	2
128	связь с	8	2
129	том что	8	2
130	мы видим	8	2
131	то в	2	2
132	без всяких	2	2
133	одна из	2	2
134	но не	5	2
135	а на	2	2
136	до сих	2	2
137	мы уже	4	2
138	совершенно не	2	2
139	с которым	2	2
140	даже в	2	2
141	сих пор	2	2
142	с ней	2	2
143	в ее	4	2
144	так в	2	2
145	роль в	2	2
146	мы не	5	2
147	от этого	4	2
148	в виде	9	2
149	связи с	8	2
150	и вообще	3	2
151	с другом	2	2
152	из него	2	2
