N	2gram	Bakhtin_Fr_7	Istorich
1	и в	41	28
2	может быть	4	25
3	не может	3	15
4	а не	2	15
5	никогда не	2	14
6	мы имеем	2	13
7	что в	9	12
8	то же	13	12
9	не только	5	12
10	мы видим	6	11
11	только в	6	11
12	что он	3	10
13	прежде всего	11	10
14	но и	9	10
15	мы не	2	10
16	в том	11	9
17	о том	6	9
18	то что	8	9
19	и не	7	9
20	не в	9	9
21	так и	10	9
22	что это	4	8
23	таким образом	19	8
24	в этом	15	8
25	но в	8	8
26	в этих	2	7
27	это не	6	7
28	том что	4	7
29	еще не	2	7
30	было бы	4	7
31	в ней	5	7
32	и др	2	7
33	а в	5	7
34	так же	5	7
35	и здесь	4	7
36	к тому	2	6
37	что и	5	6
38	в этой	13	6
39	его в	3	6
40	так как	3	6
41	вместе с	5	6
42	не знает	3	5
43	в одном	3	5
44	по существу	8	5
45	более или	2	5
46	например в	3	5
47	в качестве	9	5
48	дело не	2	5
49	или менее	2	5
50	в своем	9	5
51	можно было	3	5
52	или в	2	5
53	их в	2	5
54	в его	12	5
55	все это	10	4
56	и другие	3	4
57	но все	4	4
58	но это	3	4
59	в большинстве	2	4
60	другими словами	2	4
61	в связи	2	4
62	с этим	2	4
63	как и	14	4
64	того что	2	4
65	и для	5	4
66	и с	4	4
67	и на	4	4
68	потому что	5	4
69	находится в	2	4
70	все эти	13	4
71	большинстве случаев	2	4
72	я не	3	3
73	во время	3	3
74	в образе	4	3
75	перед нами	2	3
76	очень часто	3	3
77	именно в	2	3
78	на этом	5	3
79	при этом	3	3
80	представлений о	2	3
81	не совсем	2	3
82	и их	3	3
83	должен быть	2	3
84	и по	3	3
85	отношению к	2	3
86	из них	3	3
87	того как	5	3
88	в форме	3	3
89	в их	3	3
90	нас не	2	3
91	уже не	2	3
92	и его	9	3
93	не просто	2	3
94	представлениями о	2	3
95	как мы	11	3
96	мы здесь	2	3
97	из которых	2	3
98	по отношению	2	3
99	также и	2	3
100	тем что	3	3
101	в то	10	3
102	начинается с	2	3
103	дело в	2	3
104	царей и	2	3
105	к этому	5	2
106	и от	8	2
107	и потому	3	2
108	вовсе не	7	2
109	ни было	2	2
110	его как	2	2
111	мы видели	5	2
112	с самого	2	2
113	и как	2	2
114	из всех	2	2
115	правда и	2	2
116	одна из	4	2
117	как о	3	2
118	связанные с	3	2
119	связано с	2	2
120	для него	6	2
121	тот же	2	2
122	одной из	2	2
123	мы в	2	2
124	никто не	10	2
125	за то	3	2
126	с ним	2	2
127	как бы	7	2
128	по этому	3	2
129	о нем	3	2
130	в доме	2	2
131	точка зрения	2	2
132	в нем	7	2
133	это было	2	2
134	не есть	2	2
135	не знаем	2	2
136	во всех	3	2
137	всего в	5	2
138	как в	5	2
139	во всей	2	2
140	не на	3	2
141	в особенности	2	2
142	он не	4	2
143	в эпоху	7	2
144	на них	3	2
145	и вот	2	2
146	для всех	2	2
147	а только	2	2
148	должно быть	4	2
149	ничего не	4	2
150	нас в	3	2
151	от этого	3	2
152	в себе	11	2
153	бы в	2	2
154	как он	2	2
155	в свете	3	2
156	мы сейчас	2	2
157	в области	2	2
158	том как	2	2
