N	3gram	Vygotskiy__4	StatiiOP
1	в том что	31	17
2	о том что	3	11
3	для того чтобы	5	10
4	можно было бы	5	8
5	с точки зрения	11	8
6	в этом отношении	7	7
7	в данном случае	2	6
8	с другой стороны	8	6
9	во всяком случае	3	6
10	в самом деле	6	5
11	в этой области	2	5
12	на то что	4	4
13	так же как	5	3
14	и только в	2	3
15	только в том	2	3
16	заключается в том	14	3
17	том числе и	2	2
18	так как в	2	2
19	в том числе	2	2
20	в том смысле	2	2
21	в свое время	2	2
22	то обстоятельство что	3	2
23	с одной стороны	9	2
24	в этом случае	3	2
25	в равной мере	3	2
26	в первую очередь	4	2
27	и тем же	3	2
28	одним и тем	3	2
29	и то что	4	2
30	но и в	2	2
31	речь идет о	3	2
