N	2gram	Bakhtin_Fr_6	VLabPisa
1	таким образом	17	27
2	в этом	12	26
3	и в	41	25
4	не только	10	22
5	может быть	2	21
6	и не	3	19
7	не может	4	17
8	в его	7	15
9	прежде всего	10	13
10	в том	2	13
11	этом отношении	3	13
12	в частности	2	12
13	все это	11	12
14	как это	2	12
15	с другой	4	11
16	из них	5	11
17	не могут	2	10
18	о том	9	10
19	что в	7	9
20	и др	10	9
21	но и	13	9
22	то же	5	9
23	все эти	11	8
24	в своем	5	8
25	другой стороны	2	8
26	из этих	2	7
27	в году	6	7
28	как и	7	7
29	том что	7	7
30	было бы	3	7
31	во всех	17	7
32	вместе с	6	7
33	а не	2	7
34	у него	7	6
35	в себе	5	6
36	это и	2	6
37	то что	10	6
38	в нем	16	6
39	так и	5	6
40	и его	13	6
41	их в	2	6
42	между тем	2	6
43	в то	6	6
44	в результате	4	5
45	же время	5	5
46	все же	4	5
47	связи с	2	5
48	в искусстве	3	5
49	одним из	4	5
50	как бы	7	5
51	один из	6	5
52	сказать что	6	5
53	только в	3	5
54	не в	4	5
55	в плане	3	5
56	для его	2	4
57	никогда не	8	4
58	перед нами	3	4
59	в одном	5	4
60	что все	2	4
61	что он	6	4
62	с его	5	4
63	в ее	5	4
64	в романе	2	4
65	в своей	2	4
66	в самом	10	4
67	даже в	4	4
68	должен быть	2	4
69	образов и	5	4
70	как раз	2	4
71	в них	7	4
72	в этой	8	4
73	во время	9	3
74	всех этих	2	3
75	и как	4	3
76	и от	4	3
77	или меньшей	3	3
78	в конце	2	3
79	человека и	2	3
80	и образы	2	3
81	у нас	4	3
82	мы видели	2	3
83	что они	2	3
84	большей или	4	3
85	как о	2	3
86	или в	6	3
87	с этим	3	3
88	что не	3	3
89	например в	6	3
90	и он	5	3
91	в котором	4	3
92	жизни и	3	3
93	и их	3	3
94	именно в	4	3
95	образом в	2	3
96	в значительной	2	3
97	того что	3	3
98	так же	5	3
99	никак не	3	3
100	точки зрения	2	3
101	бы в	2	3
102	с более	2	2
103	он сам	3	2
104	дель арте	2	2
105	связана с	2	2
106	мира и	2	2
107	вовсе не	7	2
108	роль в	4	2
109	в книге	3	2
110	стороны и	2	2
111	в целях	3	2
112	а затем	4	2
113	до сих	3	2
114	и потому	2	2
115	но не	2	2
116	как у	3	2
117	они и	3	2
118	всех его	4	2
119	как известно	2	2
120	одной стороны	4	2
121	в большей	4	2
122	одной из	3	2
123	в образах	9	2
124	подчеркнуть что	5	2
125	меньшей степени	4	2
126	в ней	4	2
127	и даже	4	2
128	сих пор	3	2
129	все они	2	2
130	до нас	5	2
131	а в	4	2
132	в особенности	7	2
133	начиная с	2	2
134	с одной	4	2
135	но с	2	2
136	заключается в	2	2
137	того чтобы	4	2
138	между ними	3	2
139	и для	3	2
140	к этим	3	2
141	другом месте	4	2
142	искусстве и	2	2
143	отметить что	2	2
144	с другими	3	2
145	между собою	5	2
146	также и	6	2
147	также что	3	2
148	хотя и	2	2
149	лишь в	2	2
150	он в	2	2
151	он не	2	2
152	они не	3	2
153	говорить о	2	2
154	в другом	4	2
155	что даже	2	2
156	что мы	2	2
157	как он	2	2
158	в образе	6	2
159	в чем	3	2
160	в области	2	2
161	тогда когда	2	2
162	но в	8	2
163	а для	2	2
