N	2gram	Tiupa_Hudo_1	KulturaY
1	и т	11	54
2	т п	8	41
3	т е	4	32
4	и в	14	23
5	точки зрения	5	23
6	в том	12	22
7	не только	12	17
8	было бы	6	16
9	в этом	11	16
10	с точки	3	16
11	может быть	5	14
12	самом деле	5	14
13	что в	6	13
14	в самом	4	13
15	не менее	5	12
16	потому что	5	12
17	вопрос о	2	11
18	том что	16	11
19	а не	12	11
20	того что	4	11
21	в его	8	11
22	того чтобы	3	11
23	можно было	5	11
24	и не	2	10
25	прежде всего	11	9
26	тем не	4	9
27	еще не	7	9
28	если бы	3	8
29	лишь в	3	8
30	до сих	2	8
31	сих пор	2	8
32	т д	3	8
33	уже не	7	8
34	на фоне	2	7
35	и что	2	7
36	должно быть	2	7
37	все эти	3	7
38	по себе	2	6
39	что он	9	6
40	при этом	12	6
41	так и	13	6
42	в их	2	6
43	не может	7	6
44	то же	9	6
45	говорить о	3	6
46	связи с	4	6
47	только в	5	6
48	о том	12	6
49	ничего не	8	6
50	что же	2	5
51	в рамках	2	5
52	как и	9	5
53	не в	7	5
54	хотя и	2	5
55	что она	4	5
56	как бы	7	5
57	все же	3	5
58	в связи	3	5
59	как мы	3	5
60	а в	7	5
61	тем что	3	5
62	слова в	2	4
63	тому что	4	4
64	ясно что	2	4
65	один из	4	4
66	а также	3	4
67	в целом	2	4
68	не случайно	7	4
69	столь же	4	4
70	в своей	10	4
71	и о	4	4
72	в ее	3	4
73	то что	8	4
74	как в	8	4
75	как раз	4	4
76	в своем	4	4
77	не было	4	4
78	что не	2	4
79	в таком	3	4
80	не столько	2	4
81	между тем	8	4
82	на вопрос	2	3
83	отнюдь не	3	3
84	это не	7	3
85	на самом	2	3
86	именно в	7	3
87	или иного	2	3
88	к тому	7	3
89	и к	4	3
90	что на	2	3
91	ни в	5	3
92	с этой	2	3
93	но как	2	3
94	то в	4	3
95	но не	3	3
96	в данной	2	3
97	в первую	2	3
98	по преимуществу	3	3
99	он не	4	3
100	речь идет	3	3
101	но и	5	3
102	на него	2	3
103	первую очередь	2	3
104	по отношению	8	3
105	а с	2	3
106	мы не	2	3
107	они не	2	3
108	в ней	4	3
109	не имеет	2	3
110	и с	4	3
111	той же	2	3
112	в результате	2	3
113	в то	8	3
114	она не	4	3
115	того или	2	3
116	я и	2	3
117	так сказать	2	2
118	такой же	3	2
119	только для	2	2
120	все это	2	2
121	в частности	5	2
122	на том	2	2
123	не означает	2	2
124	это в	3	2
125	совершенно иной	2	2
126	можно сказать	4	2
127	состоит в	2	2
128	по своему	3	2
129	а то	2	2
130	в качестве	9	2
131	к другому	4	2
132	иначе говоря	2	2
133	никак не	2	2
134	не о	2	2
135	слова как	2	2
136	однако в	2	2
137	его в	3	2
138	отношению к	8	2
139	в пределах	3	2
140	речь в	2	2
141	своего рода	7	2
142	приходит в	2	2
143	внимание на	2	2
144	так в	2	2
145	то и	3	2
146	как к	3	2
147	при котором	2	2
148	только что	4	2
149	и об	2	2
150	это так	2	2
151	по адресу	2	2
152	не знает	2	2
153	эти слова	2	2
154	еще раз	2	2
155	на этом	3	2
156	как он	2	2
157	в этих	5	2
158	здесь не	2	2
159	но в	5	2
