N	2gram	Bakhtin_Fr_7	SlovoVZh
1	не может	3	16
2	точки зрения	5	14
3	может быть	4	14
4	и его	9	13
5	как бы	7	13
6	таким образом	19	12
7	и в	41	12
8	отношению к	2	11
9	по отношению	2	11
10	и не	7	10
11	так как	3	9
12	прежде всего	11	8
13	в нем	7	6
14	все время	2	6
15	в процессе	2	6
16	при этом	3	6
17	с помощью	6	6
18	в том	11	6
19	только в	6	6
20	в ней	5	6
21	и др	2	5
22	то что	8	5
23	никогда не	2	5
24	а не	2	5
25	то же	13	5
26	как и	14	5
27	том что	4	5
28	как в	5	5
29	но в	8	5
30	в виду	4	5
31	и к	5	4
32	ни было	2	4
33	отношение к	2	4
34	жизни и	3	4
35	так и	10	4
36	на самом	2	4
37	уже не	2	4
38	в литературе	2	4
39	не в	9	4
40	в этом	15	4
41	и на	4	4
42	его в	3	4
43	дело в	2	4
44	к нему	5	4
45	не только	5	4
46	в них	7	3
47	точка зрения	2	3
48	находит свое	2	3
49	в своей	3	3
50	все это	10	3
51	и по	3	3
52	все эти	13	3
53	но и	9	3
54	того что	2	3
55	и наконец	4	3
56	ни в	6	3
57	так же	5	3
58	мы не	2	3
59	и с	4	3
60	о том	6	3
61	и ее	2	3
62	в себе	11	3
63	для него	6	3
64	еще не	2	3
65	только на	2	3
66	и для	5	3
67	с ним	2	3
68	место в	4	2
69	уже в	5	2
70	с его	2	2
71	что и	5	2
72	но все	4	2
73	что в	9	2
74	вместе с	5	2
75	и так	2	2
76	в этих	2	2
77	все они	6	2
78	в форме	3	2
79	в своем	9	2
80	в отношении	3	2
81	это не	6	2
82	влияние на	4	2
83	мы имеем	2	2
84	и все	14	2
85	и другие	3	2
86	в особенности	2	2
87	к этому	5	2
88	слово это	2	2
89	в себя	2	2
90	его к	3	2
91	бы оно	2	2
92	не есть	2	2
93	с точки	3	2
94	и здесь	4	2
95	его как	2	2
96	и те	3	2
97	но это	3	2
98	такой же	3	2
99	в данном	2	2
100	и то	2	2
101	имеем в	2	2
102	одно и	2	2
103	выражение в	3	2
104	в формах	3	2
105	кроме того	3	2
106	до конца	2	2
107	в то	10	2
108	может стать	2	2
109	мы в	2	2
110	но этот	3	2
111	со всех	2	2
112	оно не	2	2
113	в чем	2	2
114	ничего не	4	2
115	он не	4	2
116	в его	12	2
117	и потому	3	2
