N	2gram	Vinokur_Ku_3	Psycholo
1	в том	22	37
2	и в	23	32
3	и что	7	22
4	том что	11	21
5	то что	4	21
6	таким образом	9	21
7	потому что	12	21
8	что в	13	20
9	так же	2	18
10	может быть	14	18
11	что и	6	17
12	не может	6	17
13	точки зрения	23	17
14	что она	5	16
15	самом деле	14	16
16	того чтобы	11	14
17	что он	6	13
18	при этом	6	13
19	то же	6	13
20	для того	12	13
21	в этом	16	13
22	по себе	6	12
23	если мы	7	12
24	в самом	13	12
25	не только	17	12
26	заключается в	4	12
27	так как	9	12
28	с тем	6	11
29	было бы	16	11
30	как и	5	10
31	и т	54	10
32	когда он	2	10
33	но и	3	10
34	и не	10	10
35	с точки	16	10
36	что все	2	9
37	как в	4	9
38	тем что	5	9
39	что это	3	8
40	не менее	12	8
41	не в	5	8
42	т п	41	8
43	той же	3	8
44	того что	11	8
45	к тому	3	7
46	ясно что	4	7
47	и как	2	7
48	такой же	2	7
49	а не	11	7
50	в сущности	4	7
51	все эти	7	7
52	совершенно ясно	2	7
53	можно было	11	7
54	сказать что	7	7
55	только в	6	7
56	что они	2	7
57	тот же	6	6
58	он не	3	6
59	как бы	5	6
60	целый ряд	4	6
61	те же	7	6
62	формы и	3	6
63	что если	2	6
64	о том	6	6
65	если бы	8	6
66	отнюдь не	3	5
67	в ней	3	5
68	далеко не	5	5
69	до сих	8	5
70	сих пор	8	5
71	все это	2	5
72	как раз	4	5
73	на самом	3	5
74	как на	8	5
75	в то	3	5
76	сам по	3	4
77	и более	3	4
78	столь же	4	4
79	от того	5	4
80	с этой	3	4
81	есть не	3	4
82	что на	3	4
83	тем не	9	4
84	как это	7	4
85	том случае	4	4
86	в чем	5	4
87	иначе говоря	2	4
88	материал для	2	4
89	указывает что	2	4
90	никак не	2	4
91	совершенно не	5	4
92	и тем	6	4
93	все же	5	4
94	данном случае	4	4
95	а в	5	4
96	мы имеем	2	4
97	не имеет	3	4
98	в данном	7	4
99	в языке	7	4
100	тому что	4	4
101	и с	3	4
102	могут быть	6	4
103	в целом	4	4
104	если же	2	4
105	которые в	4	4
106	ничего не	6	4
107	того как	7	4
108	между тем	4	4
109	в общем	6	3
110	по своему	2	3
111	не могут	5	3
112	главным образом	2	3
113	состоит в	2	3
114	в частности	2	3
115	для этого	6	3
116	хотя бы	9	3
117	с другой	7	3
118	не как	2	3
119	и к	3	3
120	смысл слова	3	3
121	по существу	3	3
122	что именно	3	3
123	но как	3	3
124	в нашей	4	3
125	только как	4	3
126	в своей	4	3
127	может служить	2	3
128	относится к	2	3
129	один из	4	3
130	то это	3	3
131	так и	6	3
132	том чтобы	4	3
133	были бы	4	3
134	бы и	3	3
135	же мы	4	3
136	в их	6	3
137	в отношении	3	3
138	что же	5	3
139	на этом	2	3
140	еще более	2	3
141	этот вопрос	3	3
142	и вот	3	3
143	что не	4	3
144	тому как	2	3
145	как к	2	3
146	он в	2	3
147	в каком	3	3
148	в которых	3	3
149	ни на	2	3
150	мы должны	3	3
151	в поэзии	5	3
152	того или	3	3
153	тогда когда	4	3
154	но в	2	3
155	мы не	3	3
156	в виду	8	3
157	слова в	4	2
158	на вопрос	3	2
159	в какой	3	2
160	это не	3	2
161	точка зрения	4	2
162	одного и	2	2
163	по происхождению	2	2
164	с другими	2	2
165	в одном	2	2
166	это в	2	2
167	или иного	3	2
168	во всяком	2	2
169	и здесь	2	2
170	ни в	3	2
171	и при	2	2
172	тем более	5	2
173	еще не	9	2
174	но не	3	2
175	очевидно что	3	2
176	того же	4	2
177	и говорить	2	2
178	пока мы	2	2
179	она не	3	2
180	и тот	2	2
181	вовсе не	5	2
182	убедиться что	4	2
183	во внимание	5	2
184	в его	11	2
185	все те	2	2
186	в ее	4	2
187	не так	3	2
188	как он	2	2
189	в этих	2	2
190	отношение к	3	2
191	для нас	4	2
192	на том	2	2
193	в процессе	3	2
194	вместе с	2	2
195	значение в	2	2
196	относительно того	2	2
197	отличается от	2	2
198	на него	3	2
199	и без	2	2
200	так в	2	2
201	бы не	3	2
202	другой стороны	3	2
203	в особенности	2	2
204	т д	8	2
205	а с	3	2
206	не было	4	2
207	после того	6	2
208	а потому	2	2
209	мы находим	3	2
210	из того	2	2
211	именно на	2	2
212	на этот	2	2
213	то или	2	2
214	при чем	5	2
215	отличие от	2	2
216	увидим что	2	2
217	в таком	4	2
218	и содержание	3	2
219	но это	5	2
220	как нельзя	2	2
221	также и	5	2
222	на которых	5	2
223	смысл и	2	2
224	и только	3	2
225	может оказаться	2	2
226	в русском	2	2
227	не понимает	3	2
228	в свое	2	2
229	в свете	2	2
230	не значит	5	2
231	там где	3	2
232	когда мы	3	2
233	не потому	3	2
234	учения о	4	2
235	могло бы	3	2
