N	2gram	Bakhtin_fo_2	Russkaja
1	не может	2	22
2	и не	9	19
3	в том	10	17
4	в этом	22	17
5	и в	46	14
6	с другом	4	14
7	друг с	4	14
8	то что	7	13
9	таким образом	3	11
10	то же	8	11
11	точки зрения	10	11
12	же время	4	10
13	но и	9	10
14	в то	5	10
15	том что	4	9
16	не только	11	9
17	в себе	4	9
18	с точки	8	9
19	может быть	7	9
20	во всяком	2	9
21	прежде всего	14	8
22	того чтобы	8	8
23	как на	2	8
24	отнюдь не	4	7
25	к тому	3	7
26	в данном	2	7
27	о том	4	7
28	и с	6	7
29	что он	3	6
30	и к	2	6
31	с тем	2	6
32	для него	3	6
33	для того	8	6
34	если в	2	6
35	все это	6	6
36	в своем	5	6
37	и для	9	6
38	себя и	3	5
39	жизни в	4	5
40	и на	7	5
41	или иной	2	5
42	при этом	6	5
43	до сих	2	5
44	было бы	2	5
45	конечно не	4	5
46	он не	5	5
47	никогда не	6	5
48	в нем	5	5
49	сих пор	2	5
50	во всех	11	5
51	и только	2	5
52	по существу	5	5
53	а в	3	5
54	потому что	8	5
55	только в	11	5
56	но не	5	4
57	что в	5	4
58	в мире	4	4
59	как и	8	4
60	к вопросу	3	4
61	все что	2	4
62	как бы	10	4
63	все же	6	4
64	жизни и	8	4
65	в корне	2	4
66	вместе с	9	4
67	в их	3	4
68	в совершенно	3	4
69	на земле	2	4
70	не в	9	4
71	в этой	2	4
72	в его	8	4
73	которой он	2	4
74	его в	6	4
75	так как	6	4
76	вопросу о	4	3
77	именно в	2	3
78	в большинстве	3	3
79	из этих	4	3
80	в конце	2	3
81	что все	2	3
82	а следовательно	3	3
83	этом случае	2	3
84	всех этих	7	3
85	и как	3	3
86	в другом	3	3
87	то в	2	3
88	лишь в	2	3
89	что они	4	3
90	должно быть	5	3
91	в качестве	3	3
92	еще не	6	3
93	и потому	2	3
94	что и	3	3
95	и т	14	3
96	из них	8	3
97	все они	3	3
98	борьбе с	2	3
99	не было	3	3
100	того что	3	3
101	и по	3	3
102	тем что	3	3
103	и во	6	3
104	говорить о	2	3
105	связи с	8	3
106	место в	4	2
107	всю эту	2	2
108	только для	2	2
109	и более	2	2
110	и есть	2	2
111	в частности	5	2
112	у него	9	2
113	друг другу	2	2
114	и от	2	2
115	с этим	5	2
116	к себе	4	2
117	их не	2	2
118	по себе	2	2
119	уже не	3	2
120	следовательно и	3	2
121	так что	4	2
122	но это	2	2
123	в борьбе	3	2
124	есть и	4	2
125	она не	2	2
126	от друга	2	2
127	и о	2	2
128	в котором	4	2
129	друг от	2	2
130	в некоторых	2	2
131	быть и	2	2
132	ее в	3	2
133	целый ряд	3	2
134	отношения к	4	2
135	если не	2	2
136	все эти	5	2
137	и вот	2	2
138	бы нас	2	2
139	а не	4	2
140	и наконец	6	2
141	и даже	3	2
142	так же	2	2
143	том же	4	2
144	людей и	2	2
145	их в	4	2
146	мы уже	9	2
147	во время	10	2
148	в этих	3	2
149	большинстве случаев	3	2
150	с ним	4	2
151	и должно	2	2
152	но в	10	2
