N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	26
2	так же	2	18
3	то что	6	16
4	не только	17	15
5	что в	2	14
6	может быть	5	14
7	но и	13	12
8	связь с	3	12
9	что он	3	10
10	так и	6	10
11	таким образом	7	10
12	и его	17	10
13	все же	7	9
14	и не	15	9
15	так как	6	9
16	то же	7	8
17	а в	4	8
18	в этих	4	7
19	превращается в	3	7
20	во время	12	7
21	как и	11	7
22	в качестве	2	7
23	их в	3	7
24	в этом	15	7
25	в дальнейшем	2	6
26	что они	2	6
27	еще не	2	6
28	мы видели	3	6
29	вместе с	2	6
30	не может	7	6
31	к нему	3	6
32	мы можем	2	6
33	могут быть	2	6
34	у него	2	5
35	в одном	3	5
36	это и	2	5
37	но все	4	5
38	но не	5	5
39	ничего не	2	5
40	в его	18	5
41	мы уже	6	5
42	до сих	4	5
43	и др	9	5
44	сих пор	4	5
45	как мы	7	5
46	и с	6	5
47	тем что	4	5
48	в другом	2	5
49	мы должны	2	5
50	но в	4	5
51	с другой	4	4
52	вовсе не	10	4
53	в тех	2	4
54	все что	2	4
55	в своей	5	4
56	даже в	3	4
57	другой стороны	3	4
58	так в	3	4
59	здесь не	2	4
60	того как	2	4
61	и даже	2	4
62	дает нам	2	4
63	но он	6	4
64	о том	3	4
65	и более	4	3
66	сравнению с	2	3
67	по сравнению	2	3
68	из этих	5	3
69	же в	3	3
70	в том	3	3
71	а затем	3	3
72	по существу	2	3
73	том что	4	3
74	и других	3	3
75	но это	2	3
76	во всем	3	3
77	при этом	5	3
78	связанные с	2	3
79	и другие	2	3
80	на его	2	3
81	относится к	5	3
82	как бы	11	3
83	все эти	7	3
84	на то	2	3
85	на земле	3	3
86	связан с	3	3
87	связи с	2	3
88	только в	13	3
89	там где	4	3
90	должен был	2	3
91	о чем	3	3
92	связана с	3	2
93	содержит в	2	2
94	уже в	5	2
95	связанных с	3	2
96	никогда не	5	2
97	в своем	5	2
98	и во	4	2
99	и все	3	2
100	в одну	2	2
101	ни в	3	2
102	этот момент	4	2
103	есть в	2	2
104	в истории	6	2
105	одна из	4	2
106	не дает	3	2
107	было бы	3	2
108	средние века	8	2
109	такого рода	2	2
110	видеть в	2	2
111	хотя и	2	2
112	в обряде	2	2
113	в нем	9	2
114	отношение к	8	2
115	другими словами	3	2
116	из них	3	2
117	в форме	4	2
118	все это	9	2
119	в связи	2	2
120	на языке	2	2
121	и за	2	2
122	и вот	3	2
123	лишь в	4	2
124	мы здесь	2	2
125	только с	3	2
126	к этим	3	2
127	и на	17	2
128	сказать что	6	2
129	даже и	2	2
130	в средние	9	2
131	имеем в	2	2
132	в себе	4	2
133	во все	2	2
134	можно найти	2	2
135	в этой	10	2
136	тех же	2	2
137	в особенности	5	2
138	в области	4	2
139	так например	2	2
