N	2gram	Vinokur_St_1	Myshleni
1	и в	44	25
2	в том	36	23
3	том что	29	20
4	и речи	2	20
5	что в	30	17
6	так же	5	17
7	таким образом	7	17
8	в основе	3	16
9	как и	9	15
10	то что	18	15
11	в его	9	15
12	в этом	21	14
13	может быть	15	13
14	в целом	5	13
15	так как	5	12
16	в качестве	4	12
17	что они	7	10
18	как бы	4	10
19	и не	16	10
20	и что	4	10
21	того что	9	10
22	было бы	17	10
23	что и	6	10
24	только в	10	10
25	заключается в	4	9
26	как в	13	9
27	мы не	2	9
28	ни в	3	9
29	того чтобы	11	8
30	не является	3	8
31	тем что	5	8
32	уже в	2	7
33	столь же	4	7
34	все эти	5	7
35	что мы	5	7
36	как это	4	7
37	по своей	2	7
38	для того	10	7
39	в области	14	7
40	не менее	5	6
41	с другой	9	6
42	не в	12	6
43	же как	3	6
44	и у	2	6
45	совпадает с	2	6
46	не может	8	6
47	потому что	6	6
48	от этого	2	6
49	что он	10	6
50	в отношении	9	6
51	но не	3	6
52	того же	3	6
53	со всеми	2	6
54	не только	18	6
55	все же	8	6
56	точки зрения	11	6
57	все это	5	6
58	можно было	13	6
59	так и	9	5
60	именно в	6	5
61	что это	4	5
62	тем не	2	5
63	но это	6	5
64	в пользу	2	5
65	для него	6	5
66	одной стороны	2	5
67	при этом	2	5
68	что она	4	5
69	с одной	3	5
70	и по	5	5
71	если бы	9	5
72	о том	17	5
73	могут быть	5	5
74	в этой	11	5
75	в основу	4	4
76	в частности	4	4
77	никогда не	5	4
78	в своем	2	4
79	в какой	3	4
80	из этих	6	4
81	прежде всего	7	4
82	на то	4	4
83	бы что	2	4
84	что с	2	4
85	смысле этого	2	4
86	всяком случае	6	4
87	время как	2	4
88	из них	8	4
89	но и	10	4
90	в деле	3	4
91	а в	17	4
92	сказать что	7	4
93	в то	9	4
94	мы имеем	2	4
95	с этим	3	4
96	и все	2	4
97	нет никаких	2	4
98	что оно	3	4
99	так называемая	3	4
100	то время	2	4
101	еще не	3	4
102	он не	2	4
103	тем же	3	4
104	той же	5	4
105	во всяком	6	4
106	могло бы	2	4
107	этого слова	2	4
108	и это	2	4
109	там где	5	4
110	значит что	3	4
111	ни один	2	4
112	но на	2	3
113	оба эти	2	3
114	с этой	3	3
115	и сам	2	3
116	в самом	7	3
117	в котором	5	3
118	если в	2	3
119	знака в	2	3
120	и их	2	3
121	другой стороны	7	3
122	по отношению	3	3
123	то обстоятельство	2	3
124	в которых	5	3
125	этом отношении	7	3
126	в результате	3	3
127	их в	2	3
128	между тем	3	3
129	обстоятельство что	3	3
130	его в	2	3
131	с которыми	2	3
132	к которому	4	3
133	в случае	2	3
134	по этому	3	3
135	то в	3	3
136	дело с	2	3
137	а с	3	3
138	этот вопрос	4	3
139	в виде	3	3
140	ничего общего	3	3
141	которые в	2	3
142	то же	5	2
143	можно ли	4	2
144	одним и	2	2
145	в этих	2	2
146	тому что	3	2
147	что там	2	2
148	в тех	3	2
149	для нас	7	2
150	так что	6	2
151	всякий раз	2	2
152	но все	4	2
153	является не	4	2
154	имеем дело	2	2
155	такого рода	2	2
156	в нем	5	2
157	для этого	2	2
158	поэтому в	3	2
159	и только	3	2
160	что как	2	2
161	в своих	2	2
162	в начале	3	2
163	ни на	2	2
164	того или	4	2
165	нас сейчас	2	2
166	говорит об	2	2
167	всех этих	2	2
168	и во	2	2
169	связанные с	3	2
170	ясно что	10	2
171	или иного	4	2
172	об этом	3	2
173	в таком	3	2
174	о котором	2	2
175	очень часто	3	2
176	и потому	2	2
177	а также	2	2
178	отношению к	3	2
179	которой можно	2	2
180	в своей	6	2
181	внимание на	3	2
182	вытекает из	2	2
183	из того	2	2
184	тем самым	2	2
185	на этот	3	2
186	и для	3	2
187	и его	8	2
188	или иначе	2	2
189	и то	5	2
190	в каком	3	2
191	в себе	2	2
192	в чем	3	2
193	а как	2	2
