N	2gram	Ircho_Kome_2	Literetu
1	и в	26	19
2	может быть	11	17
3	то же	3	12
4	и не	14	11
5	в том	11	10
6	как и	4	10
7	но и	10	10
8	же время	3	9
9	не может	3	9
10	в мире	2	9
11	в этом	10	9
12	в то	6	9
13	с другой	2	8
14	не только	7	8
15	том что	9	7
16	то что	6	7
17	так и	12	7
18	с одной	2	7
19	не менее	4	6
20	однако в	2	6
21	одной стороны	2	6
22	себя в	3	6
23	и на	7	6
24	для всех	3	5
25	столь же	9	5
26	художественного мышления	2	5
27	одна из	2	5
28	но не	3	5
29	в качестве	5	5
30	он не	2	5
31	вместе с	9	5
32	так в	2	5
33	в принципе	2	5
34	что в	9	4
35	в частности	4	4
36	прежде всего	4	4
37	не в	2	4
38	отнюдь не	2	4
39	того же	3	4
40	в ней	3	4
41	в его	4	4
42	еще в	4	4
43	даже в	2	4
44	один из	5	4
45	жизни и	3	4
46	ли не	7	4
47	человека в	3	4
48	так что	5	4
49	мы не	2	4
50	по отношению	3	4
51	тем что	3	4
52	точки зрения	4	4
53	едва ли	14	4
54	что он	5	3
55	идет о	2	3
56	в нем	6	3
57	одним из	2	3
58	в начале	4	3
59	в этой	3	3
60	во всех	3	3
61	речь идет	3	3
62	отношению к	3	3
63	со стороны	2	3
64	в их	3	3
65	и для	4	3
66	так как	4	3
67	а в	3	3
68	и его	12	3
69	в глазах	2	3
70	и с	5	3
71	х годов	2	3
72	следует признать	2	3
73	как правило	3	3
74	на этом	2	2
75	том числе	3	2
76	уже в	4	2
77	не было	3	2
78	ни было	2	2
79	с тем	5	2
80	у него	4	2
81	восходит к	4	2
82	в нашем	2	2
83	не является	2	2
84	в них	4	2
85	в какой	2	2
86	с этой	3	2
87	в конце	2	2
88	в виду	2	2
89	в одном	2	2
90	в каждом	3	2
91	вовсе не	2	2
92	в единственном	3	2
93	и к	2	2
94	для нас	3	2
95	в ее	2	2
96	а затем	5	2
97	ведь мы	2	2
98	и столь	3	2
99	тот же	2	2
100	еще не	6	2
101	было бы	8	2
102	и сам	3	2
103	со своей	3	2
104	одной из	4	2
105	наконец в	2	2
106	не по	4	2
107	как бы	2	2
108	не вполне	2	2
109	если в	2	2
110	в руках	4	2
111	говоря уже	2	2
112	что и	7	2
113	уже о	2	2
114	как он	3	2
115	все же	4	2
116	и т	2	2
117	же в	4	2
118	в целом	4	2
119	из них	7	2
120	и за	2	2
121	в истории	5	2
122	не говоря	2	2
123	при всем	3	2
124	т п	2	2
125	той же	3	2
126	и что	2	2
127	не более	2	2
128	для того	5	2
129	из которых	3	2
130	за то	4	2
131	хотя бы	2	2
132	друг друга	3	2
133	потому что	6	2
134	одно из	2	2
135	на себя	7	2
136	под названием	2	2
137	и еще	2	2
138	о том	6	2
139	как это	4	2
140	но в	3	2
141	мира в	4	2
