N	2gram	Losev_Prob_3	FransuaR
1	и в	44	45
2	то есть	34	25
3	и не	35	15
4	не только	14	14
5	в этом	17	14
6	но в	12	14
7	в его	9	13
8	во всех	2	13
9	и его	5	13
10	как бы	9	12
11	что в	8	12
12	в своем	5	11
13	то же	13	11
14	в то	9	11
15	прежде всего	3	10
16	в том	21	10
17	в нем	9	10
18	но и	10	10
19	как и	10	10
20	и с	9	10
21	вовсе не	37	8
22	как мы	8	8
23	в ней	5	8
24	жизни и	6	8
25	таким образом	9	8
26	в самой	2	8
27	так же	5	8
28	в конце	5	7
29	том что	12	7
30	не в	13	7
31	что и	9	7
32	мы видели	2	7
33	этих образов	2	7
34	все это	5	7
35	также и	16	7
36	потому что	25	7
37	и все	3	7
38	всех этих	2	6
39	что он	9	6
40	в этой	3	6
41	он не	8	6
42	здесь не	8	6
43	так и	10	6
44	связи с	8	6
45	так как	9	6
46	есть и	2	5
47	здесь и	3	5
48	с ним	7	5
49	и к	6	5
50	это и	7	5
51	но это	8	5
52	хотя и	5	5
53	с ее	2	5
54	как раз	8	5
55	не может	7	5
56	в связи	7	5
57	все эти	7	5
58	на самом	7	5
59	самом деле	3	5
60	и у	2	5
61	и как	3	5
62	его в	3	5
63	перед нами	8	4
64	же как	3	4
65	об этом	3	4
66	все они	2	4
67	и во	2	4
68	и от	9	4
69	мы не	7	4
70	и здесь	5	4
71	его как	3	4
72	но не	3	4
73	по своему	2	4
74	здесь в	3	4
75	ничего не	3	4
76	кроме того	3	4
77	по поводу	2	4
78	в самом	3	4
79	и о	5	4
80	между собою	2	4
81	мы уже	4	4
82	а также	4	4
83	в их	2	4
84	мы находим	7	4
85	а не	18	4
86	и даже	14	4
87	его не	2	4
88	как на	2	4
89	а в	5	4
90	можно было	4	4
91	сказать что	16	4
92	в основе	2	4
93	чем же	4	4
94	с этим	2	4
95	точки зрения	5	4
96	образов и	3	4
97	только в	19	4
98	о том	6	4
99	и это	9	4
100	зрения на	2	4
101	бы в	2	4
102	как это	2	4
103	это было	2	4
104	не менее	10	3
105	поэтому и	2	3
106	нисколько не	2	3
107	и другие	3	3
108	и ни	3	3
109	от его	2	3
110	как в	5	3
111	это не	9	3
112	находим в	3	3
113	ни в	8	3
114	по существу	2	3
115	есть в	3	3
116	того же	2	3
117	то время	4	3
118	для него	3	3
119	в своей	5	3
120	в заключение	3	3
121	от того	2	3
122	до сих	2	3
123	вместе с	2	3
124	сих пор	2	3
125	не было	5	3
126	еще и	7	3
127	именно в	2	3
128	того что	8	3
129	на этот	4	3
130	не имеет	9	3
131	и для	2	3
132	почти всегда	2	3
133	в которых	3	3
134	он и	2	3
135	в другом	2	3
136	дело в	4	3
137	и образ	2	3
138	дело здесь	4	3
139	о чем	2	3
140	с которой	2	2
141	если мы	16	2
142	с тем	5	2
143	роль и	2	2
144	и там	2	2
145	здесь перед	2	2
146	и есть	5	2
147	тут же	4	2
148	и без	4	2
149	говорить о	3	2
150	хотя бы	3	2
151	переходит в	2	2
152	что все	2	2
153	это в	2	2
154	значение и	5	2
155	в условиях	3	2
156	можно сказать	6	2
157	к тому	3	2
158	в отношении	2	2
159	отличие от	3	2
160	когда в	3	2
161	в начале	2	2
162	то что	23	2
163	в качестве	3	2
164	для них	2	2
165	но именно	2	2
166	было бы	8	2
167	что это	3	2
168	и если	6	2
169	может быть	28	2
170	образы и	3	2
171	произведение в	2	2
172	слова и	3	2
173	все же	6	2
174	в целом	6	2
175	когда он	2	2
176	и за	2	2
177	не будем	2	2
178	и до	2	2
179	данном случае	7	2
180	здесь только	7	2
181	вот это	2	2
182	мы говорили	2	2
183	а именно	8	2
184	в отличие	2	2
185	происходит в	2	2
186	и только	6	2
187	на котором	2	2
188	при этом	4	2
189	чем не	3	2
190	но эта	3	2
191	всякого рода	4	2
192	и что	7	2
193	и больше	3	2
194	с точки	2	2
195	и притом	4	2
196	жизнь и	2	2
197	нас в	4	2
198	в данном	9	2
199	не столько	2	2
200	мы можем	6	2
201	в известной	2	2
202	он в	2	2
203	и вообще	8	2
204	же самое	9	2
205	в чем	4	2
206	том как	2	2
