N	2gram	Vygotskiy__3	Narrotol
1	не только	12	32
2	может быть	19	25
3	но и	5	23
4	в качестве	2	21
5	и не	10	20
6	и в	38	19
7	то есть	15	19
8	в том	25	18
9	в этом	13	17
10	том что	14	14
11	не в	12	14
12	состоит в	3	13
13	а не	7	12
14	представляет собой	2	12
15	то что	35	11
16	а в	7	11
17	не может	7	10
18	точки зрения	16	10
19	при этом	4	9
20	со стороны	2	9
21	в его	5	9
22	с другой	7	8
23	в себе	4	8
24	как и	8	7
25	к тому	6	7
26	все же	8	7
27	как в	4	7
28	с одной	6	7
29	одной стороны	5	7
30	что он	11	6
31	в той	5	6
32	как это	6	6
33	иначе говоря	5	6
34	о том	6	6
35	но в	3	6
36	и как	8	5
37	отнюдь не	2	5
38	уже не	2	5
39	и его	6	5
40	в данном	2	5
41	в основе	3	5
42	к себе	2	5
43	в этой	13	5
44	далеко не	3	5
45	перед нами	8	4
46	одного из	2	4
47	в нем	4	4
48	у него	4	4
49	что не	3	4
50	то же	10	4
51	же в	2	4
52	в силу	2	4
53	было бы	12	4
54	имеет место	2	4
55	как бы	14	4
56	все те	2	4
57	речь идет	4	4
58	и тем	3	4
59	хотя бы	2	4
60	данном случае	2	4
61	другой стороны	5	4
62	из которых	4	4
63	не мог	4	4
64	сказать что	4	4
65	только в	4	4
66	здесь не	3	4
67	а с	2	3
68	что в	20	3
69	никогда не	4	3
70	из этих	3	3
71	в свою	4	3
72	ни в	3	3
73	что они	4	3
74	одна из	4	3
75	свою очередь	2	3
76	в сущности	10	3
77	в ней	15	3
78	он не	6	3
79	и даже	4	3
80	из двух	3	3
81	один из	6	3
82	с ее	2	3
83	из них	6	3
84	когда он	4	3
85	в ее	7	3
86	как мы	7	3
87	столь же	2	3
88	и на	6	3
89	между тем	7	3
90	тем что	3	3
91	в то	3	3
92	как будто	4	3
93	что это	10	3
94	бы не	3	2
95	должна быть	5	2
96	действующее лицо	2	2
97	в полном	2	2
98	между собой	2	2
99	в своем	5	2
100	что у	7	2
101	в какой	5	2
102	та же	3	2
103	она может	3	2
104	идет о	4	2
105	утверждать что	2	2
106	что именно	2	2
107	по выражению	2	2
108	говорит о	2	2
109	по существу	2	2
110	есть в	2	2
111	для него	2	2
112	она не	6	2
113	несмотря на	5	2
114	именно это	3	2
115	например в	2	2
116	наряду с	3	2
117	и когда	5	2
118	не имеет	6	2
119	время в	5	2
120	так же	2	2
121	как раз	8	2
122	к самому	2	2
123	как к	2	2
124	и только	3	2
125	отношения к	2	2
126	все эти	4	2
127	в двух	9	2
128	совершенно не	5	2
129	они не	2	2
130	самом деле	21	2
131	и для	4	2
132	с точки	9	2
133	он прямо	2	2
134	в таком	3	2
135	или в	5	2
136	одно из	2	2
137	не то	4	2
138	и ее	2	2
139	но как	2	2
140	здесь совершенно	4	2
141	все то	7	2
142	этого слова	2	2
143	и все	10	2
144	его в	3	2
145	рассказ в	3	2
146	представляют собой	2	2
147	когда мы	2	2
148	ничего не	2	2
149	что по	3	2
150	и одновременно	2	2
