N	2gram	Propp_Morf_1	StatiiOP
1	и в	13	29
2	том что	4	27
3	в том	6	27
4	в этом	14	21
5	но и	4	19
6	что в	8	19
7	не только	4	19
8	о том	2	17
9	что он	4	13
10	то что	8	11
11	в которой	3	11
12	к тому	4	10
13	таким образом	21	10
14	т е	21	10
15	и т	41	9
16	так и	6	9
17	и не	12	9
18	потому что	3	9
19	он не	3	9
20	и пр	37	8
21	но в	2	8
22	но все	3	7
23	с тем	2	7
24	так например	3	7
25	тому что	4	7
26	того как	2	7
27	для того	2	7
28	об этом	4	6
29	вовсе не	4	6
30	вопрос о	7	6
31	все же	7	6
32	т д	39	6
33	и что	2	6
34	того чтобы	3	6
35	прежде всего	9	5
36	в качестве	5	5
37	было бы	3	5
38	как бы	3	5
39	а не	11	5
40	того что	3	5
41	между тем	5	5
42	точки зрения	2	5
43	в частности	2	4
44	с другой	8	4
45	раньше чем	3	4
46	к этому	3	4
47	не в	3	4
48	и к	4	4
49	хотя и	3	4
50	ничего не	4	4
51	при помощи	9	4
52	действующих лиц	11	4
53	в другом	2	4
54	связи с	10	4
55	не менее	5	3
56	на вопрос	2	3
57	в этих	13	3
58	не является	3	3
59	оно не	2	3
60	с этим	11	3
61	в образе	4	3
62	у нас	2	3
63	но это	6	3
64	в начале	3	3
65	но не	4	3
66	например в	2	3
67	в обоих	2	3
68	всяком случае	2	3
69	из них	3	3
70	другой стороны	4	3
71	самом деле	4	3
72	как в	3	3
73	вряд ли	2	3
74	а с	2	3
75	относятся к	2	3
76	тем что	4	3
77	на самом	4	3
78	и по	2	3
79	хотя бы	4	3
80	так же	3	3
81	во всяком	2	3
82	и здесь	5	3
83	в россии	2	3
84	что эта	2	3
85	во время	6	2
86	с его	2	2
87	ни было	2	2
88	и другие	6	2
89	ниже в	2	2
90	если бы	2	2
91	и др	10	2
92	или с	3	2
93	в какой	3	2
94	как например	2	2
95	утверждать что	3	2
96	б в	2	2
97	в тех	6	2
98	что и	7	2
99	тем не	5	2
100	а затем	4	2
101	по существу	12	2
102	как и	3	2
103	то ни	3	2
104	и как	5	2
105	из его	2	2
106	в этой	2	2
107	что они	2	2
108	в то	3	2
109	по своему	2	2
110	случае не	3	2
111	несмотря на	4	2
112	на его	4	2
113	может быть	52	2
114	не по	2	2
115	а также	4	2
116	на то	2	2
117	только в	2	2
118	бы то	3	2
119	также и	4	2
120	в некоторых	3	2
121	дело не	2	2
122	со стороны	3	2
123	или менее	2	2
124	только что	2	2
125	по их	3	2
126	не на	2	2
127	не может	14	2
128	тогда как	2	2
129	то же	7	2
130	все эти	2	2
131	там где	5	2
132	более или	2	2
133	что такое	3	2
134	не имеет	2	2
135	с точки	2	2
136	в результате	7	2
137	сказать что	2	2
138	в каком	2	2
139	этот вопрос	2	2
140	в один	3	2
141	его в	2	2
142	так как	16	2
143	как это	3	2
144	в числе	2	2
145	это было	3	2
