N	2gram	Bakhtin_Pr_4	Literetu
1	не только	14	24
2	при этом	5	19
3	но и	12	17
4	а не	11	16
5	в том	9	16
6	том что	4	14
7	может быть	23	13
8	и не	27	12
9	в этом	16	12
10	прежде всего	9	11
11	в своем	3	11
12	своего рода	4	11
13	то что	4	10
14	не в	10	8
15	и в	46	8
16	только в	6	8
17	не менее	2	7
18	в его	9	7
19	как бы	19	7
20	уже не	4	7
21	в себе	7	7
22	в жизни	5	6
23	как и	12	6
24	и сам	5	6
25	себя в	3	6
26	точки зрения	11	6
27	то есть	40	6
28	с его	5	5
29	что он	6	5
30	же время	5	5
31	как в	4	5
32	не может	19	5
33	то же	6	5
34	в отличие	3	5
35	уже в	4	5
36	одним из	3	5
37	в данном	2	5
38	в то	5	5
39	отличие от	3	5
40	для этого	2	4
41	это не	5	4
42	о себе	5	4
43	в конце	3	4
44	но не	4	4
45	еще не	7	4
46	в формах	3	4
47	и тем	2	4
48	все же	4	4
49	в художественном	2	4
50	в своей	3	4
51	так и	4	4
52	и т.п	14	4
53	никогда не	6	4
54	в чужом	4	4
55	лишь в	2	4
56	друг друга	6	4
57	и его	6	4
58	как раз	7	4
59	не как	3	4
60	в этой	3	4
61	с собой	3	4
62	не было	2	3
63	что в	4	3
64	с другой	3	3
65	да и	4	3
66	одна из	2	3
67	в пределах	10	3
68	например в	4	3
69	в самом	9	3
70	у него	5	3
71	том же	4	3
72	же и	4	3
73	жизни и	5	3
74	в их	4	3
75	приводит к	4	3
76	при всем	2	3
77	по отношению	5	3
78	бы не	2	3
79	а в	2	3
80	таким образом	4	3
81	еще и	4	3
82	тем же	3	3
83	и даже	3	3
84	той же	3	3
85	потому что	4	3
86	во всяком	2	3
87	он и	4	3
88	к себе	6	3
89	но в	6	3
90	по своей	3	3
91	также и	3	3
92	далеко не	3	3
93	дело в	3	3
94	в виду	4	3
95	жизни не	2	2
96	на этом	3	2
97	а как	2	2
98	должна быть	2	2
99	у достоевского	16	2
100	превращается в	4	2
101	из этих	3	2
102	раз и	4	2
103	и нет	4	2
104	человека и	3	2
105	но при	3	2
106	от автора	2	2
107	в себя	4	2
108	для понимания	2	2
109	в мире	3	2
110	к тому	2	2
111	в другом	2	2
112	что я	6	2
113	или иной	2	2
114	того же	3	2
115	и само	2	2
116	для него	2	2
117	было бы	3	2
118	за пределы	5	2
119	и является	2	2
120	на почве	2	2
121	не могло	2	2
122	в нем	17	2
123	то это	3	2
124	отношению к	5	2
125	если оно	2	2
126	не к	3	2
127	на том	2	2
128	в сущности	7	2
129	только на	3	2
130	то и	2	2
131	и только	3	2
132	все эти	4	2
133	самом деле	4	2
134	что такое	2	2
135	хотя бы	2	2
136	с точки	9	2
137	в слове	3	2
138	можно было	2	2
139	самим собой	2	2
140	между тем	2	2
141	героя с	2	2
142	тем что	3	2
143	могут быть	2	2
144	самим собою	3	2
145	на себя	4	2
146	ту же	2	2
147	о том	5	2
148	как он	3	2
