2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
в последнее	2	4
все же	6	4
его в	2	1
мышление в	1	1
как показано	1	1
речи и	30	15
в развитом	1	1
на эгоцентрическую	1	1
становления человека	1	1
теоретической и	1	1
связь с	1	2
по нашему	1	1
между которыми	2	2
том и	3	1
сути дела	2	1
пиаже не	1	3
и доказать	1	1
зрения нашей	1	1
подобно тому	1	2
эти факты	1	1
в собственном	3	3
известном смысле	2	1
менее всего	3	1
фаз и	1	1
еще с	1	1
речи только	3	1
речи по	2	1
так точно	1	2
на основании	2	1
даже в	2	4
не хочу	1	1
внешней речи	18	3
мы имеем	1	3
и к	7	6
конечном счете	2	4
о которой	1	1
на два	1	1
речи для	25	2
тенденцию к	3	1
для установления	1	1
это скорее	1	1
с интеллектуальной	1	1
в данной	1	1
в наших	4	1
в развитии	10	26
того и	2	1
всем его	2	1
эти опыты	1	1
мышлением и	2	7
что при	2	3
с необходимостью	2	1
нашей гипотезы	3	1
которым мы	1	5
говорит по	1	2
интеллектуальную операцию	1	1
как теперь	1	1
и свою	1	1
в исследовании	1	4
речи может	2	1
так и	3	8
в другой	1	2
дело идет	1	1
не является	3	9
речи есть	3	1
вещь не	1	1
до лет	1	2
фантазии и	1	1
за пределы	1	2
эта структура	1	1
к еще	1	1
различных направлений	1	2
возникает и	1	1
в известном	2	2
тем самым	8	3
только от	1	1
то что	24	20
но как	1	1
пользу того	1	2
до некоторой	1	1
действительности и	1	3
и от	4	1
из того	3	4
всей их	1	1
имеет в	3	1
наряду с	2	2
не удивительно	2	4
об одном	2	1
для развития	1	1
в одном	1	2
эгоцентризма детской	1	1
тот факт	1	1
тому же	1	1
процессы развития	2	1
изменяется в	2	1
или на	1	1
мы обратимся	1	1
в высшей	1	7
к речи	1	2
несмотря на	2	4
той же	8	2
мышления и	9	16
зрения теории	1	2
значение этого	1	1
иначе говоря	1	2
та же	1	1
к которому	1	6
является главным	1	1
если бы	5	8
прийти к	1	2
в обоих	1	1
связи с	4	9
силу этого	1	1
что перед	1	1
ни в	2	2
речи речь	1	2
же деле	1	1
и которые	2	1
же точно	3	1
между собой	6	1
и той	2	2
что в	12	14
речи к	5	7
нельзя допустить	1	1
нас в	2	2
является необходимым	1	2
для объяснения	2	1
речь на	1	1
друг от	2	2
в начале	5	4
поэтому она	4	1
функции речи	1	6
за ним	1	1
в своей	3	4
как раз	3	4
развития с	1	2
форм и	2	1
но если	2	2
пиаже в	3	8
которые являются	1	1
несомненностью констатировать	1	1
друг с	2	2
означает не	1	1
в основе	3	3
на других	1	1
мы тем	1	1
этих двух	2	2
как только	1	2
речь есть	6	1
возрасте ребенок	1	1
из ее	3	1
что она	8	3
все более	1	1
как правило	1	1
между мышлением	3	5
в той	4	1
что если	2	2
