2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
свою силу	4	1
развития понятий	6	2
применительно к	1	1
все же	2	3
то очевидно	1	1
речи и	5	28
именно на	1	1
из основных	1	3
структурная психология	3	1
мышления на	3	2
пиаже не	1	4
в собственном	1	5
у пиаже	1	2
пиаже что	1	1
в значительной	2	2
что развитие	6	1
т.е на	1	1
одной точке	1	1
в состоянии	4	2
мере роста	1	1
даже в	1	2
и включает	1	1
и к	6	4
тенденцию к	1	2
в наших	4	3
независимо от	3	6
другой мы	1	1
в развитии	24	12
кроме того	1	1
ходом его	1	1
это понятие	1	2
что при	4	1
нас более	1	1
иначе как	5	1
исследования развития	1	1
не могло	2	3
вырастают все	1	1
до этого	1	1
в исследовании	4	3
нашего исследования	5	8
так и	6	5
реальных понятий	10	1
к проблеме	1	2
психологии так	1	1
что факт	1	1
частный случай	5	1
итак мы	1	1
мы наблюдаем	1	1
когда мы	6	1
и у	1	1
до лет	2	8
за пределы	1	2
себе дорогу	1	3
с восприятием	1	1
исследования не	1	1
у них	2	1
оно позволяет	1	1
в известном	1	2
последнее слово	1	1
один и	1	1
тем самым	8	5
то что	28	17
в каком	1	3
рассматривается как	2	2
исследования в	3	4
ситуации и	1	1
раннего возраста	1	2
и от	2	3
в более	1	1
из того	5	5
никак не	1	1
уровнем их	1	1
стороны речи	2	8
условия для	1	1
возникает вопрос	2	1
обобщения и	6	1
не удивительно	1	1
в эти	1	1
раннем возрасте	2	2
принципиально нового	1	1
возможность влияния	1	1
переходе от	5	2
все его	1	1
пиаже склонен	1	2
в одном	2	4
в свою	1	4
самому своему	1	1
тот факт	1	1
всем остальным	1	2
в высшей	2	4
на отдельные	1	3
несмотря на	2	2
дорогу к	1	2
той же	4	2
аутистического мышления	1	4
чем к	1	2
не иначе	4	1
иначе говоря	3	2
большую часть	1	1
мышления и	7	40
если бы	7	5
новых свойств	1	1
связи с	3	3
может иметь	1	1
по линии	1	2
силу этого	1	3
ни в	1	4
же точно	3	9
к одному	2	1
приведенного выше	1	1
единица может	1	1
между собой	9	5
и той	3	2
то время	6	5
он с	2	1
лежат в	2	1
что в	17	14
нас в	2	1
двумя различными	1	1
этих вопросов	1	1
возможны только	4	1
для объяснения	2	1
друг от	1	3
работы была	1	1
пиаже в	1	6
в своей	2	4
к сожалению	1	2
как раз	6	4
научных понятий	40	2
но если	4	1
сказал бы	1	1
друг с	5	4
на первый	1	2
и обобщения	2	3
в основе	3	8
когда оно	2	1
эти же	1	1
что можно	1	1
стороны как	1	1
с его	3	4
совершенно иначе	1	1
мысли мы	2	1
этих двух	1	3
отрывается от	1	2
как только	2	1
другому человеку	1	2
настоящее исследование	1	1
что она	1	4
все более	2	3
ребенка более	1	1
только это	1	1
что если	2	2
о чем	1	2
зависимости от	5	2
и что	6	5
ближе к	1	2
которыми мы	1	1
показал что	4	1
низших животных	1	1
потребности в	1	1
возраста и	1	1
что самое	1	2
и все	5	5
подумать что	1	1
мы говорим	2	1
ребенок не	3	4
которое мы	2	3
на этот	4	3
и отношений	6	2
и заключается	1	1
детей в	1	3
нашей мысли	3	1
обобщение и	1	1
сам пиаже	3	4
мы только	1	2
мышления которые	1	3
видим таким	1	3
понятие которое	1	1
с пиаже	1	2
развитии мышления	1	8
мысль к	1	1
предметом исследования	1	3
речи именно	1	2
и значением	1	1
сейчас же	1	1
из которых	1	3
это положение	1	4
что эта	2	2
в них	3	2
только не	3	1
мы хотим	1	2
основанное на	3	1
на одном	2	1
при изучении	1	1
гласит что	2	2
что все	5	4
между этими	4	6
не то	1	1
действия и	3	2
старой психологии	1	1
не может	19	12
могут быть	5	3
о связи	2	1
если не	1	3
с психологической	1	2
из которого	2	1
связано с	3	2
там где	7	2
предметов в	3	1
функции в	1	4
мы видели	8	2
действительности в	1	1
отнюдь не	1	1
начинаем понимать	2	1
к пониманию	1	2
в значении	1	1
не раньше	1	1
центрального значения	1	1
виде в	1	2
этом вопросе	2	4
его мысли	3	2
вместе с	7	9
ребенка а	1	2
он должен	4	2
как синкретизм	1	1
путь для	2	1
развития значений	4	1
параллельно с	1	1
в том	28	24
мы знаем	4	1
бы поставить	1	1
другого как	1	2
и который	1	3
психологии и	1	1
является то	1	2
оно в	1	1
в его	3	14
двух моментах	1	1
значения в	1	1
в научной	1	2
в огромной	1	1
если понимать	1	1
с развитием	6	2
между отдельными	3	3
на всем	1	2
как они	2	1
мы имели	1	1
что тот	1	1
не существует	1	1
ряду других	1	1
известной части	1	1
надо сказать	1	1
как при	1	1
приводит к	6	4
от того	10	6
речи в	2	14
о том	1	6
между тем	1	9
совершается в	3	1
чем он	2	2
нашем исследовании	1	2
моментов в	2	1
речи как	2	8
на вопрос	2	2
эти особенности	1	1
полнотой но	1	1
в руки	1	1
на то	4	5
который мы	4	2
сила и	1	1
то обстоятельство	1	1
еще в	2	1
во всей	1	4
с помощью	13	13
и решить	1	1
ребенка к	1	3
должны быть	1	1
мы и	4	3
другу на	1	1
и функции	2	4
этого развития	1	1
и спонтанных	2	1
главным образом	1	2
ребенок лет	1	1
как мы	10	5
эта работа	1	1
нам объяснить	1	1
этим вопросом	1	1
противоречие между	1	1
логических операций	2	1
по мере	3	4
ребенка т.е	1	1
может быть	13	14
прямое выражение	1	1
и логикой	1	2
то в	5	1
и его	3	6
в одной	4	3
друг по	1	1
не можем	1	1
развития в	6	2
мечты и	1	3
в лет	1	4
его мысль	1	1
более частных	2	1
нужно было	1	1
обнаруживает тенденцию	1	1
функции мышления	4	1
и широтой	1	1
в сфере	12	3
с таким	1	3
что как	1	2
только тогда	4	2
который определяется	1	1
в отношении	10	10
тем чтобы	1	1
первое исследование	1	2
обобщения к	1	1
речью в	1	2
вовсе не	1	3
она не	2	3
и возникает	2	2
в школьном	9	3
для всей	3	1
между двумя	2	2
есть не	1	2
ребенка не	4	2
от до	1	4
различные функции	1	1
к установлению	3	3
конце развития	1	1
это как	1	1
в виде	1	2
положений на	1	1
не на	2	1
с тем	5	7
ли не	1	1
на развитие	5	1
речи во	1	1
я не	4	3
который в	1	3
обратиться к	1	3
за собой	3	2
из этого	2	5
образом что	1	3
мысли с	2	1
детской речи	5	9
всей психологии	3	1
той или	1	1
невозможно и	1	1
бы в	3	5
понятиями и	3	1
эти два	1	1
действительности но	1	1
в мышлении	6	1
всякую возможность	2	1
отличие от	1	1
его к	1	1
сравнению с	14	5
опыты показали	1	1
речью и	1	2
сказать что	13	11
иначе чем	1	2
и других	7	3
одном и	3	1
как он	1	3
особенности детского	1	3
уже сказано	1	6
и между	2	1
мы встречаемся	1	1
того на	1	1
психология не	1	2
этот центральный	1	1
связаны между	1	1
но до	1	2
нас к	4	8
в частности	4	2
этого исследования	1	4
функции мы	1	1
со структурой	3	1
возникает у	1	1
в море	1	2
показывает что	7	3
на этой	5	1
относительно поздно	1	1
вещи к	1	1
значение слова	3	5
ответ на	1	3
и даже	1	2
может не	1	3
не остается	1	3
нам еще	1	1
со взрослым	1	1
и тем	5	6
того чтобы	10	17
и при	1	2
самом конце	1	1
вывод который	1	1
в своих	3	5
только в	18	6
более общего	1	1
мышление ребенка	1	3
другой стороны	2	9
удивительно поэтому	1	1
в этой	5	7
ребенка до	1	4
образом оказывается	1	1
отношению к	10	7
определенной ступени	1	2
в психологическом	1	4
об обучении	1	1
не могли	5	2
к выводу	1	4
оказалось что	1	1
этим именем	1	1
то и	1	3
т.е в	1	1
что еще	1	1
бы что	1	2
и психологических	2	1
значении слова	1	2
мысль ребенка	1	7
мысли взрослого	1	1
к этому	1	4
их со	1	1
свой характер	1	1
это оставалось	1	1
мышления но	2	4
закон осознания	1	1
как в	3	4
от этого	3	2
которое гласит	1	1
связи со	1	1
и не	11	9
что у	2	2
но вместе	1	4
мы уже	2	1
косвенные данные	1	1
формулировку к	1	1
думается нам	1	1
который он	1	1
лежит в	3	2
пиаже является	1	2
таким образом	18	26
тем более	1	5
по своему	2	1
понятий и	10	4
детской мысли	11	13
связанные с	3	1
тогда когда	6	3
сравнению со	1	1
ребенка и	2	5
тем что	8	6
одно и	1	2
нам удалось	1	1
по самому	2	1
увидим в	1	1
в плане	3	1
значения слова	1	3
и мышления	1	11
обнаруживает в	1	1
к новой	2	1
не только	16	16
на другой	1	1
заставляет его	1	1
он не	7	5
в основном	1	1
смысле этого	1	3
наконец в	1	2
ребенка в	8	8
в самых	1	3
все эти	2	4
они позволяют	1	2
явления в	1	1
для всего	1	1
развитии и	3	1
все многообразие	1	1
мышления а	1	1
факта что	1	3
ребенка это	2	4
одну из	1	4
к анализу	3	3
в данном	2	2
в истории	1	1
оказывается не	2	1
факт который	1	1
есть и	1	1
слова в	1	1
это противоречие	2	1
содержит в	1	1
с самого	7	8
в их	3	3
не содержат	1	1
их развитии	1	1
и изолированными	1	1
о двух	1	1
представления о	2	1
что является	1	2
основе этого	2	1
из области	2	1
в себе	4	6
между ними	7	2
все их	1	1
на примере	3	2
с той	1	2
более раннего	1	1
является основным	1	2
шага в	1	1
как на	3	4
проистекает из	1	1
на его	3	1
отдельными и	1	1
как известно	7	3
мышления не	3	1
к тому	10	4
с их	1	1
возникает то	1	1
впервые в	1	1
ребенка он	1	1
в направлении	1	1
на основе	4	1
интересующих нас	2	3
вперед по	1	1
таким же	1	1
сколько на	1	1
ряд особенностей	1	1
не оставляет	1	1
ребенок с	1	1
исследования и	3	6
быть выражено	3	1
данных которые	1	1
перед нами	1	5
изучения понятий	1	1
состоят в	1	1
сознании в	1	1
одной стороны	1	9
развития детской	1	1
только как	1	1
само собой	2	1
самого понятия	3	1
пиаже он	1	1
раньше чем	2	1
относящихся к	3	2
логикой мечты	1	1
из них	2	1
мере развития	1	3
возрасте и	2	4
с другом	5	4
теряют свою	1	1
первый план	1	2
в новом	2	3
мысли в	4	5
ступенями в	1	1
в области	6	3
до конца	3	1
развития этот	3	1
сказано выше	1	1
но даже	1	1
отличается от	3	1
в первом	4	2
труда но	1	1
проблему мышления	1	2
обстоятельство что	1	1
нам думается	5	6
у ребенка	13	6
всех остальных	1	3
исследования тех	1	1
переходом от	1	2
ступени развития	6	2
его теории	1	1
которые мы	1	2
по себе	3	5
мышлении ребенка	4	2
и является	2	1
не менее	2	1
более близкое	1	2
еще не	8	1
заключить что	4	1
привести к	1	1
онтогенетического развития	1	1
целый ряд	4	4
к нашему	1	1
не столько	1	4
каждое новое	1	1
представляют собой	3	2
к его	2	2
же самое	6	3
центральный пункт	3	1
первого исследования	1	2
но на	2	1
в конце	2	2
для решения	3	1
образом мы	2	1
на все	1	3
к мысли	1	2
а в	2	2
к новым	1	1
тому что	11	5
но этого	1	1
каждом шагу	1	1
рабочую гипотезу	1	3
и более	2	5
представляет собой	3	11
мы вправе	1	2
только с	1	1
исследование показало	1	2
слов и	3	1
быть выражена	2	2
своей природе	4	2
силу того	5	1
видели уже	1	1
остановиться на	3	1
всех тех	2	5
движение мысли	2	1
тех отношений	1	1
дело в	1	2
где они	2	1
мысль которая	1	1
с первого	1	1
опираясь на	1	1
в своем	7	3
на которой	1	2
стороны и	1	1
в нашем	4	2
и без	1	1
но с	2	1
пиаже но	2	2
и на	5	8
эти исследования	1	3
в ходе	3	8
в различных	1	1
исследования мы	2	2
которые в	4	1
от друга	1	3
к другу	4	2
это является	1	1
для дальнейшего	1	2
возможно только	3	1
анализа и	1	1
с которыми	1	1
всякого исследования	1	1
целом мы	1	1
наших глазах	1	1
в двух	1	2
вообще не	6	1
в психологии	3	10
для того	8	15
и функциональный	1	1
детского развития	3	3
при переходе	6	2
факт что	1	3
ступени в	2	1
детского мышления	2	34
как и	6	14
означает в	1	1
ассоциативной психологии	1	1
тому как	1	1
должен был	3	1
потому что	22	6
числе и	1	1
думается что	5	5
по законам	1	1
возраста в	2	2
нуждается в	3	2
т.е обобщение	1	1
на котором	2	1
что с	3	2
значения слов	1	1
в самом	8	7
только и	1	1
ожидать что	1	1
развиваются в	1	1
вытекают из	1	1
мышлении и	1	7
речь т.е	1	2
в то	6	7
и то	4	3
этой проблемой	1	1
по отношению	10	7
никогда не	8	2
раз в	3	1
своеобразного пути	1	1
этом отношении	3	4
всех этих	1	2
им в	1	1
опыта и	3	2
основные функции	1	1
и в	28	23
все время	3	6
как оно	3	1
так же	15	16
и зависимостей	1	1
так что	6	1
спонтанных понятий	15	1
не просто	1	1
мысли это	1	1
так как	10	7
последнего времени	1	1
значение в	1	3
но не	10	4
понятий ребенка	14	3
не имеющих	1	1
и том	2	1
хотя в	2	1
его за	1	1
ключ к	2	2
не в	4	4
лежащих в	1	1
развития ребенка	4	1
вопрос в	1	1
к решению	2	2
для всех	2	4
от высших	1	1
