4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram
заключается в том что	13	6
то что в основе	1	1
в том числе и	2	1
собственном смысле этого слова	4	4
его к тому или	1	1
в следующем виде ребенок	1	1
то же самое слово	1	1
никак нельзя принять за	1	1
состоит в том что	3	3
понятий в переходном возрасте	1	1
образования понятий таким образом	1	1
ни в какой степени	1	1
которые не могут быть	1	1
выработанного понятия на новые	1	1
этой фазе своего развития	1	1
на основе комплексного мышления	1	1
не что иное как	1	1
функции в своеобразном сочетании	1	1
слов ребенка и взрослого	1	1
от общего к частному	1	1
между отдельными элементами входящими	1	1
всего процесса в целом	1	3
операции с помощью которых	1	1
мы уже говорили выше	2	1
если принять во внимание	1	1
мышления в понятиях к	1	1
отношение общего к частному	1	1
не подлежит никакому сомнению	2	1
подлежит никакому сомнению что	1	1
слова в качестве средства	2	1
умственный рисунок понятия маленькое	1	1
мы должны сказать что	1	1
в том виде как	1	2
на одном и том	1	1
одного и того же	5	4
в том что в	1	1
по внешнему виду может	1	1
с этой точки зрения	4	2
принципиально нового по сравнению	1	1
картина умственный рисунок понятия	1	1
в то время как	1	4
в том что вместо	1	1
как мы уже говорили	2	2
все более и более	2	1
понятие в собственном смысле	2	1
принять за простой знак	1	1
понятий и как мы	1	1
для того чтобы подойти	1	1
в том что перед	1	1
одной и той же	4	2
сравнению со всеми остальными	1	1
к одному и тому	4	1
рисунок понятия маленькое повествование	1	1
он имеет в виду	1	1
сравнению с тем что	1	1
комплексному характеру детского мышления	1	1
фаза в развитии детского	1	1
понятия маленькое повествование о	1	1
одним и тем же	3	1
мы будем иметь возможность	1	1
и в мышлении взрослого	1	1
отдельными элементами входящими в	1	2
исследований процесса образования понятий	1	1
мы могли бы сказать	2	3
общего к частному и	2	1
от мышления в понятиях	2	3
интеллектуальные функции в своеобразном	1	1
от конкретного к абстрактному	1	1
нового по сравнению с	1	1
на каждой возрастной ступени	1	2
в собственном смысле этого	4	4
мы видим таким образом	4	1
к мышлению в понятиях	2	1
за простой знак понятия	1	1
в процессе образования понятий	1	4
в собственном смысле слова	1	2
маленькое повествование о нем	1	1
одном и том же	1	1
так же как и	4	4
принять во внимание что	1	1
к частному и частного	1	1
в процессе развития детского	1	1
по сравнению с тем	1	1
и того же по	1	1
процессе развития детского мышления	1	1
играют чрезвычайно важную роль	3	1
ничего принципиально нового по	1	1
в этой фазе своего	1	1
скорее картина умственный рисунок	1	1
одному и тому же	4	1
в качестве средства образования	1	2
друг с другом в	1	1
к тому или иному	2	1
между ребенком и взрослым	2	1
подростка и взрослого человека	1	1
в экспериментальных условиях ребенок	1	1
только в том что	2	2
является то обстоятельство что	1	3
видим таким образом что	4	1
только в переходном возрасте	1	1
нельзя принять за простой	1	1
между мышлением в понятиях	1	1
частному и частного к	1	1
по сравнению со всеми	1	1
речевого общения со взрослыми	1	1
бы то ни было	1	1
что с одной стороны	1	1
в развитии детского мышления	8	1
заключается только в том	1	1
того чтобы подойти к	1	1
заключается в том чтобы	1	1
что процесс образования понятий	1	2
в мышлении взрослого человека	4	1
могли бы сказать что	2	3
форму комплексного мышления ребенка	1	1
смысле этого слова мы	1	1
