2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram
раз наоборот	1	1
случаях герой	1	1
его в	6	9
все же	10	9
коне или	1	1
в царство	7	2
теперь к	1	1
связь с	4	12
так например	6	2
этих случаях	2	8
куда глаза	2	1
подобно тому	1	1
в точности	2	5
почему иван	1	1
довольно много	1	1
не лучше	1	1
даже в	4	4
эти материалы	2	1
себя за	1	1
в калифорнии	1	3
воas неи	1	1
мы имеем	13	7
в иное	4	7
и к	1	1
право на	2	2
у смирнова	1	1
время обряда	1	2
получает от	1	1
но здесь	1	1
в могилу	2	2
волшебное средство	3	9
своего отца	2	3
независимо от	1	1
мы читаем	1	2
волшебного средства	2	1
к ложным	1	1
и всей	1	1
или один	1	1
мы здесь	3	2
от низшей	2	1
сказку как	1	2
из таких	1	2
то мы	4	2
его и	2	2
связан с	1	3
так и	9	10
то здесь	2	2
в иных	1	1
коня на	1	1
харузин неи	1	1
и т	25	27
уже давно	1	1
трех раз	1	1
это легко	1	1
в другой	1	3
золотые волосы	1	1
когда мы	2	1
и у	1	5
к своей	1	3
у них	1	1
есть нечто	1	1
то что	9	16
подземный мир	1	2
но как	1	1
из сказки	2	1
он действует	1	1
не как	3	1
более ранней	1	1
д к	1	6
в более	1	1
с дарителем	1	1
материалы по	1	2
имеем и	1	2
предысторического периода	1	1
могут служить	1	1
и жизни	1	1
его как	2	2
доживает до	1	1
имеет в	1	1
в особенности	2	2
наряду с	3	3
сказки где	1	1
дает сказка	2	2
бы думать	1	1
с падением	1	1
легче всего	1	1
представлением о	1	2
должна быть	5	2
в русских	1	2
отношении что	1	1
основаны на	1	1
в одном	5	5
на который	1	1
иное как	1	3
фрэзер говорит	1	2
или на	3	2
так много	1	2
попадают в	1	1
через которую	2	1
та же	1	1
все стадии	1	1
к которому	5	1
мы получим	2	1
нет никакого	1	1
связи с	4	3
если бы	8	2
один вид	1	1
в мифе	2	2
между собой	4	1
то время	3	1
что в	12	14
герой попадает	3	1
нас в	2	1
в сказке	44	47
до трех	1	1
волшебного помощника	1	2
это слишком	1	1
однако в	2	2
песен и	1	1
в начале	3	1
в фольклоре	1	2
а как	1	2
поставленный в	1	1
в своей	1	4
хотя он	2	1
как раз	2	1
у своего	1	1
или же	1	3
древнее и	1	1
но если	2	1
наоборот так	1	1
в основе	4	1
его по	1	1
этом случае	1	3
мы устанавливаем	1	1
и социальной	1	1
что она	5	3
как правило	4	1
что если	2	1
очень часто	3	1
их имена	1	1
зависимости от	2	1
с представлением	1	3
и что	10	5
еще одну	2	1
и все	1	2
том отношении	1	1
с героем	2	1
на этот	2	2
сказку но	1	1
бы мы	2	2
еще одно	1	1
ты не	5	1
после того	1	2
для чего	1	1
отправка в	2	1
или он	1	3
найти в	1	1
из которых	3	5
уже видели	1	1
стоит на	2	2
что эта	1	3
в них	1	1
сообщается что	1	1
или нет	1	1
о смерти	6	1
в свет	1	1
условия и	1	1
фигурирует в	1	1
при изучении	1	2
не есть	2	2
очень возможно	2	1
те же	1	3
которых надо	1	1
и так	1	1
а он	1	1
или иное	1	1
