4gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_4gram
заключается в том что	2	1
в том числе и	2	1
мы имеем в виду	1	1
же самое время содержит	1	1
если иметь в виду	1	1
также и то что	2	1
и в связи с	1	1
в буквальном смысле слова	1	2
то же самое время	4	2
взятое само по себе	1	1
не что иное как	3	2
и ни в какой	1	1
вне и независимо от	2	1
в той или иной	1	7
на самом же деле	1	2
ни в каком случае	3	3
уже во всяком случае	1	1
даже и представить себе	2	1
во всяком случае не	2	1
при помощи того или	1	1
является не чем иным	1	1
мы должны сказать что	1	1
другое дело если я	1	1
в одно нераздельное целое	1	5
есть не что иное	3	2
в то время как	1	2
тем не менее в	1	1
не имеющих ничего общего	1	1
можно ли сказать что	2	1
свидетельствует о том что	1	1
не чем иным как	1	2
и можно даже сказать	1	1
говорить о том что	1	1
то это значит что	2	1
помощи того или иного	1	1
а это значит что	1	2
взятые сами по себе	2	1
в области гуманитарных наук	1	1
едва ли кто-нибудь станет	1	1
и уж тем более	5	1
до сих пор мы	1	1
вовсе не тем что	1	1
с одной стороны это	1	1
самом же деле здесь	1	1
в каком случае не	2	3
и в то же	1	1
то есть перестает быть	1	1
предмета и самого предмета	1	1
а может быть даже	1	1
тоже ни в каком	1	1
это ясно само собой	1	1
пусть хотя бы и	1	1
ни в какой мере	1	4
же в таком случае	1	1
тем не менее он	1	1
не говоря уже о	4	1
так же как и	1	1
не имеет ничего общего	2	2
время содержит в себе	1	1
ни в каком смысле	1	2
может быть даже и	1	1
есть в подлинном смысле	1	1
уж во всяком случае	2	2
есть нечто целое и	1	1
и тем не менее	1	3
или по крайней мере	3	2
в какой мере не	1	4
сказать это то что	1	1
и ни в каком	1	1
хотя бы даже и	1	2
здесь сказать это то	1	1
но можно ли сказать	1	1
в данном случае только	1	1
в то же самое	4	2
самое время содержит в	1	1
ведь для того чтобы	1	1
предмета к самому предмету	1	1
бы то ни было	1	1
имеет ничего общего с	2	1
по крайней мере в	2	1
в каком смысле не	1	2
а в том числе	1	1
той или иной мере	1	3
но по крайней мере	1	1
с другой стороны однако	1	4
а тем не менее	2	1
