3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram
жизни и в	1	1
и потому может	1	1
нет и не	1	1
о диалогической природе	2	1
вовсе еще не	1	1
сказать что и	1	1
можно было бы	1	1
достоевский очень хорошо	1	1
позволено если нет	1	1
в той или	2	1
и вступают в	1	1
по-своему то есть	1	1
мы будем называть	1	1
к слову как	1	1
иногда и в	1	1
отношение к слову	1	1
о том что	3	2
он ни был	1	1
на протяжении всего	2	1
мы можем сказать	2	1
отношению к героям	1	1
на земле и	1	2
но только в	1	1
с самим собой	1	1
почти вовсе не	1	1
в большей или	1	2
в большинстве случаев	2	4
и человека идеи	1	1
для правильного понимания	2	2
в том числе	2	11
которая ведет к	1	1
в его целом	3	1
платона и ксенофонта	1	1
друг от друга	2	1
в основе жанра	1	1
по последним вопросам	1	1
еще раз подчеркнуть	2	1
потому что они	2	1
более или менее	1	3
и правильнее понять	1	1
как у достоевского	1	3
смешение прозаической и	1	1
в братьях карамазовых	2	2
той или иной	3	1
прежде всего в	1	1
записок из подполья	1	1
и особенно у	1	1
идей в его	2	1
прозаической и стихотворной	1	1
единство и непрерывность	1	1
в зависимости от	3	2
то есть с	2	2
идея о том	1	1
даже и не	1	2
одной и той	1	1
и так сказать	1	1
том что все	1	1
основе жанра лежит	1	1
нем нет здесь	1	1
диалогической природе истины	2	1
по сравнению с	2	4
и не может	2	1
диалогическое отношение к	1	3
при всей их	1	1
вернемся в дальнейшем	1	1
в том что	4	3
в некоторых жанрах	1	1
может быть даже	2	1
отметить что в	1	1
на пороге жизни	1	1
быть даже и	1	1
последних вопросов и	1	2
я всю жизнь	1	1
идеи у достоевского	3	1
сказать что в	1	1
серьезного и смешного	1	1
то же время	3	5
к творчеству достоевского	1	1
хотя и не	1	1
бы он ни	1	1
тем не менее	1	2
все позволено если	1	1
там где она	2	1
новое отношение к	2	1
именно потому что	1	1
как он сам	2	1
по крайней мере	2	1
униженных и оскорбленных	1	1
то есть в	8	2
образа идеи у	1	1
их отношение к	1	1
всю жизнь мою	1	1
по отношению к	8	1
идеи и человека	1	1
с другой стороны	1	1
в ее целом	1	1
что дело идет	1	1
в отличие от	1	1
и тот и	1	1
еще вернемся в	1	1
в этих жанрах	1	1
а потому и	1	1
остановимся на некоторых	1	1
конечно гораздо сложнее	1	1
мы уже отмечали	1	2
в нем и	1	1
с карнавальным мироощущением	1	2
основные жанровые особенности	1	1
этот рассказ в	1	1
здесь мы должны	1	1
но здесь в	1	1
жанрам эпопее трагедии	1	1
нужно отметить что	1	1
и неотделим от	1	1
в новое время	1	4
вся область серьезно-смехового	1	1
смысле этого слова	2	1
можем сказать что	2	1
преступлении и наказании	2	2
более широкое значение	1	1
все это очень	1	1
последним вопросам мировоззрения	1	1
свободно-творческое отношение к	1	1
но у каждого	1	1
и мениппова сатира	1	2
как мы сказали	3	1
я не могу	1	1
в сущности почти	1	1
связь с карнавальным	1	1
достоевского но это	1	1
можно сказать что	2	4
большей или меньшей	1	3
в нем нет	1	3
зоне фамильярного контакта	1	1
том числе и	2	10
он в сущности	1	1
но тем не	1	1
мы еще вернемся	1	3
до нас дошли	1	1
здесь конечно не	2	1
понять и оценить	2	1
в то же	3	5
в этом отношении	2	1
кризисы и переломы	1	1
на равных правах	2	2
неотделим от него	1	1
человека с человеком	1	1
стр нашей работы	1	1
друг к другу	3	1
открытие диалогической природы	1	1
некоторых из них	1	1
необходимо еще раз	1	1
у платона в	1	1
раскрыть в предшествующих	1	1
на первом плане	1	1
том что на	1	1
духе и в	1	1
и т.п так	1	1
человека и его	2	3
в области серьезно-смехового	2	2
фамильярного контакта с	2	1
представления о диалогической	1	1
с самого начала	1	3
и той же	1	1
это конечно не	1	1
и т.п и	1	1
и карнавального мироощущения	1	1
хотя и в	1	1
в его творчестве	3	2
человека из подполья	1	1
философских школ и	1	1
тех или иных	1	1
мы охарактеризовали выше	1	1
жизни и смерти	7	2
что все позволено	1	1
до сих пор	2	5
самим собою в	1	1
в преступлении и	2	2
в произведениях достоевского	3	1
в сократическом диалоге	1	6
в творчестве достоевского	1	5
с точки зрения	9	2
то что я	1	1
мы уже говорили	2	2
может быть только	2	1
сих пор еще	1	2
и т.п все	1	1
в этом смысле	5	1
что образ идеи	1	1
каждом из них	2	2
но именно этот	1	1
это в сущности	1	1
и в дальнейшем	1	2
или меньшей степени	1	2
и в целом	2	1
всего творчества достоевского	1	2
слову как материалу	1	1
возрождается и обновляется	1	2
с другими образами	1	1
художественной прозы в	1	1
является одним из	1	1
европейской художественной прозы	2	1
и над которым	1	1
образов идей в	3	1
но если и	1	1
глубины души человеческой	2	1
во всех сферах	1	1
но в то	3	1
всех других ведущих	1	1
в конце концов	3	1
карнавального мироощущения здесь	1	1
нужно сказать что	1	2
проникновения в глубины	1	1
с самим собою	1	4
человеческой жизни и	2	1
сократический диалог это	1	1
все в нем	1	1
очень важное значение	1	1
неразрывно связана с	1	1
сочетается с образом	1	1
не может быть	6	1
и др в	1	2
карнавала и карнавального	1	1
у достоевского на	1	1
а может быть	2	1
в предшествующих главах	1	1
в предисловии к	1	1
проявляется и в	1	2
мы видим что	1	1
ведет к творчеству	1	1
в xix веке	2	1
и стихотворной речи	1	1
сократический диалог как	1	1
в зоне фамильярного	1	1
он сам себя	1	1
помнит свое прошлое	1	1
мы говорили в	1	1
как материалу литературы	1	1
в каждом из	2	3
