4gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_4gram
заключается в том что	4	4
с точки зрения того	1	1
том что он не	1	1
в том что в	1	1
установление того факта что	1	1
в том числе и	3	1
в развитии мышления и	1	1
по своей природе и	1	1
только в самое последнее	1	1
речь ребенка представляет собой	1	2
речи но сама по	1	1
но сама по себе	1	1
состоит в том что	3	3
как в детском коллективе	1	1
с которым мы сталкиваемся	1	1
если мы обратимся к	1	1
для того чтобы окончательно	1	2
в зависимости от этого	2	1
с точки зрения психологической	1	1
в самое последнее время	1	1
отношение между мышлением и	4	1
говорит по этому поводу	1	1
как мы уже говорили	3	1
только в том что	1	1
в самом деле если	1	1
точки зрения того что	1	1
и онтогенетического развития мы	1	1
в том и заключается	1	1
не случайна что она	1	1
то же самое что	2	2
только на то что	1	1
развития в зависимости от	1	1
с точки зрения теории	2	1
мышления и речи в	1	1
друг к другу и	1	1
представление о том что	1	2
между мышлением и речью	5	2
на самом же деле	1	1
с одной стороны и	2	3
по своей психологической функции	3	1
не удивительно поэтому что	4	1
в пользу того что	1	1
связь между словом и	1	4
сомнений в том что	1	1
что эгоцентрическая речь ребенка	2	1
речи с одной стороны	1	1
необходимым условием для того	1	1
детского мышления как она	1	1
той ситуации в которой	1	1
что с точки зрения	1	1
в учении о речи	1	1
в учении о мышлении	1	3
что связь между словом	1	1
является необходимым условием для	2	1
с точки зрения нашей	1	1
своей психологической функции и	1	1
т.е по своей психологической	1	1
мы стремились показать что	1	1
речи для того чтобы	1	2
учение об эгоцентрической речи	1	1
условием для того чтобы	1	1
что с самого начала	1	1
для того чтобы показать	1	1
несмотря на то что	1	1
в том что он	1	2
развития с точки зрения	1	1
точки зрения нашей гипотезы	1	1
эгоцентрическая речь ребенка представляет	1	2
на то что между	1	1
развитии мышления и речи	2	1
