2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
свою силу	1	4
развития понятий	2	6
применительно к	1	1
все же	3	2
то очевидно	1	1
речи и	28	5
именно на	1	1
из основных	3	1
структурная психология	1	3
мышления на	2	3
пиаже не	4	1
в собственном	5	1
у пиаже	2	1
пиаже что	1	1
в значительной	2	2
что развитие	1	6
т.е на	1	1
одной точке	1	1
в состоянии	2	4
мере роста	1	1
даже в	2	1
и включает	1	1
и к	4	6
тенденцию к	2	1
в наших	3	4
независимо от	6	3
другой мы	1	1
в развитии	12	24
кроме того	1	1
ходом его	1	1
это понятие	2	1
что при	1	4
нас более	1	1
иначе как	1	5
исследования развития	1	1
не могло	3	2
вырастают все	1	1
до этого	1	1
в исследовании	3	4
нашего исследования	8	5
так и	5	6
реальных понятий	1	10
к проблеме	2	1
психологии так	1	1
что факт	1	1
частный случай	1	5
итак мы	1	1
мы наблюдаем	1	1
когда мы	1	6
и у	1	1
до лет	8	2
за пределы	2	1
себе дорогу	3	1
с восприятием	1	1
исследования не	1	1
у них	1	2
оно позволяет	1	1
в известном	2	1
последнее слово	1	1
один и	1	1
тем самым	5	8
то что	17	28
в каком	3	1
рассматривается как	2	2
исследования в	4	3
ситуации и	1	1
раннего возраста	2	1
и от	3	2
в более	1	1
из того	5	5
никак не	1	1
уровнем их	1	1
стороны речи	8	2
условия для	1	1
возникает вопрос	1	2
обобщения и	1	6
не удивительно	1	1
в эти	1	1
раннем возрасте	2	2
принципиально нового	1	1
возможность влияния	1	1
переходе от	2	5
все его	1	1
пиаже склонен	2	1
в одном	4	2
в свою	4	1
самому своему	1	1
тот факт	1	1
всем остальным	2	1
в высшей	4	2
на отдельные	3	1
несмотря на	2	2
дорогу к	2	1
той же	2	4
аутистического мышления	4	1
чем к	2	1
не иначе	1	4
иначе говоря	2	3
большую часть	1	1
мышления и	40	7
если бы	5	7
новых свойств	1	1
связи с	3	3
может иметь	1	1
по линии	2	1
силу этого	3	1
ни в	4	1
же точно	9	3
к одному	1	2
приведенного выше	1	1
единица может	1	1
между собой	5	9
и той	2	3
то время	5	6
он с	1	2
лежат в	1	2
что в	14	17
нас в	1	2
двумя различными	1	1
этих вопросов	1	1
возможны только	1	4
для объяснения	1	2
друг от	3	1
работы была	1	1
пиаже в	6	1
в своей	4	2
к сожалению	2	1
как раз	4	6
научных понятий	2	40
но если	1	4
сказал бы	1	1
друг с	4	5
на первый	2	1
и обобщения	3	2
в основе	8	3
когда оно	1	2
эти же	1	1
что можно	1	1
стороны как	1	1
с его	4	3
совершенно иначе	1	1
мысли мы	1	2
этих двух	3	1
отрывается от	2	1
как только	1	2
другому человеку	2	1
настоящее исследование	1	1
что она	4	1
все более	3	2
ребенка более	1	1
только это	1	1
что если	2	2
о чем	2	1
зависимости от	2	5
и что	5	6
ближе к	2	1
которыми мы	1	1
показал что	1	4
низших животных	1	1
потребности в	1	1
возраста и	1	1
что самое	2	1
и все	5	5
подумать что	1	1
мы говорим	1	2
ребенок не	4	3
которое мы	3	2
на этот	3	4
и отношений	2	6
и заключается	1	1
детей в	3	1
нашей мысли	1	3
обобщение и	1	1
сам пиаже	4	3
мы только	2	1
мышления которые	3	1
видим таким	3	1
понятие которое	1	1
с пиаже	2	1
развитии мышления	8	1
мысль к	1	1
предметом исследования	3	1
речи именно	2	1
и значением	1	1
сейчас же	1	1
из которых	3	1
это положение	4	1
что эта	2	2
в них	2	3
только не	1	3
мы хотим	2	1
основанное на	1	3
на одном	1	2
при изучении	1	1
гласит что	2	2
что все	4	5
между этими	6	4
не то	1	1
действия и	2	3
старой психологии	1	1
не может	12	19
могут быть	3	5
о связи	1	2
если не	3	1
с психологической	2	1
из которого	1	2
связано с	2	3
там где	2	7
предметов в	1	3
функции в	4	1
мы видели	2	8
действительности в	1	1
отнюдь не	1	1
начинаем понимать	1	2
к пониманию	2	1
в значении	1	1
не раньше	1	1
центрального значения	1	1
виде в	2	1
этом вопросе	4	2
его мысли	2	3
вместе с	9	7
ребенка а	2	1
он должен	2	4
как синкретизм	1	1
путь для	1	2
развития значений	1	4
параллельно с	1	1
в том	24	28
мы знаем	1	4
бы поставить	1	1
другого как	2	1
и который	3	1
психологии и	1	1
является то	2	1
оно в	1	1
в его	14	3
двух моментах	1	1
значения в	1	1
в научной	2	1
в огромной	1	1
если понимать	1	1
