4gram	Losev_DialektikaMifa_partition_part3_wordlist_4gram	Losev_DialektikaMifa_partition_part4_wordlist_4gram
без знания это –	1	1
ровно ничего не говорит	3	1
ни в коем случае	2	3
но когда оказывается что	1	1
миф сам по себе	1	2
д и т д	2	5
это и значит что	1	1
не что иное как	8	6
в коем случае не	2	3
но он всегда есть	1	1
не есть догмат но	1	2
в связи с этим	1	1
событие как таковое но	1	1
что с точки зрения	1	1
чудо не есть просто	1	1
есть догмат но –	1	2
уже о том что	1	1
в процессе всего изменения	1	1
должна быть не просто	1	1
в словах данная личностная	1	1
природы ровно ничего не	1	1
с этой точки зрения	2	2
есть не что иное	5	3
но это значит что	1	2
не имеет никакого отношения	2	1
и т д личность	1	1
и т д и	3	6
с точки зрения чисто	1	1
таковое но он всегда	1	1
можно только тогда когда	1	2
ничего не говорит о	2	2
сущности своей и есть	1	2
от всего прочего то	1	1
было есть и будет	1	1
миф не есть историческое	1	2
тем более не наука	1	1
одной и той же	3	1
имеет полное логическое право	1	1
не есть историческое событие	1	2
есть по крайней мере	1	1
в то же время	6	1
одна и та же	1	1
а это значит что	1	1
если его брать как	1	1
оценивается с точки зрения	1	1
есть в словах данная	2	1
историческое событие как таковое	1	2
в сущности своей и	1	2
о нарушении законов природы	1	1
как таковое но он	1	1
и в то же	2	1
такую категорию которая бы	1	1
тогда нет и никакого	1	1
миф есть в словах	2	1
по себе ничего не	1	1
от чего не зависящего	1	1
выйти за пределы этой	1	1
что было есть и	1	1
само по себе до	1	1
не говоря уже о	3	2
мифа с точки зрения	1	1
т д и т	2	5
говоря уже о том	1	1
уже имел случай указать	2	1
vii свобода и необходимость	1	1
ни в каком смысле	1	3
есть то что мы	1	2
миф сказали мы есть	1	1
тут нет ничего специфически	1	1
есть и будет и	1	1
догмат но – история	1	1
я уже имел случай	2	1
в зависимости от этих	1	1
закон природы ровно ничего	1	1
и тем не менее	1	2
или по крайней мере	3	1
и есть то что	1	1
поскольку речь идет о	1	1
в себе не содержит	1	1
от того что не	1	1
он всегда есть слово	1	1
словах данная личностная история	1	1
ни от чего не	2	3
коем случае не есть	2	2
все что было есть	1	1
как раз показывает что	1	1
есть историческое событие как	1	2
только тогда когда есть	1	1
в каком смысле не	1	1
и с этой точки	1	1
категорию которая бы охватила	1	1
того что не есть	1	1
