4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_4gram
достоевского можно было бы	1	1
молодого русского капитализма и	1	1
и в то же	3	1
ее художественного видения и	1	1
приговоренного к смертной казни	1	1
в одной плоскости с	1	1
человека по отношению к	1	1
отношению к себе самому	1	1
то же время их	1	1
как точка зрения как	1	1
о себе самом и	3	1
концепция пространства и времени	1	1
не совпадает с самим	1	1
сами по себе еще	2	1
по отношению к себе	1	1
то же время оно	1	1
в то же время	7	5
совпадает с самим собою	1	1
дело в том что	1	1
по себе еще не	2	2
художественная концепция пространства и	1	1
ни в одном из	1	1
приходит в столкновение с	1	1
линии развития европейской литературы	1	1
в первых произведениях достоевского	1	1
в письме к брату	1	1
но в то же	2	2
