4gram	Vygotskiy_Psychologia_partition_part4_wordlist_4gram	Vygotskiy_Psychologia_partition_part2_wordlist_4gram
заключается в том что	7	2
медлит что трагедию надо	1	1
потому валленштейн медлит что	1	1
что в художественном произведении	1	1
и до самого конца	1	1
разработать психологию медлительности а	1	1
том что он не	1	1
и это совершенно верно	1	1
с этой точки зрения	1	1
валленштейн медлит что трагедию	1	1
вместе с тем и	1	1
к составляющим его словам	1	1
в то время как	2	2
прежде всего тем что	1	1
шиллеру надо разработать психологию	1	1
в том что у	2	2
потому задерживается трагедия что	1	1
самое и в гамлете	1	1
с другом и в	1	1
психологию медлительности а как	1	1
но совершенно ясно что	2	1
сам по себе так	1	1
составляющим его словам как	1	1
но и целый ряд	1	1
согласны в том что	1	1
как раз наоборот потому	1	1
друг с другом и	1	2
может быть это было	1	1
это скрыть то же	1	1
приходится иметь дело при	1	1
задержание это скрыть то	1	1
задерживается трагедия что шиллеру	1	1
в том что при	1	1
его словам как мелодия	1	1
так же точно как	3	1
то же самое что	2	2
точно так же как	2	1
не что иное как	1	1
мы никогда не сумеем	1	1
для того чтобы сделать	1	1
трагедия что шиллеру надо	1	1
медлительности а как раз	1	1
указывали на то что	1	1
гамлет не убивает короля	1	4
искусстве на самом деле	1	1
ни в каком случае	1	1
одной и той же	4	2
же самое и в	1	1
привело к тому что	1	1
совершенно ясно что в	1	1
так же как и	1	1
что сами по себе	1	1
не убивает короля сразу	1	1
наоборот потому валленштейн медлит	1	1
что шиллеру надо разработать	1	1
скрыть то же самое	1	1
бы то ни было	1	1
в то же время	2	1
и в самом деле	4	2
а задержание это скрыть	1	1
одна и та же	1	2
до тех пор пока	1	2
а с другой стороны	1	1
порядке в каком они	1	1
что в таком случае	1	1
рассказывает о том как	1	1
надо разработать психологию медлительности	1	1
раз наоборот потому валленштейн	1	1
заключается в том чтобы	1	1
не потому задерживается трагедия	1	1
а как раз наоборот	1	1
в том что он	3	1
в искусстве на самом	1	1
имеем здесь дело с	1	1
то же самое и	1	2
