3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
о которой мы	1	1
силу того что	2	1
все эти особенности	1	1
в том чтобы	1	3
для того чтобы	7	15
других авторов над	1	1
этой точки зрения	2	1
о том что	3	6
на то что	3	3
на первый план	2	2
могли бы сказать	3	2
как и в	2	1
и вместе с	2	1
зависимости от этого	2	1
мышления в целом	1	2
системы лежащих в	1	1
экспрессивной функции и	1	1
развитии детской речи	1	1
возникающей в поведении	1	1
той или иной	2	1
мы видели что	3	1
мы могли бы	7	5
и не является	1	1
в зависимости от	5	2
которые могли бы	1	1
как и все	1	1
сделать на основании	1	1
не является действительно	1	1
ибо именно в	1	1
так же точно	3	9
в том что	17	15
в приложении к	1	2
предшествующим и последующим	1	1
чисто экспрессивной функции	1	1
ступень в развитии	6	1
с таким образом	1	3
так же как	6	5
не станем останавливаться	1	1
могли бы обозначить	1	1
что в мышлении	1	1
функции разряда помимо	1	1
в отличие от	6	1
что было бы	1	1
остановиться еще на	1	1
как известно ребенок	1	1
кроме того что	1	1
до этого возраста	1	1
авторов над внутренней	1	1
в животном мире	5	1
мы видим таким	1	3
наблюдения показали что	1	1
оперирует почти исключительно	1	2
развитии ребенка и	1	1
том числе и	1	1
наблюдения леметра и	1	1
но тем не	1	1
в пользу того	2	3
основной вывод который	1	1
возрасте эти наблюдения	1	1
в собственном смысле	6	5
формы детского мышления	1	1
что мы знаем	3	1
с самого начала	6	8
сравнению с тем	1	1
сама по себе	1	1
сказать что видимо	1	1
с полным основанием	1	1
более и более	1	2
с точки зрения	1	18
речь для себя	1	2
мы не можем	1	1
в этом смысле	2	1
что видимо эгоцентрическая	1	1
развиваются в детском	1	1
и речи в	2	3
все что мы	2	1
что тип внутренней	1	1
мы наблюдаем в	1	1
не станем здесь	1	1
детского мышления это	1	1
развития понятий и	1	1
нас к выводу	1	1
и в отношении	2	3
само по себе	2	1
к образованию понятий	4	1
молодые недостаточно оформившиеся	1	1
эти наблюдения показали	1	1
очень легко становится	1	1
заключается в том	7	6
ту или иную	1	1
основной и центральной	1	1
в развитии мышления	6	6
того что она	1	1
этого слова и	1	1
над внутренней речью	1	1
не мог не	1	1
бы сделать вывод	1	1
возраста в отношении	1	1
не только в	1	1
как мы уже	2	1
с помощью которых	7	1
генетической функциональной и	1	1
тогда когда он	1	1
речь взрослого человека	1	2
является то что	4	2
мышления ребенка в	1	2
что значение слова	1	1
в детском возрасте	2	9
должны сказать что	1	1
в мышлении ребенка	4	1
эгоцентрическая речь ребенка	1	7
скажем только что	1	2
окружающих его взрослых	1	1
развития детского мышления	2	2
тот факт что	5	1
скорее должно быть	1	1
для ребенка в	2	1
которым приводит нас	1	1
же как и	4	4
не может возникнуть	1	1
эгоцентрическая речь помимо	1	1
